,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4246,2908,㈜디케이씨 여름휴가,1521,,입금,우리은행,F020,자동입력,,,상여금 입금이체,급여,DA01,0,0,,,,,,㈜디케이씨 여름휴가,9,가휴름여 씨이케디㈜
4247,2909,㈜디케이씨근로자의날,1522,,입금,우리은행,F020,자동입력,,,상여금 입금이체,급여,DA01,200000,200000,,,,,,㈜디케이씨근로자의날,10,날의자로근씨이케디㈜
7514,17340,（주）앤이티인센티브,12096,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1323000,1323000,,,,,,（주）앤이티인센티브,10,브티센인티이앤）주（
42446,1307,(주) 더나은교육,51,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,7204000,7204000,,,,,,(주) 더나은교육,8,육교은나더 )주(
42447,1308,(주) 이든,52,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,44000,44000,,,,,,(주) 이든,5,든이 )주(
42448,1309,(주) 케이디로지스,53,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,7080000,,,,,,(주) 케이디로지스,9,스지로디이케 )주(
42449,1310,(주)AK로지스틱스,54,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,264000,440000,,,,,,(주)AK로지스틱스,10,스틱스지로KA)주(
42450,1311,(주)DAS,55,,입금,우리은행,F020,회사명,,,어음만기입금,회사입금,DC02,10441000,10441000,,,,,,(주)DAS,6,SAD)주(
42451,1312,(주)DB하이텍,56,,입금,우리은행,F020,회사명,,,펌뱅킹 입금이체,회사입금,DC02,0,24298000,,,,,,(주)DB하이텍,8,텍이하BD)주(
42452,1313,(주)E,57,,입금,우리은행,F020,회사명,,,펌뱅킹 입금이체,회사입금,DC02,0,16269000,,,,,,(주)E,4,E)주(
42453,1314,(주)GS스포츠,58,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,6535000,,,,,,(주)GS스포츠,8,츠포스SG)주(
42454,1315,(주)K.W.E 코리아,59,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,2162000,16046000,,,,,,(주)K.W.E 코리아,11,아리코 E.W.K)주(
42455,1316,(주)LF,60,,입금,우리은행,F020,회사명,,,어음만기입금,회사입금,DC02,12310000,12310000,,,,,,(주)LF,5,FL)주(
42456,1317,(주)SIS캐나다,61,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,1841000,1841000,,,,,,(주)SIS캐나다,9,다나캐SIS)주(
42457,1318,(주)가겐투안,62,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,636000,636000,,,,,,(주)가겐투안,7,안투겐가)주(
42458,1319,(주)가든파이브라이프,63,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,117000,5261000,,,,,,(주)가든파이브라이프,11,프이라브이파든가)주(
42459,1320,(주)가람산업,64,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,660000,660000,,,,,,(주)가람산업,7,업산람가)주(
42460,1321,(주)가온제이에스건설,65,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,197000,197000,,,,,,(주)가온제이에스건설,11,설건스에이제온가)주(
42461,1322,(주)가우디자인,66,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,3146000,3293000,,,,,,(주)가우디자인,8,인자디우가)주(
42462,1323,(주)갑을상사,67,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,3513000,4965000,,,,,,(주)갑을상사,7,사상을갑)주(
42463,1324,(주)강원심층수,68,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,3000,142000,,,,,,(주)강원심층수,8,수층심원강)주(
42464,1325,(주)거흥산업,69,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,1320000,,,,,,(주)거흥산업,7,업산흥거)주(
42465,1326,(주)건양아이티티,70,,입금,우리은행,F020,회사명,,,어음만기입금,회사입금,DC02,1000,1000,,,,,,(주)건양아이티티,9,티티이아양건)주(
42466,1327,(주)건우특송,71,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,678000,678000,,,,,,(주)건우특송,7,송특우건)주(
42467,1329,(주)게임펍,72,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,437000,437000,,,,,,(주)게임펍,6,펍임게)주(
42468,1330,(주)게티이미지코리아,73,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,1340000,,,,,,(주)게티이미지코리아,11,아리코지미이티게)주(
42469,1331,(주)경기고속,74,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,44000,44000,,,,,,(주)경기고속,7,속고기경)주(
42470,1332,(주)경보제약,75,,입금,우리은행,F020,회사명,,,어음만기입금,회사입금,DC02,4101000,4101000,,,,,,(주)경보제약,7,약제보경)주(
42471,1333,(주)경일감정평가법인,76,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,3191000,,,,,,(주)경일감정평가법인,11,인법가평정감일경)주(
42472,1334,(주)계상,77,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,1975000,1975000,,,,,,(주)계상,5,상계)주(
42473,1335,(주)고고마,78,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,1683000,5427000,,,,,,(주)고고마,6,마고고)주(
42474,1336,(주)고렘팩토리,79,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,436000,,,,,,(주)고렘팩토리,8,리토팩렘고)주(
42475,1337,(주)고려아카데미컨설,80,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,7000,1884000,,,,,,(주)고려아카데미컨설,11,설컨미데카아려고)주(
42476,1338,(주)고황,81,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,100000,100000,,,,,,(주)고황,5,황고)주(
42477,1339,(주)골든듀,82,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,1012000,1012000,,,,,,(주)골든듀,6,듀든골)주(
42478,1340,(주)광양기업,83,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,2521000,4573000,,,,,,(주)광양기업,7,업기양광)주(
42479,1341,(주)광양기업격려금,84,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,431000,1047000,,,,,,(주)광양기업격려금,10,금려격업기양광)주(
42480,1344,(주)광양기업차례비,87,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,784000,784000,,,,,,(주)광양기업차례비,10,비례차업기양광)주(
42481,1345,(주)광화문에이엠보험,88,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,1125000,1990000,,,,,,(주)광화문에이엠보험,11,험보엠이에문화광)주(
