,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
52564,63659,방송댄스수강료,32526,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,기부,EI01,85000,85000,,,,,,방송댄스수강료,7,료강수스댄송방
53250,41004,가원교재비,13025,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,36000,36000,,,,,,가원교재비,5,비재교원가
53254,41007,가원재료비,13028,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,75000,138000,,,,,,가원재료비,5,비료재원가
53276,42342,경희고교과서비,14160,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,95000,95000,,,,,,경희고교과서비,7,비서과교고희경
53278,42343,경희고석식비,14161,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,52000,52000,,,,,,경희고석식비,6,비식석고희경
53298,42855,공예부재료비,14590,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,35000,35000,,,,,,공예부재료비,6,비료재부예공
53300,42908,과외교과서비,14632,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,85000,111000,,,,,,과외교과서비,6,비서과교외과
53306,42927,과학실험재료비,14649,,출금,우리은행,F020,직접입력,,,CMS공동망 당일출금이체-전자금융팀,교육비,EF01,0,42000,,,,,,과학실험재료비,7,비료재험실학과
53308,43064,관악사기숙사비,14760,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,305000,,,,,,관악사기숙사비,7,비사숙기사악관
53326,43334,교재비,14996,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,17000,17000,,,,,,교재비,3,비재교
53332,43339,교재비재료비,14999,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,20000,20000,,,,,,교재비재료비,6,비료재비재교
53350,46563,국민지원이 학원비,17833,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,140000,140000,,,,,,국민지원이 학원비,8,비원학 이원지민국
53352,46793,국제고급식비,18026,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,209000,209000,,,,,,국제고급식비,6,비식급고제국
53360,46856,군포고석식비,18088,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,94000,105000,,,,,,군포고석식비,6,비식석고포군
53366,48255,금정기숙사비,19316,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,900000,900000,,,,,,금정기숙사비,6,비사숙기정금
53368,48283,급식비,19341,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,7000,7000,,,,,,급식비,3,비식급
53394,49279,기업탑클영수교재비,20238,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,40000,40000,,,,,,기업탑클영수교재비,9,비재교수영클탑업기
53400,53396,낙생석식비,23436,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,64000,64000,,,,,,낙생석식비,5,비식석생낙
53449,57246,농협민재　학원비,27009,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,430000,430000,,,,,,농협민재　학원비,7,비원학　재민협농
53472,57922,농협채율피아노학원비,27629,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,110000,110000,,,,,,농협채율피아노학원비,10,비원학노아피율채협농
53483,58369,대광 급식비,28020,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,77000,77000,,,,,,대광 급식비,5,비식급 광대
53491,58470,대구-연이 학원비,28112,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,교육비,EF01,0,0,,,,,,대구-연이 학원비,7,비원학 이연-구대
53497,58647,대동하복비,28276,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,23000,23000,,,,,,대동하복비,5,비복하동대
53519,58813,대전고급식비,28423,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,0,,,,,,대전고급식비,6,비식급고전대
53525,59091,덕송미술재료비,28681,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,30000,30000,,,,,,덕송미술재료비,7,비료재술미송덕
53535,59189,도안초급식비,28769,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,27000,27000,,,,,,도안초급식비,6,비식급초안도
53537,59237,독서논술교재비,28809,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,9000,9000,,,,,,독서논술교재비,7,비재교술논서독
53539,59243,독서토론교재비,28814,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,0,,,,,,독서토론교재비,7,비재교론토서독
53541,59256,돌봄겨울급식비,28826,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,99000,99000,,,,,,돌봄겨울급식비,7,비식급울겨봄돌
53545,59266,돌봄급식비,28833,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,39000,170000,,,,,,돌봄급식비,5,비식급봄돌
53553,59336,동명하복비,28900,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,0,,,,,,동명하복비,5,비복하명동
53571,59512,동일하복비,29061,,출금,우리은행,F020,직접입력,,,CMS공동망 당일출금이체-전자금융팀,교육비,EF01,88000,88000,,,,,,동일하복비,5,비복하일동
53585,59844,로봇교재비,29370,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,80000,80000,,,,,,로봇교재비,5,비재교봇로
53587,59850,로봇창작재료비,29373,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,0,,,,,,로봇창작재료비,7,비료재작창봇로
53597,60237,만화재료비,29704,,출금,우리은행,F020,직접입력,,,CMS공동망 당일출금이체-전자금융팀,교육비,EF01,14000,14000,,,,,,만화재료비,5,비료재화만
53617,60577,목공재료비,29999,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,75000,75000,,,,,,목공재료비,5,비료재공목
53619,60580,목동고 석식비,30002,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,0,,,,,,목동고 석식비,6,비식석 고동목
53621,60583,목동고석식비,30005,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,80000,123000,,,,,,목동고석식비,6,비식석고동목
53627,60754,문성급식비,30165,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,56000,56000,,,,,,문성급식비,5,비식급성문
53637,60993,문화진로체험비,30365,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,12000,12000,,,,,,문화진로체험비,7,비험체로진화문
53649,61310,미술재료비,30599,,출금,우리은행,F020,직접입력,,,CMS공동망 당일출금이체-전자금융팀,교육비,EF01,12000,12000,,,,,,미술재료비,5,비료재술미
53653,61543,바둑교재비,30817,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,20000,20000,,,,,,바둑교재비,5,비재교둑바
53655,61938,박문 월석식비,31155,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,64000,,,,,,박문 월석식비,6,비식석월 문박
53665,63514,방과재료비,32414,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,0,,,,,,방과재료비,5,비료재과방
53811,63762,배드민턴재료비,32609,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,0,5000,,,,,,배드민턴재료비,7,비료재턴민드배
53813,63964,배화현장체험비,32783,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,16000,16000,,,,,,배화현장체험비,7,비험체장현화배
53817,64460,보드게임재료비,33198,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,36000,36000,,,,,,보드게임재료비,7,비료재임게드보
53827,64930,부산예원학원비,33604,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,교육비,EF01,0,0,,,,,,부산예원학원비,7,비원학원예산부
53837,65102,불당방과후교재비,33769,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,19000,19000,,,,,,불당방과후교재비,8,비재교후과방당불
53849,65966,상아초교재비,34521,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,16000,16000,,,,,,상아초교재비,6,비재교초아상
53863,66479,서울 석식비,34982,,출금,우리은행,F020,직접입력,,,CMS공동망 당일출금이체-전자금융팀,교육비,EF01,105000,105000,,,,,,서울 석식비,5,비식석 울서
53865,66533,서울석식비,35035,,출금,우리은행,F020,직접입력,,,CMS공동망 당일출금이체-전자금융팀,교육비,EF01,0,0,,,,,,서울석식비,5,비식석울서
53871,66852,서화초재료비,35317,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,60000,60000,,,,,,서화초재료비,6,비료재초화서
53873,66896,석식비,35353,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,101000,101000,,,,,,석식비,3,비식석
53893,67167,성모 석식비,35594,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,80000,80000,,,,,,성모 석식비,5,비식석 모성
53903,67250,성신초특재료비,35666,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,10000,10000,,,,,,성신초특재료비,7,비료재특초신성
53905,67428,세명방과교재비,35834,,출금,우리은행,F020,직접입력,,,CMS공동망 출금이체,교육비,EF01,10000,60000,,,,,,세명방과교재비,7,비재교과방명세
