,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
55932,43777,국민-급여고성근,15333,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,국민-급여고성근,7,근성고여급-민국
55934,43778,국민-급여이체,15334,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,국민-급여이체,6,체이여급-민국
56084,44505,국민-수정월급,16005,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,국민-수정월급,6,급월정수-민국
56196,44688,국민-월급,16174,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,국민-월급,4,급월-민국
56198,44689,국민-월급여(국민),16175,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,국민-월급여국민,7,)민국(여급월-민국
56302,45219,국민-조선희급여국민,16663,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,국민-조선희급여국민,9,민국여급희선조-민국
56516,45633,국민급여,17025,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,0,8292000,,,,,,국민급여,4,여급민국
56518,45634,국민급여　김경화,17026,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2466000,2466000,,,,,,국민급여　김경화,7,화경김　여급민국
56520,45635,국민급여이체,17027,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,1500000,1500000,,,,,,국민급여이체,6,체이여급민국
56522,45636,국민급여（김순규）,17028,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,1025000,1025000,,,,,,국민급여김순규,7,）규순김（여급민국
56524,45637,국민급여＿김지혜,17029,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2104000,2104000,,,,,,국민급여＿김지혜,7,혜지김＿여급민국
56526,45638,국민급여＿이송민,17030,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2061000,2061000,,,,,,국민급여＿이송민,7,민송이＿여급민국
56598,45881,국민박근택기사님월급,17239,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,2080000,2080000,,,,,,국민박근택기사님월급,10,급월님사기택근박민국
56680,46119,국민엄마급여,17441,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,800000,800000,,,,,,국민엄마급여,6,여급마엄민국
56714,46181,국민월급여김솔,17490,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,214000,214000,,,,,,국민월급여김솔,7,솔김여급월민국
56858,46569,국민직원  급여,17838,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,3000000,3000000,,,,,,국민직원  급여,6,여급  원직민국
56860,46570,국민직원급여,17839,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,3620000,3620000,,,,,,국민직원급여,6,여급원직민국
57236,48446,기업-급여이체,19468,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,기업-급여이체,6,체이여급-업기
57404,48995,기업급여,19980,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,750000,2780000,,,,,,기업급여,4,여급업기
57406,48996,기업급여이체,19981,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,6660000,6660000,,,,,,기업급여이체,6,체이여급업기
57458,49133,기업실장급여,20106,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,0,0,,,,,,기업실장급여,6,여급장실업기
57480,49175,기업월급여ＡＳＴＵＴ,20143,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,2787000,2787000,,,,,,기업월급여ＡＳＴＵＴ,10,ＴＵＴＳＡ여급월업기
57878,54424,농협-급여이체,24316,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,농협-급여이체,6,체이여급-협농
57880,54425,농협-급여주담대,24317,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,농협-급여주담대,7,대담주여급-협농
58280,55752,농협-월급,25585,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,급여지급,EI03,0,0,,,,,,농협-월급,4,급월-협농
58622,57020,농협급여,26801,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,0,3845000,,,,,,농협급여,4,여급협농
