,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
11101,40934,가다연청약,12975,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가다연청약,5,약청연다가
11103,40935,가도윤청약,12976,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가도윤청약,5,약청윤도가
11105,40964,가서영청약,12996,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가서영청약,5,약청영서가
11107,40990,가영주청약,13013,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가영주청약,5,약청주영가
11109,41015,가자현청약,13035,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가자현청약,5,약청현자가
11111,41018,가재행청약,13038,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가재행청약,5,약청행재가
11113,41050,가진현청약,13061,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,가진현청약,5,약청현진가
11115,41110,감동경청약,13109,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,감동경청약,5,약청경동감
11117,41122,강가애청약,13117,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강가애청약,5,약청애가강
11119,41123,강가희청약,13118,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강가희청약,5,약청희가강
11121,41125,강건희청약,13120,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강건희청약,5,약청희건강
11123,41127,강경남청약,13121,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경남청약,5,약청남경강
11125,41128,강경란청약,13122,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경란청약,5,약청란경강
11127,41130,강경빈청약,13123,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경빈청약,5,약청빈경강
11129,41131,강경숙청약,13124,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경숙청약,5,약청숙경강
11131,41133,강경순청약,13125,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경순청약,5,약청순경강
11133,41134,강경아청약,13126,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경아청약,5,약청아경강
11135,41135,강경애청약,13127,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경애청약,5,약청애경강
11137,41136,강경옥청약,13128,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경옥청약,5,약청옥경강
11139,41137,강경완청약,13129,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경완청약,5,약청완경강
11141,41138,강경욱청약,13130,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경욱청약,5,약청욱경강
11143,41139,강경원청약,13131,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경원청약,5,약청원경강
11145,41140,강경의청약,13132,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경의청약,5,약청의경강
11147,41141,강경이청약,13133,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경이청약,5,약청이경강
11149,41142,강경임청약,13134,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경임청약,5,약청임경강
11151,41144,강경자청약,13135,,출금,우리은행,F020,name-prod,,,적립식입금,저축/투자,EA04,0,0,,,,,,강경자청약,5,약청자경강
