,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
51328,71055,신한-누나,39067,,출금,우리은행,F020,bank-name,,,납부자자동 출금이체,개인간거래,EH01,0,0,,,,,,신한-누나,4,나누-한신
51330,71056,신한-누나,39068,,출금,우리은행,F020,bank-name,,,타행자동이체-전자금융부,개인간거래,EH01,0,0,,,,,,신한-누나,4,나누-한신
54502,4090,국민－가족회비,2448,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,100000,100000,,,,,,국민－가족회비,6,비회족가－민국
54504,4105,국민－곽주훈모임,2463,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,20000,20000,,,,,,국민－곽주훈모임,7,임모훈주곽－민국
54512,4196,국민－동기회비,2552,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,0,20000,,,,,,국민－동기회비,6,비회기동－민국
54518,4230,국민－박옥자회비,2583,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,50000,50000,,,,,,국민－박옥자회비,7,비회자옥박－민국
54520,4255,국민－보라매회비,2608,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,0,0,,,,,,국민－보라매회비,7,비회매라보－민국
54528,4291,국민－아부지용돈,2643,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,경조사/용돈입금,DC05,300000,300000,,,,,,국민－아부지용돈,7,돈용지부아－민국
54530,4300,국민－엄마,2651,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,경조사/용돈입금,DC05,400000,400000,,,,,,국민－엄마,4,마엄－민국
54532,4301,국민－엄마아빠사랑해,2652,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,경조사/용돈입금,DC05,400000,400000,,,,,,국민－엄마아빠사랑해,9,해랑사빠아마엄－민국
54562,4661,금고－생활비보충,2971,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,생활비입금,DC06,500000,500000,,,,,,금고－생활비보충,7,충보비활생－고금
54566,4668,금고－용돈,2977,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,경조사/용돈입금,DC05,100000,100000,,,,,,금고－용돈,4,돈용－고금
54594,5355,기업－손영훈월회비,3484,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,0,0,,,,,,기업－손영훈월회비,8,비회월훈영손－업기
55030,10344,신한－가족회비,6994,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,모임비입금,DC04,50000,50000,,,,,,신한－가족회비,6,비회족가－한신
