,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4453,3918,광주청급여,2323,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,1520000,4326000,,,,,,광주청급여,5,여급청주광
5256,6693,대구청급여,4481,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,8273000,,,,,,대구청급여,5,여급청구대
5643,8457,부산청급여,5695,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,7685000,,,,,,부산청급여,5,여급청산부
14445,42180,경남강춘자,14017,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,200000,200000,,,,,,경남강춘자,5,자춘강남경
14447,42187,경남김상연,14024,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,50000,50000,,,,,,경남김상연,5,연상김남경
14449,42189,경남김현주,14025,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,300000,300000,,,,,,경남김현주,5,주현김남경
14451,42194,경남박미자,14028,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,350000,350000,,,,,,경남박미자,5,자미박남경
14453,42195,경남박옥연,14029,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,500000,500000,,,,,,경남박옥연,5,연옥박남경
14455,42213,경남이영주,14046,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,경남이영주,5,주영이남경
14457,42214,경남이태곤,14047,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,180000,180000,,,,,,경남이태곤,5,곤태이남경
14459,42215,경남이혜영,14048,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,8500000,8500000,,,,,,경남이혜영,5,영혜이남경
14461,42216,경남임준혁,14049,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,2685000,2685000,,,,,,경남임준혁,5,혁준임남경
14509,43201,광주김병선,14886,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1937000,1937000,,,,,,광주김병선,5,선병김주광
14511,43202,광주김성찬,14887,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,96000,96000,,,,,,광주김성찬,5,찬성김주광
14513,43222,광주이기영,14905,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,700000,700000,,,,,,광주이기영,5,영기이주광
14515,43224,광주이상선,14907,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,50000,50000,,,,,,광주이상선,5,선상이주광
14517,43226,광주이영택,14909,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,75000,75000,,,,,,광주이영택,5,택영이주광
14519,43228,광주이현철,14911,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,740000,740000,,,,,,광주이현철,5,철현이주광
14521,43235,광주정은미,14917,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,10000,10000,,,,,,광주정은미,5,미은정주광
32789,58541,대구강성근,28172,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,50000,50000,,,,,,대구강성근,5,근성강구대
32791,58544,대구곽동목,28175,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,50000,50000,,,,,,대구곽동목,5,목동곽구대
32793,58550,대구권은진,28181,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,180000,180000,,,,,,대구권은진,5,진은권구대
32795,58553,대구김경래,28184,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,110000,110000,,,,,,대구김경래,5,래경김구대
32797,58556,대구김성순,28187,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,300000,300000,,,,,,대구김성순,5,순성김구대
32799,58557,대구김영식,28188,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,150000,150000,,,,,,대구김영식,5,식영김구대
32801,58558,대구김윤희,28189,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,280000,280000,,,,,,대구김윤희,5,희윤김구대
32803,58559,대구김을순,28190,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,350000,350000,,,,,,대구김을순,5,순을김구대
32805,58567,대구박근수,28198,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1000000,1000000,,,,,,대구박근수,5,수근박구대
32807,58568,대구박창주,28199,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,10000,10000,,,,,,대구박창주,5,주창박구대
32809,58576,대구석경화,28207,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,4200000,4200000,,,,,,대구석경화,5,화경석구대
32811,58595,대구육경임,28226,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,47000,47000,,,,,,대구육경임,5,임경육구대
32813,58598,대구이대식,28229,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,50000,50000,,,,,,대구이대식,5,식대이구대
32815,58600,대구이미옥,28231,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1000000,1000000,,,,,,대구이미옥,5,옥미이구대
32817,58601,대구이선아,28232,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,대구이선아,5,아선이구대
32819,58603,대구이은미,28234,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,2001000,2001000,,,,,,대구이은미,5,미은이구대
32821,58604,대구이정원,28235,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,141000,141000,,,,,,대구이정원,5,원정이구대
32823,58605,대구이정이,28236,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,대구이정이,5,이정이구대
32825,58606,대구임성택,28237,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,350000,350000,,,,,,대구임성택,5,택성임구대
32827,58607,대구임지윤,28238,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1900000,1900000,,,,,,대구임지윤,5,윤지임구대
32829,58614,대구조미진,28245,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1000000,1000000,,,,,,대구조미진,5,진미조구대
32831,58615,대구조성문,28246,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1419000,1419000,,,,,,대구조성문,5,문성조구대
32833,58624,대구황윤찬,28255,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,300000,300000,,,,,,대구황윤찬,5,찬윤황구대
40221,64869,부산김문영,33546,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,부산김문영,5,영문김산부
40223,64870,부산김민영,33547,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,10001000,10001000,,,,,,부산김민영,5,영민김산부
40225,64871,부산김성조,33548,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,120000,120000,,,,,,부산김성조,5,조성김산부
40227,64872,부산김순덕,33549,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,부산김순덕,5,덕순김산부
40229,64873,부산김옥경,33550,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,450000,450000,,,,,,부산김옥경,5,경옥김산부
40231,64874,부산김유리,33551,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,400000,400000,,,,,,부산김유리,5,리유김산부
40233,64875,부산김윤경,33552,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,0,0,,,,,,부산김윤경,5,경윤김산부
40235,64876,부산김지영,33553,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,3000000,3000000,,,,,,부산김지영,5,영지김산부
