,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
44805,8212,방배복지관,5533,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,1990000,,,,,,방배복지관,5,관지복배방
45299,9981,수서명화복지관,6736,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,100000,,,,,,수서명화복지관,7,관지복화명서수
45366,10213,신내복지관,6914,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,1034000,1034000,,,,,,신내복지관,5,관지복내신
45857,12116,원당복지관,8399,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,50000,50000,,,,,,원당복지관,5,관지복당원
51462,41112,감만복지관,13111,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,5000,5000,,,,,,감만복지관,5,관지복만감
51464,41192,강남복지관,13174,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,5000,5000,,,,,,강남복지관,5,관지복남강
51472,41395,강서구복지관,13338,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,10000,10000,,,,,,강서구복지관,6,관지복구서강
51549,42809,공릉복지관,14551,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,5000,5000,,,,,,공릉복지관,5,관지복릉공
51561,43061,관악복지관,14757,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,10000,10000,,,,,,관악복지관,5,관지복악관
51712,46842,군산나운복지관,18074,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,기부,EI01,0,5000,,,,,,군산나운복지관,7,관지복운나산군
51755,48242,금오복지관,19303,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,10000,10000,,,,,,금오복지관,5,관지복오금
51808,49394,길음복지관,20337,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,0,50000,,,,,,길음복지관,5,관지복음길
51823,52703,김해시복지관,22882,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,10000,10000,,,,,,김해시복지관,6,관지복시해김
51922,53586,남양주복지관,23603,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,기부,EI01,0,10000,,,,,,남양주복지관,6,관지복주양남
