,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
55118,11523,연말정산(주)센트,7951,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,환급/환불,DC09,337000,1271000,,,,,,연말정산(주)센트,9,트센)주(산정말연
55120,11524,연말정산　환급,7952,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,1000,4419000,,,,,,연말정산　환급,6,급환　산정말연
55122,11525,연말정산기간제,7953,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,60000,60000,,,,,,연말정산기간제,7,제간기산정말연
55124,11527,연말정산소,7954,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,환급/환불,DC09,2000,2543000,,,,,,연말정산소,5,소산정말연
55126,11528,연말정산소득,7955,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,환급/환불,DC09,1232000,1232000,,,,,,연말정산소득,6,득소산정말연
55128,11529,연말정산소득세환급,7956,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,417000,417000,,,,,,연말정산소득세환급,9,급환세득소산정말연
55130,11530,연말정산수퍼맨파워,7957,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,2699000,2699000,,,,,,연말정산수퍼맨파워,9,워파맨퍼수산정말연
55132,11531,연말정산우호,7958,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,145000,214000,,,,,,연말정산우호,6,호우산정말연
55134,11532,연말정산이용선,7959,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,74000,74000,,,,,,연말정산이용선,7,선용이산정말연
55136,11533,연말정산주민세환급,7960,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,25000,177000,,,,,,연말정산주민세환급,9,급환세민주산정말연
55138,11534,연말정산지급,7961,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,874000,874000,,,,,,연말정산지급,6,급지산정말연
55140,11535,연말정산지방,7962,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,환급/환불,DC09,10000,10000,,,,,,연말정산지방,6,방지산정말연
55142,11536,연말정산지방세,7963,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,3000,3000,,,,,,연말정산지방세,7,세방지산정말연
55144,11537,연말정산지소세,7964,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,41000,41000,,,,,,연말정산지소세,7,세소지산정말연
55146,11538,연말정산한국내쇼날,7965,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,459000,1648000,,,,,,연말정산한국내쇼날,9,날쇼내국한산정말연
55178,11556,연말정산희망샘,7981,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,1000,1000,,,,,,연말정산희망샘,7,샘망희산정말연
55180,11558,연말정산（씨앤알）,7982,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,139000,139000,,,,,,연말정산씨앤알,7,）알앤씨（산정말연
55182,11559,연말정산（안드로메다,7983,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,18000,18000,,,,,,연말정산（안드로메다,10,다메로드안（산정말연
55184,11560,연말정산－목성,7984,,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,293000,293000,,,,,,연말정산－목성,6,성목－산정말연
55186,11561,연말정산－주민세,7985,,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,29000,90000,,,,,,연말정산－주민세,7,세민주－산정말연
55188,11562,연말정산＿건우,7986,,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,환급/환불,DC09,296000,296000,,,,,,연말정산＿건우,6,우건＿산정말연
