,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
5309,7002,대한유화연차수당,4754,,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,급여,DA01,2288000,8749000,,,,,,대한유화연차수당,8,당수차연화유한대
5339,7105,도루코연차수당,4832,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3667000,3667000,,,,,,도루코연차수당,7,당수차연코루도
5422,7335,드래곤　연차수당,5030,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3206000,4505000,,,,,,드래곤　연차수당,7,당수차연　곤래드
5487,7545,리스너＿연차수당,5199,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1039000,1039000,,,,,,리스너＿연차수당,7,당수차연＿너스리
5585,7877,물산패션연차수당,5441,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,14000,64000,,,,,,물산패션연차수당,8,당수차연션패산물
5599,7991,미사용연차수당,5465,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2712000,2712000,,,,,,미사용연차수당,7,당수차연용사미
6232,11606,연차수당,8029,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,7971000,,,,,,연차수당,4,당수차연
6233,11607,연차수당,8030,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,7971000,,,,,,연차수당,4,당수차연
6234,11608,연차수당,8031,,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,급여,DA01,0,7971000,,,,,,연차수당,4,당수차연
6235,11609,연차수당,8032,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,7971000,,,,,,연차수당,4,당수차연
6289,11824,올리브영연차수당,8198,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,228000,2855000,,,,,,올리브영연차수당,8,당수차연영브리올
6724,13090,잔여연차수당,8993,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1044000,2701000,,,,,,잔여연차수당,6,당수차연여잔
6839,13496,제일제당연차수당,9247,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,40000,5982000,,,,,,제일제당연차수당,8,당수차연당제일제
6911,14195,지앤지연차수당,9827,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,761000,761000,,,,,,지앤지연차수당,7,당수차연지앤지
7066,14800,코윈테크　연차수당,10274,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,111000,111000,,,,,,코윈테크　연차수당,8,당수차연　크테윈코
7169,15156,티빙　연차수당,10496,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2472000,2472000,,,,,,티빙　연차수당,6,당수차연　빙티
7231,15346,푸드빌　연차수당,10643,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,886000,1803000,,,,,,푸드빌　연차수당,7,당수차연　빌드푸
7393,16668,혜인연차수당,11562,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,214000,1874000,,,,,,혜인연차수당,6,당수차연인혜
7607,17813,ＣＳＢ연차수당,12502,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2880000,2880000,,,,,,ＣＳＢ연차수당,7,당수차연ＢＳＣ
7673,18243,ＳＳＫ　연차수당,12642,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,440000,796000,,,,,,ＳＳＫ　연차수당,7,당수차연　ＫＳＳ
60725,7427,라이온연차수당,5108,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,223000,3669000,,,,,,라이온연차수당,7,당수차연온이라
60805,7889,미도정업㈜연차수당,5450,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,1699000,1699000,,,,,,미도정업㈜연차수당,9,당수차연㈜업정도미
