,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4464,4015,구정　상여,2386,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,300000,300000,,,,,,구정　상여,4,여상　정구
4466,4019,구정상여,2389,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,200000,1281000,,,,,,구정상여,4,여상정구
4467,4020,구정상여,2390,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,200000,1281000,,,,,,구정상여,4,여상정구
5415,7324,두영상여,5023,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1399000,1399000,,,,,,두영상여,4,여상영두
5479,7498,롯데상여,5166,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1239000,1239000,,,,,,롯데상여,4,여상데롯
5524,7767,명절　상여,5358,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,500000,500000,,,,,,명절　상여,4,여상　절명
5537,7785,명절상여,5374,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,100000,1000000,,,,,,명절상여,4,여상절명
5538,7786,명절상여,5375,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,100000,1000000,,,,,,명절상여,4,여상절명
5539,7787,명절상여,5376,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,100000,1000000,,,,,,명절상여,4,여상절명
5737,9191,상여,6155,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,46988000,,,,,,상여,2,여상
5738,9192,상여,6156,,입금,우리은행,F020,자동입력,,,상여금 입금이체,급여,DA01,0,46988000,,,,,,상여,2,여상
5739,9193,상여,6157,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,46988000,,,,,,상여,2,여상
5740,9194,상여,6158,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,0,46988000,,,,,,상여,2,여상
5832,9550,설 상여,6411,,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,급여,DA01,1213000,4253000,,,,,,설 상여,3,여상 설
5833,9551,설 상여,6412,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,1213000,4253000,,,,,,설 상여,3,여상 설
5838,9557,설　상여,6418,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,300000,3341000,,,,,,설　상여,3,여상　설
5847,9577,설날상여,6436,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2369000,3033000,,,,,,설날상여,4,여상날설
6182,11394,엔진　상여,7843,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,812000,1145000,,,,,,엔진　상여,4,여상　진엔
6340,12156,월급상여,8431,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3104000,3186000,,,,,,월급상여,4,여상급월
6546,12296,월상여,8544,,입금,우리은행,F020,자동입력,,,상여금 입금이체,급여,DA01,0,986000,,,,,,월상여,3,여상월
6547,12297,월상여,8545,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,986000,,,,,,월상여,3,여상월
6631,12712,이엘　상여,8762,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,500000,500000,,,,,,이엘　상여,4,여상　엘이
6762,13281,전자상여,9109,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,0,,,,,,전자상여,4,여상자전
6855,13578,조일상여,9291,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,526000,526000,,,,,,조일상여,4,여상일조
7346,16402,한진상여,11403,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,1523000,3161000,,,,,,한진상여,4,여상진한
