,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
50645,54900,농협-농협-임영자,24777,,출금,우리은행,F020,bank-name,,,타행자동이체-전자금융부,개인간거래,EH01,0,0,,,,,,농협-농협-임영자,7,자영임-협농-협농
50647,54905,농협-농협이동우,24781,,출금,우리은행,F020,bank-name,,,타행자동이체-전자금융부,개인간거래,EH01,0,0,,,,,,농협-농협이동우,7,우동이협농-협농
57908,54895,농협-농협,24772,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,금융지출,EA07,0,0,,,,,,농협-농협,4,협농-협농
57916,54899,농협-농협 정기이체,24776,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,기타출금,EH04,0,0,,,,,,농협-농협 정기이체,8,체이기정 협농-협농
57924,54906,농협-농협자동,24782,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,기타출금,EH04,0,0,,,,,,농협-농협자동,6,동자협농-협농
57928,54908,농협-농협주택,24784,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,농협-농협주택,6,택주협농-협농
57932,54910,농협-농협중앙회,24786,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,회비,EB07,0,0,,,,,,농협-농협중앙회,7,회앙중협농-협농
57938,54913,농협-농협통장,24789,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,기타출금,EH04,0,0,,,,,,농협-농협통장,6,장통협농-협농
57940,54914,농협-농협투자,24790,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,EA04,0,0,,,,,,농협-농협투자,6,자투협농-협농
57942,54915,농협-농협펀드,24791,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,EA04,0,0,,,,,,농협-농협펀드,6,드펀협농-협농
