,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
51290,69656,수협대출금,37878,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,277000,277000,,,,,,수협대출금,5,금출대협수
54544,4479,국민－한라대출이자,2822,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,이자,DB05,365000,365000,,,,,,국민－한라대출이자,8,자이출대라한－민국
54564,4666,금고－안심전환대출,2975,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,대출금,DC10,427000,427000,,,,,,금고－안심전환대출,8,출대환전심안－고금
55034,10416,신한－대출이자,7065,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,대출금,DC10,50000,500000,,,,,,신한－대출이자,6,자이출대－한신
55056,10545,신한－이자상환,7182,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,대출금,DC10,300000,300000,,,,,,신한－이자상환,6,환상자이－한신
55384,15757,하나－아파트대출금,10927,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,대출금,DC10,330000,330000,,,,,,하나－아파트대출금,8,금출대트파아－나하
55390,15805,하나－이건혁이자입금,10971,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,이자,DB05,2500000,2500000,,,,,,하나－이건혁이자입금,9,금입자이혁건이－나하
55926,43759,국민-권세희 이자,15316,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-권세희 이자,7,자이 희세권-민국
55974,44142,국민-담보대출원리,15677,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-담보대출원리,8,리원출대보담-민국
55982,44151,국민-대출,15684,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-대출,4,출대-민국
55986,44153,국민-대출상환,15686,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-대출상환,6,환상출대-민국
55988,44154,국민-대출이자,15687,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-대출이자,6,자이출대-민국
55990,44155,국민-대출이자진,15688,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-대출이자진,7,진자이출대-민국
56052,44413,국민-상가이자,15919,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-상가이자,6,자이가상-민국
56112,44562,국민-아부지 이자,16058,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-아부지 이자,7,자이 지부아-민국
56120,44566,국민-아파트대출,16062,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-아파트대출,7,출대트파아-민국
56138,44610,국민-엄마 대출,16103,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-엄마 대출,6,출대 마엄-민국
56238,44907,국민-이자,16380,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-이자,4,자이-민국
56240,44908,국민-이자허순옥,16381,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-이자허순옥,7,옥순허자이-민국
56244,44918,국민-이정민이자,16391,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-이정민이자,7,자이민정이-민국
56304,45246,국민-주담대대출이자,16683,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-주담대대출이자,9,자이출대대담주-민국
56318,45258,국민-주택담보대출,16695,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-주택담보대출,8,출대보담택주-민국
56320,45259,국민-주택담보대출금,16696,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-주택담보대출금,9,금출대보담택주-민국
56344,45284,국민-집대출이자,16717,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-집대출이자,7,자이출대집-민국
56398,45401,국민-케이뱅크대출,16827,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-케이뱅크대출,8,출대크뱅이케-민국
56420,45420,국민-하영이자,16844,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-하영이자,6,자이영하-민국
56424,45423,국민-학자금대출,16847,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-학자금대출,7,출대금자학-민국
56436,45464,국민-행신상가대출,16884,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,국민-행신상가대출,8,출대가상신행-민국
56498,45613,국민국민대출,17008,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,대출금상환,EA03,980000,980000,,,,,,국민국민대출,6,출대민국민국
56606,45950,국민박혜숙_이자,17300,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,대출금상환,EA03,271000,271000,,,,,,국민박혜숙_이자,7,자이_숙혜박민국
56904,46650,국민카드，대출,17912,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,대출금상환,EA03,1500000,1500000,,,,,,국민카드，대출,7,출대，드카민국
56974,47497,금고-MG대출이자,18618,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-MG대출이자,8,자이출대GM-고금
56980,47501,금고-가족대출상환,18621,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-가족대출상환,8,환상출대족가-고금
57032,47738,금고-새마을금고이자,18839,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-새마을금고이자,9,자이고금을마새-고금
57040,47742,금고-새마을이자,18843,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-새마을이자,7,자이을마새-고금
57058,47783,금고-신현숙 이자,18881,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-신현숙 이자,7,자이 숙현신-고금
57094,47884,금고-이자,18978,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-이자,4,자이-고금
57128,48020,금고-하이빌 대출,19103,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,대출금상환,EA03,0,0,,,,,,금고-하이빌 대출,7,출대 빌이하-고금
