,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
43944,3399,가톨릭관동대학교,1948,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,1675000,,,,,,가톨릭관동대학교,8,교학대동관릭톨가
43945,3401,가톨릭꽃동네대학교,1949,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,800000,800000,,,,,,가톨릭꽃동네대학교,9,교학대네동꽃릭톨가
43988,3517,강서대학교,2022,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,10000,,,,,,강서대학교,5,교학대서강
44000,3566,개신대학원대학교,2038,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,2700000,2700000,,,,,,개신대학원대학교,8,교학대원학대신개
44051,3742,고려대학교,2197,,입금,우리은행,F020,회사명,,,PG(전자상거래)출금미완료처리,회사입금,DC02,3000,3000,,,,,,고려대학교,5,교학대려고
44103,3883,광성드림학교,2294,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,2479000,3196000,,,,,,광성드림학교,6,교학림드성광
44179,4604,글로벌사이버대학교,2920,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,30000,30000,,,,,,글로벌사이버대학교,9,교학대버이사벌로글
44244,5753,난타구일초등학교,3632,,입금,우리은행,F020,회사명,,,펌뱅킹 입금이체,회사입금,DC02,14000,14000,,,,,,난타구일초등학교,8,교학등초일구타난
44362,6812,대림대학교,4595,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,238000,1000000,,,,,,대림대학교,5,교학대림대
44469,7073,덕원예술고등학교,4810,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,31000,,,,,,덕원예술고등학교,8,교학등고술예원덕
44497,7138,동광고등학교,4859,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,120000,120000,,,,,,동광고등학교,6,교학등고광동
44532,7192,동성고등학교,4910,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,1736000,3959000,,,,,,동성고등학교,6,교학등고성동
44535,7195,동성중학교,4913,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,0,140000,,,,,,동성중학교,5,교학중성동
