,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
55458,39630,DLIVE강남,12733,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,645000,,,,,,DLIVE강남,7,남강EVILD
55460,39631,DLIVE강동,12734,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,118000,,,,,,DLIVE강동,7,동강EVILD
55462,39632,DLIVE경기,12735,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,169000,,,,,,DLIVE경기,7,기경EVILD
55464,39633,DLIVE경동,12736,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,552000,,,,,,DLIVE경동,7,동경EVILD
55466,39634,DLIVE노원,12737,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,70000,,,,,,DLIVE노원,7,원노EVILD
55468,39635,DLIVE마포,12738,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,131000,,,,,,DLIVE마포,7,포마EVILD
55470,39636,DLIVE방송,12739,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,1507000,,,,,,DLIVE방송,7,송방EVILD
55472,39637,DLIVE북부,12740,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,90000,,,,,,DLIVE북부,7,부북EVILD
55474,39638,DLIVE송파,12741,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,111000,,,,,,DLIVE송파,7,파송EVILD
55476,39639,DLIVE용산,12742,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,114000,,,,,,DLIVE용산,7,산용EVILD
55478,39640,DLIVE우리,12743,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,114000,,,,,,DLIVE우리,7,리우EVILD
55480,39641,DLIVE중랑,12744,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,103000,,,,,,DLIVE중랑,7,랑중EVILD
55482,39642,DLIVE중앙,12745,,출금,우리은행,F020,자동입력,,,지로 출금이체,구독서비스,EC01,0,91000,,,,,,DLIVE중앙,7,앙중EVILD
