,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
53967,70831,신한-기숙사 관리비,38853,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,교육비,EF01,0,0,,,,,,신한-기숙사 관리비,8,비리관 사숙기-한신
55828,43561,국민   관리비,15179,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,1071000,1071000,,,,,,국민   관리비,5,비리관   민국
55948,44101,국민-낙원월세,15637,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-낙원월세,6,세월원낙-민국
56004,44166,국민-두산 월세,15699,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-두산 월세,6,세월 산두-민국
56046,44403,국민-빌라관리비,15913,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,세금/공과금,EB01,0,0,,,,,,국민-빌라관리비,7,비리관라빌-민국
56116,44564,국민-아성관리비,16060,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,세금/공과금,EB01,0,0,,,,,,국민-아성관리비,7,비리관성아-민국
56118,44565,국민-아파트관리비,16061,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,세금/공과금,EB01,0,0,,,,,,국민-아파트관리비,8,비리관트파아-민국
56200,44690,국민-월세,16176,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-월세,4,세월-민국
56202,44691,국민-월세 안윤희,16177,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-월세 안윤희,7,희윤안 세월-민국
56204,44692,국민-월세비용,16178,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-월세비용,6,용비세월-민국
56220,44738,국민-윤덕수-월세,16220,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-윤덕수-월세,7,세월-수덕윤-민국
56380,45321,국민-총각네월세,16751,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-총각네월세,7,세월네각총-민국
56414,45410,국민-푸르지오 월세,16835,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,국민-푸르지오 월세,8,세월 오지르푸-민국
56472,45574,국민건물　관리비,16973,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,592000,592000,,,,,,국민건물　관리비,7,비리관　물건민국
56490,45600,국민관리비,16996,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,543000,1007000,,,,,,국민관리비,5,비리관민국
56504,45617,국민국민전세대출이자,17011,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,대출금상환,EA03,221000,221000,,,,,,국민국민전세대출이자,10,자이출대세전민국민국
56550,45797,국민김효선월세,17171,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,주거비,EB02,500000,500000,,,,,,국민김효선월세,7,세월선효김민국
56566,45827,국민더샵관리비예치금,17195,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,0,0,,,,,,국민더샵관리비예치금,10,금치예비리관샵더민국
56592,45860,국민목동ＳＫＹ월세,17222,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,0,0,,,,,,국민목동ＳＫＹ월세,9,세월ＹＫＳ동목민국
56626,45984,국민비트관리비,17329,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,188000,188000,,,,,,국민비트관리비,7,비리관트비민국
56628,45986,국민사무실관리비,17330,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,0,73000,,,,,,국민사무실관리비,8,비리관실무사민국
56630,45987,국민사무실월세,17331,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,682000,682000,,,,,,국민사무실월세,7,세월실무사민국
56644,46034,국민솔라월세,17369,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,750000,750000,,,,,,국민솔라월세,6,세월라솔민국
56654,46047,국민스위트캐슬관리비,17380,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,201000,201000,,,,,,국민스위트캐슬관리비,10,비리관슬캐트위스민국
56668,46091,국민아파트관리비,17415,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,248000,248000,,,,,,국민아파트관리비,8,비리관트파아민국
56696,46160,국민오피관리비,17472,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,102000,102000,,,,,,국민오피관리비,7,비리관피오민국
56786,46218,국민월세,17526,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,950000,1300000,,,,,,국민월세,4,세월민국
56794,46261,국민은평전세금,17564,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,8140000,8140000,,,,,,국민은평전세금,7,금세전평은민국
56822,46423,국민장영심_ 월세,17713,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,주거비,EB02,450000,450000,,,,,,국민장영심_ 월세,7,세월 _심영장민국
56868,46590,국민철산월세,17857,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,0,0,,,,,,국민철산월세,6,세월산철민국
56890,46613,국민최서래월세선금,17879,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,주거비,EB02,120000,120000,,,,,,국민최서래월세선금,9,금선세월래서최민국
56948,46758,국민ＡＰＴ　월세,18000,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,주거비,EB02,750000,750000,,,,,,국민ＡＰＴ　월세,7,세월　ＴＰＡ민국
57006,47653,금고-도원빌관리비,18763,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,세금/공과금,EB01,0,0,,,,,,금고-도원빌관리비,8,비리관빌원도-고금
57090,47832,금고-월세,18929,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,금고-월세,4,세월-고금
57106,47952,금고-정용헌(관리비),19041,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,세금/공과금,EB01,0,0,,,,,,금고-정용헌관리비,8,)비리관(헌용정-고금
57136,48048,금고관리비,19130,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,0,165000,,,,,,금고관리비,5,비리관고금
57196,48218,금고ＡＰＴ관리비,19280,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,세금/공과금,EB01,90000,90000,,,,,,금고ＡＰＴ관리비,8,비리관ＴＰＡ고금
57242,48449,기업-기업 월세,19471,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,기업-기업 월세,6,세월 업기-업기
57292,48651,기업-성남고등월세,19661,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,주거비,EB02,0,0,,,,,,기업-성남고등월세,8,세월등고남성-업기
