,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
54488,4071,국민-주택청약,2432,,입금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,DB02,0,0,,,,,,국민-주택청약,6,약청택주-민국
54490,4073,국민-최창규 주택청약,2434,,입금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,DB02,0,0,,,,,,국민-최창규 주택청약,9,약청택주 규창최-민국
54540,4443,국민－주택청약금,2790,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,100000,100000,,,,,,국민－주택청약금,7,금약청택주－민국
54542,4455,국민－청약,2800,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,60000,1000000,,,,,,국민－청약,4,약청－민국
54550,4625,금고-정기적금,2939,,입금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,DB02,0,0,,,,,,금고-정기적금,6,금적기정-고금
54552,4641,금고－김승유청약통장,2953,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,20000,20000,,,,,,금고－김승유청약통장,9,장통약청유승김－고금
54578,4702,금고－채원청약통장,3009,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,20000,20000,,,,,,금고－채원청약통장,8,장통약청원채－고금
54592,5271,기업-정선화청약,3405,,입금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,DB02,0,0,,,,,,기업-정선화청약,7,약청화선정-업기
54626,5917,농협-주택청약,3758,,입금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,DB02,0,0,,,,,,농협-주택청약,6,약청택주-협농
55026,10323,신한-청약,6982,,입금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,DB02,0,0,,,,,,신한-청약,4,약청-한신
55062,10612,신한－주택청약,7247,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,100000,100000,,,,,,신한－주택청약,6,약청택주－한신
55066,10621,신한－청약이체,7255,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,50000,50000,,,,,,신한－청약이체,6,체이약청－한신
55076,10653,신한－현대저축은행,7287,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,기타소득,DA06,130000,130000,,,,,,신한－현대저축은행,8,행은축저대현－한신
55394,15895,하나－재형저축,11051,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,20000,20000,,,,,,하나－재형저축,6,축저형재－나하
55396,15939,하나－지후청약,11091,,입금,우리은행,F020,직접입력,,,납부자자동 입금이체,저축/투자,DB02,100000,100000,,,,,,하나－지후청약,6,약청후지－나하
55406,16471,한화저축은행,11421,,입금,우리은행,F020,자동입력,,,CMS공동망 입금이체,기타소득,DA06,0,67000,,,,,,한화저축은행,6,행은축저화한
55852,43628,국민-가족적금,15202,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,EA04,0,0,,,,,,국민-가족적금,6,금적족가-민국
56014,44180,국민-맑은하늘적금,15712,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,저축/투자,EA04,0,0,,,,,,국민-맑은하늘적금,8,금적늘하은맑-민국
