,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
5543,7791,명절상여금및　수당,5380,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,1360000,1360000,,,,,,명절상여금및　수당,8,당수　및금여상절명
5907,9687,성북근로자의날수당,6525,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,성북근로자의날수당,9,당수날의자로근북성
5999,10135,시간외수당,6851,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,613000,,,,,,시간외수당,5,당수외간시
6000,10136,시간외수당,6852,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,0,613000,,,,,,시간외수당,5,당수외간시
6005,10143,시간외（당직）수당,6858,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,50000,,,,,,시간외당직수당,7,당수）직당（외간시
6161,11321,에이비엘수당,7781,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,98000,8118000,,,,,,에이비엘수당,6,당수엘비이에
6201,11490,여의도정근수당,7923,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,650000,4335000,,,,,,여의도정근수당,7,당수근정도의여
6214,11587,연월차수당,8011,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1316000,1316000,,,,,,연월차수당,5,당수차월연
6228,11602,연차미사용수당,8025,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,146000,3717000,,,,,,연차미사용수당,7,당수용사미차연
6931,14267,직책/PCP수당,9886,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,400000,801000,,,,,,직책/PCP수당,8,당수PCP/책직
7002,14533,추가야간수당,10056,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,30000,30000,,,,,,추가야간수당,6,당수간야가추
7589,17753,ＢＣＩＬ　법정제수당,12461,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,ＢＣＩＬ　법정제수당,9,당수제정법　ＬＩＣＢ
46113,13223,적십자원호수당,9074,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,0,362000,,,,,,적십자원호수당,7,당수호원자십적
55332,14742,코로나감염수당,10225,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,0,0,,,,,,코로나감염수당,7,당수염감나로코
55436,16718,홍익대논문심사수당,11594,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,100000,100000,,,,,,홍익대논문심사수당,9,당수사심문논대익홍
60396,3422,감염예방수당,1958,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,0,,,,,,감염예방수당,6,당수방예염감
60427,3611,검체및감염예방수당,2075,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,0,,,,,,검체및감염예방수당,9,당수방예염감및체검
60445,3733,고교방문수당,2190,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,60000,60000,,,,,,고교방문수당,6,당수문방교고
60468,3844,관리사수당,2264,우리은행,입금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,기타소득,DA06,0,0,,,,,,관리사수당,5,당수사리관
60470,3846,관리책임수당,2266,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,77000,77000,,,,,,관리책임수당,6,당수임책리관
60666,6887,대원고수당,4653,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,200000,200000,,,,,,대원고수당,5,당수고원대
60684,6979,대학원입시수당,4737,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,10000,10000,,,,,,대학원입시수당,7,당수시입원학대
60710,7327,두원＿소장수당,5026,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,300000,300000,,,,,,두원＿소장수당,6,당수장소＿원두
60721,7412,라라  월가산수당,5093,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,413000,413000,,,,,,라라  월가산수당,7,당수산가월  라라
60730,7440,라이프웨이수당,5119,우리은행,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,기타소득,DA06,20000,123000,,,,,,라이프웨이수당,7,당수이웨프이라
60779,7761,명예퇴직수당,5352,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,퇴직금,DA02,37299000,37299000,,,,,,명예퇴직수당,6,당수직퇴예명
60859,8304,베리굿 월수당,5592,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,1923000,1923000,,,,,,베리굿 월수당,6,당수월 굿리베
60871,8374,보육교직원만근수당,5630,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,200000,200000,,,,,,보육교직원만근수당,9,당수근만원직교육보
60901,8548,부서장수당,5781,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,100000,100000,,,,,,부서장수당,5,당수장서부
60907,8564,부천성모진료수당,5796,우리은행,입금,우리은행,F020,자동입력,,,급여 입금이체,기타소득,DA06,977000,11224000,,,,,,부천성모진료수당,8,당수료진모성천부
61026,9461,서울종합설수당,6349,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,50000,50000,,,,,,서울종합설수당,7,당수설합종울서
61065,9692,성북중증가산수당,6530,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,393000,,,,,,성북중증가산수당,8,당수산가증중북성
61202,10932,아동인권전담수당,7518,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,30000,30000,,,,,,아동인권전담수당,8,당수담전권인동아
61219,11116,애드댓수당,7642,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,매체수입,DA04,25000,25000,,,,,,애드댓수당,5,당수댓드애
61271,11486,여의도약무수당,7919,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,500000,500000,,,,,,여의도약무수당,7,당수무약도의여
61272,11488,여의도의국장수당,7921,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,0,,,,,,여의도의국장수당,8,당수장국의도의여
61273,11491,여의도진료수당,7924,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,587000,5664000,,,,,,여의도진료수당,7,당수료진도의여
61319,11732,오산대강의운영수당,8130,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,150000,150000,,,,,,오산대강의운영수당,9,당수영운의강대산오
61346,11847,외국인수당,8214,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,506000,506000,,,,,,외국인수당,5,당수인국외
61358,11873,용인시수당,8237,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,70000,70000,,,,,,용인시수당,5,당수시인용
61399,12106,울파－출장수당,8390,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,56000,56000,,,,,,울파－출장수당,6,당수장출－파울
61494,12846,이티엠　차량보전수당,8813,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,100000,100000,,,,,,이티엠　차량보전수당,9,당수전보량차　엠티이
61495,12847,이티엠기타수당,8814,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,50000,50000,,,,,,이티엠기타수당,7,당수타기엠티이
61496,12848,이티엠ＯＤ수당,8815,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,250000,250000,,,,,,이티엠ＯＤ수당,7,당수ＤＯ엠티이
61501,12884,인수인계수당,8838,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,0,,,,,,인수인계수당,6,당수계인수인
61503,12894,인재원）수당,8848,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,795000,795000,,,,,,인재원）수당,6,당수）원재인
61518,12963,일반조교수당,8910,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,410000,,,,,,일반조교수당,6,당수교조반일
61529,13005,일학습수당,8946,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,140000,191000,,,,,,일학습수당,5,당수습학일
61556,13084,자체평가위원회수당,8987,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,228000,228000,,,,,,자체평가위원회수당,9,당수회원위가평체자
61623,13616,종로월수당,9313,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,444000,444000,,,,,,종로월수당,5,당수월로종
61728,14354,참관인　수당,9955,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,0,,,,,,참관인　수당,5,당수　인관참
61901,15092,투표사무수당,10452,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,0,0,,,,,,투표사무수당,6,당수무사표투
61907,15098,투표참관수당,10458,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,50000,50000,,,,,,투표참관수당,6,당수관참표투
62182,18052,ＭＢＣ（취재수당）,12562,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,140000,140000,,,,,,ＭＢＣ취재수당,7,）당수재취（ＣＢＭ
62462,42048,건호아동수당,13901,우리은행,출금,우리은행,F020,직접입력,,,요구불간계좌이체,기타출금,EH04,0,0,,,,,,건호아동수당,6,당수동아호건
62981,53054,김희연수당,23144,우리은행,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,850000,850000,,,,,,김희연수당,5,당수연희김
