,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
5237,6656,단월드포상금,4446,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,380000,,,,,,단월드포상금,6,금상포드월단
6578,12373,유공공무원　포상금,8608,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4000000,4000000,,,,,,유공공무원　포상금,8,금상포　원무공공유
6733,13112,장기근속포상금,9009,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,1963000,,,,,,장기근속포상금,7,금상포속근기장
7212,15296,포상금,10602,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1500000,1500000,,,,,,포상금,3,금상포
7342,16383,한일　포상금,11388,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,한일　포상금,5,금상포　일한
55326,14738,코로나  포상금,10222,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,100000,100000,,,,,,코로나  포상금,6,금상포  나로코
55330,14741,코로나　포상금,10224,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,지원금/장학금,DC07,100000,100000,,,,,,코로나　포상금,6,금상포　나로코
60420,3581,개인포상금,2052,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,100000,100000,,,,,,개인포상금,5,금상포인개
60799,7845,무재해 포상금,5423,우리은행,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,기타소득,DA06,757000,1674000,,,,,,무재해 포상금,6,금상포 해재무
60800,7847,무재해　포상금,5425,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,500000,500000,,,,,,무재해　포상금,6,금상포　해재무
