,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4162,2084,(주)정율 급여이체,826,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,186000,257000,,,,,,(주)정율 급여이체,9,체이여급 율정)주(
4814,5046,급여수당,3217,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,28000,55000,,,,,,급여수당,4,당수여급
4874,5079,급여이체,3247,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,26543000,,,,,,급여이체,4,체이여급
4876,5080,급여이체,3248,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,26543000,,,,,,급여이체,4,체이여급
4878,5081,급여이체,3249,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,0,26543000,,,,,,급여이체,4,체이여급
4892,5088,급여입금,3256,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2000000,3947000,,,,,,급여입금,4,금입여급
4894,5089,급여입금,3257,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2000000,3947000,,,,,,급여입금,4,금입여급
4896,5090,급여입금이체서비스,3258,,입금,우리은행,F020,자동입력,,,상여금 입금이체,급여,DA01,561000,8719000,,,,,,급여입금이체서비스,9,스비서체이금입여급
4930,5109,급여지급,3275,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2542000,,,,,,급여지급,4,급지여급
5432,7357,디비금투급여이체,5049,,입금,우리은행,F020,자동입력,,,CMS공동망 입금이체,급여,DA01,0,11558000,,,,,,디비금투급여이체,8,체이여급투금비디
5829,9534,선인자동차급여이체,6399,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,10095000,,,,,,선인자동차급여이체,9,체이여급차동자인선
6091,11009,아이컴넷급여이체,7575,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1000,1000,,,,,,아이컴넷급여이체,8,체이여급넷컴이아
6325,12104,울파－급여지급,8388,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4079000,4079000,,,,,,울파－급여지급,6,급지여급－파울
6926,14260,직원급여이체,9879,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,1754000,1754000,,,,,,직원급여이체,6,체이여급원직
7023,14643,카텍급여이체,10150,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3810000,,,,,,카텍급여이체,6,체이여급텍카
7076,14840,크루급여지급,10306,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1319000,1319000,,,,,,크루급여지급,6,급지여급루크
7173,15175,티엔에스급여이체,10513,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2405000,2405000,,,,,,티엔에스급여이체,8,체이여급스에엔티
