,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
14365,39939,KB증고은재,12784,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1000000,1000000,,,,,,KB증고은재,6,재은고증BK
14367,39940,KB증김경아,12785,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,7001000,7001000,,,,,,KB증김경아,6,아경김증BK
14369,39941,KB증김민서,12786,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,500000,500000,,,,,,KB증김민서,6,서민김증BK
14371,39942,KB증박기선,12787,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,2000000,2000000,,,,,,KB증박기선,6,선기박증BK
14373,39943,KB증박철우,12788,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,1500000,1500000,,,,,,KB증박철우,6,우철박증BK
14375,39944,KB증변한섭,12789,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,321000,321000,,,,,,KB증변한섭,6,섭한변증BK
14377,39945,KB증손동민,12790,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,15000000,15000000,,,,,,KB증손동민,6,민동손증BK
14379,39946,KB증신은아,12791,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,100000,100000,,,,,,KB증신은아,6,아은신증BK
14381,39947,KB증이현지,12792,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,500000,500000,,,,,,KB증이현지,6,지현이증BK
14383,39948,KB증정연환,12793,,출금,우리은행,F020,bank-name,,,전자뱅킹예약건별이체,개인간거래,EH01,13000000,13000000,,,,,,KB증정연환,6,환연정증BK
