,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
3986,61231,미래정보통신,30522,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,전문서비스,EC02,0,33000,,,,,,미래정보통신,6,신통보정래미
3988,61232,미래정보통신,30523,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,0,33000,,,,,,미래정보통신,6,신통보정래미
3998,64866,부산금융정보통신,33543,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,전문서비스,EC02,8000,8000,,,,,,부산금융정보통신,8,신통보정융금산부
4004,64966,부산정보통신,33637,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,전문서비스,EC02,0,44000,,,,,,부산정보통신,6,신통보정산부
4006,64967,부산정보통신,33638,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,0,44000,,,,,,부산정보통신,6,신통보정산부
4016,65823,삼성정보통신,34402,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,전문서비스,EC02,0,22000,,,,,,삼성정보통신,6,신통보정성삼
4018,65824,삼성정보통신,34403,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,0,22000,,,,,,삼성정보통신,6,신통보정성삼
44027,3649,경남－리쓰리정보통신,2112,,입금,우리은행,F020,회사명,,,납부자자동 입금이체,회사입금,DC02,900000,900000,,,,,,경남－리쓰리정보통신,9,신통보정리쓰리－남경
47009,16113,한국무역정보통신,11213,,입금,우리은행,F020,회사명,,,인터넷뱅킹 대량이체,회사입금,DC02,30000,280000,,,,,,한국무역정보통신,8,신통보정역무국한
47054,16201,한국정보통신,11269,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,0,4906000,,,,,,한국정보통신,6,신통보정국한
47118,16358,한아름정보통신,11370,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,2318000,2579000,,,,,,한아름정보통신,7,신통보정름아한
47299,16964,（재）한국정보통신,11761,,입금,우리은행,F020,회사명,,,급여 입금이체,회사입금,DC02,8378000,8378000,,,,,,（재）한국정보통신,9,신통보정국한）재（
51890,53203,나눔정보통신,23263,,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,기부,EI01,30000,30000,,,,,,나눔정보통신,6,신통보정눔나
62302,40932,가나정보통신,12973,우리은행,출금,우리은행,F020,회사명,,,CMS공동망 출금이체,전문서비스,EC02,20000,35000,,,,,,가나정보통신,6,신통보정나가
62303,40933,가나정보통신,12974,우리은행,출금,우리은행,F020,회사명,,,펌뱅킹 출금이체,전문서비스,EC02,20000,35000,,,,,,가나정보통신,6,신통보정나가
62308,40948,가람정보통신,12985,우리은행,출금,우리은행,F020,회사명,,,CMS공동망 출금이체,전문서비스,EC02,18000,18000,,,,,,가람정보통신,6,신통보정람가
62429,41917,거양정보통신,13772,우리은행,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,9000,11000,,,,,,거양정보통신,6,신통보정양거
62488,42104,경기정보통신,13950,우리은행,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,전문서비스,EC02,0,22000,,,,,,경기정보통신,6,신통보정기경
62489,42105,경기정보통신,13951,우리은행,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,0,22000,,,,,,경기정보통신,6,신통보정기경
62515,42286,경원정보통신,14108,우리은행,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,11000,11000,,,,,,경원정보통신,6,신통보정원경
62517,42293,경인정보통신,14115,우리은행,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,전문서비스,EC02,10000,10000,,,,,,경인정보통신,6,신통보정인경
62663,43042,관동정보통신,14743,우리은행,출금,우리은행,F020,자동입력,,,CMS공동망 출금이체,전문서비스,EC02,3000,28000,,,,,,관동정보통신,6,신통보정동관
