,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
55726,42205,경남월급여권기원,14039,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,290000,290000,,,,,,경남월급여권기원,8,원기권여급월남경
55728,42206,경남월급여김혜경,14040,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,93000,93000,,,,,,경남월급여김혜경,8,경혜김여급월남경
55730,42207,경남월급여송향임,14041,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2222000,2222000,,,,,,경남월급여송향임,8,임향송여급월남경
55732,42208,경남월급여이일규,14042,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,3686000,3686000,,,,,,경남월급여이일규,8,규일이여급월남경
55734,42209,경남월급여하창환,14043,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,5200000,5200000,,,,,,경남월급여하창환,8,환창하여급월남경
56700,46174,국민월급여강인구,17483,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2292000,2292000,,,,,,국민월급여강인구,8,구인강여급월민국
56702,46175,국민월급여고은서,17484,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2305000,2305000,,,,,,국민월급여고은서,8,서은고여급월민국
56704,46176,국민월급여김나영,17485,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,423000,423000,,,,,,국민월급여김나영,8,영나김여급월민국
56706,46177,국민월급여김도경,17486,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,1762000,1762000,,,,,,국민월급여김도경,8,경도김여급월민국
56708,46178,국민월급여김미숙,17487,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,44000,44000,,,,,,국민월급여김미숙,8,숙미김여급월민국
56710,46179,국민월급여김민지,17488,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,0,0,,,,,,국민월급여김민지,8,지민김여급월민국
56712,46180,국민월급여김보은,17489,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,232000,232000,,,,,,국민월급여김보은,8,은보김여급월민국
56716,46182,국민월급여김순옥,17491,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,2240000,2240000,,,,,,국민월급여김순옥,8,옥순김여급월민국
56718,46183,국민월급여김은경,17492,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,0,0,,,,,,국민월급여김은경,8,경은김여급월민국
56720,46184,국민월급여김은진,17493,,출금,우리은행,F020,실명,,,전자뱅킹예약건별이체,급여지급,EI03,0,0,,,,,,국민월급여김은진,8,진은김여급월민국
