,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
0,40447,SK쉴더스강남,12853,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,89000,99000,,,,,,SK쉴더스강남,7,남강스더쉴KS
2,40449,SK쉴더스강서,12854,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,6000,89000,,,,,,SK쉴더스강서,7,서강스더쉴KS
4,40454,SK쉴더스경산,12855,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,77000,77000,,,,,,SK쉴더스경산,7,산경스더쉴KS
6,40456,SK쉴더스경주,12856,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,88000,88000,,,,,,SK쉴더스경주,7,주경스더쉴KS
8,40458,SK쉴더스고양,12857,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,9000,127000,,,,,,SK쉴더스고양,7,양고스더쉴KS
10,40460,SK쉴더스광명,12858,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,27000,88000,,,,,,SK쉴더스광명,7,명광스더쉴KS
12,40462,SK쉴더스광양,12859,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,15000,15000,,,,,,SK쉴더스광양,7,양광스더쉴KS
14,40463,SK쉴더스광주,12860,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,77000,80000,,,,,,SK쉴더스광주,7,주광스더쉴KS
16,40465,SK쉴더스광평,12861,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,15000,88000,,,,,,SK쉴더스광평,7,평광스더쉴KS
18,40468,SK쉴더스구로우,12862,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,15000,114000,,,,,,SK쉴더스구로우,8,우로구스더쉴KS
20,40473,SK쉴더스금천,12863,,출금,우리은행,F020,자동입력,,,지로 출금이체,전문서비스,EC02,10000,91000,,,,,,SK쉴더스금천,7,천금스더쉴KS
