,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
3934,41196,강남세무서,13178,,출금,우리은행,F020,자동입력,,,사회보험 자동추심처리-수신개발부,전문서비스,EC02,0,0,,,,,,강남세무서,5,서무세남강
54444,3453,강남세무서,1978,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,59669000,,,,,,강남세무서,5,서무세남강
54446,3474,강동세무서,1994,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,10101000,,,,,,강동세무서,5,서무세동강
54448,3487,강릉세무서,2004,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,48205000,,,,,,강릉세무서,5,서무세릉강
54450,3523,강서세무서,2026,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,15560000,,,,,,강서세무서,5,서무세서강
54452,3594,거창세무서,2058,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,1350000,,,,,,거창세무서,5,서무세창거
54460,3623,경기광주세무서,2086,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,10728000,,,,,,경기광주세무서,7,서무세주광기경
54462,3700,경산세무서,2159,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,12000,,,,,,경산세무서,5,서무세산경
54464,3727,경주세무서,2185,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,2083000,,,,,,경주세무서,5,서무세주경
54468,3766,고양세무서,2210,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,8344000,,,,,,고양세무서,5,서무세양고
54470,3814,공주세무서,2242,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,1027000,,,,,,공주세무서,5,서무세주공
54472,3858,관악세무서,2274,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,27032000,,,,,,관악세무서,5,서무세악관
54474,3874,광명세무서,2287,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,25459000,,,,,,광명세무서,5,서무세명광
54482,3990,구로세무서,2371,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,1500000,,,,,,구로세무서,5,서무세로구
54484,4000,구미세무서,2378,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,3500000,,,,,,구미세무서,5,서무세미구
54548,4531,군산세무서,2869,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,613000,,,,,,군산세무서,5,서무세산군
54584,4741,금정세무서,3033,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,1532000,,,,,,금정세무서,5,서무세정금
54586,4746,금천세무서,3038,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,13041000,,,,,,금천세무서,5,서무세천금
54596,5446,기흥세무서,3567,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,15082000,,,,,,기흥세무서,5,서무세흥기
54598,5661,김천세무서,3593,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,796000,,,,,,김천세무서,5,서무세천김
54600,5674,김포세무서,3595,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,13950000,,,,,,김포세무서,5,서무세포김
54602,5680,김해세무서,3599,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,1669000,,,,,,김해세무서,5,서무세해김
54604,5746,나주세무서,3628,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,1036000,,,,,,나주세무서,5,서무세주나
54606,5760,남대구세무서,3637,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,28665000,,,,,,남대구세무서,6,서무세구대남
54608,5762,남대문세무서,3639,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,4334000,,,,,,남대문세무서,6,서무세문대남
54612,5785,남양주세무서,3657,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,21595000,,,,,,남양주세무서,6,서무세주양남
54614,5790,남원세무서,3661,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,12510000,,,,,,남원세무서,5,서무세원남
54616,5793,남인천세무서,3664,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,4000,17700000,,,,,,남인천세무서,6,서무세천인남
54618,5860,노원세무서,3711,,입금,우리은행,F020,자동입력,,,재정자금전자이체,환급/환불,DC09,0,3416000,,,,,,노원세무서,5,서무세원노
