,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
3942,43616,국민-TA세무사수수료,15193,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,전문서비스,EC02,0,0,,,,,,국민-TA세무사수수료,10,료수수사무세AT-민국
54480,3927,광주ｌｉｆｅ수수료,2330,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,18000,18000,,,,,,광주ｌｉｆｅ수수료,9,료수수ｅｆｉｌ주광
56482,45580,국민고국최강사수수료,16979,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,수수료,EI06,929000,929000,,,,,,국민고국최강사수수료,10,료수수사강최국고민국
56612,45955,국민배달수수료,17305,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,수수료,EI06,90000,90000,,,,,,국민배달수수료,7,료수수달배민국
56892,46614,국민최선영　수수료,17880,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,수수료,EI06,3102000,3102000,,,,,,국민최선영　수수료,8,료수수　영선최민국
58574,56917,농협-회겨수수료,26715,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,수수료,EI06,0,0,,,,,,농협-회겨수수료,7,료수수겨회-협농
58696,57324,농협배달수수료,27085,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,수수료,EI06,0,0,,,,,,농협배달수수료,7,료수수달배협농
59286,61124,미래로수수료,30484,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,수수료,EI06,0,165000,,,,,,미래로수수료,6,료수수로래미
60367,2415,ABL수수료,1157,우리은행,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,사업소득,DA03,22000,22000,,,,,,ABL수수료,6,료수수LBA
60574,5259,기술　자문　수수료,3393,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,14505000,14505000,,,,,,기술　자문　수수료,7,료수수　문자　술기
60576,5262,기아차수수료,3396,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,1000,1000,,,,,,기아차수수료,6,료수수차아기
60689,7052,더엘금융수수료,4793,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,193000,193000,,,,,,더엘금융수수료,7,료수수융금엘더
60771,7651,매장판매수수료,5276,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,5132000,5132000,,,,,,매장판매수수료,7,료수수매판장매
60774,7678,메리츠수수료,5292,우리은행,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,기타소득,DA06,0,14446000,,,,,,메리츠수수료,6,료수수츠리메
60996,9292,생보급여수수료,6215,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,7000,1732000,,,,,,생보급여수수료,7,료수수여급보생
61111,9900,손보급여수수료,6689,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,64000,,,,,,손보급여수수료,7,료수수여급보손
61124,9985,수수료,6739,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,3655000,,,,,,수수료,3,료수수
61125,9986,수수료,6740,우리은행,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,기타소득,DA06,0,3655000,,,,,,수수료,3,료수수
61126,9987,수수료,6741,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,0,3655000,,,,,,수수료,3,료수수
61235,11217,업무수수료,7697,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,복리후생비/경비,DC01,1170000,1170000,,,,,,업무수수료,5,료수수무업
