,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
55580,41970,건국우유강서,13825,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,22000,31000,,,,,,건국우유강서,6,서강유우국건
55582,41971,건국우유개봉,13826,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,0,22000,,,,,,건국우유개봉,6,봉개유우국건
55584,41972,건국우유경안,13827,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,16000,49000,,,,,,건국우유경안,6,안경유우국건
55586,41973,건국우유경주,13828,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,34000,34000,,,,,,건국우유경주,6,주경유우국건
55588,41974,건국우유관악,13829,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,0,32000,,,,,,건국우유관악,6,악관유우국건
55590,41975,건국우유구리,13830,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,16000,35000,,,,,,건국우유구리,6,리구유우국건
55592,41976,건국우유구미,13831,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,29000,39000,,,,,,건국우유구미,6,미구유우국건
55594,41977,건국우유구월,13832,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,0,0,,,,,,건국우유구월,6,월구유우국건
55596,41978,건국우유군산,13833,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,37000,37000,,,,,,건국우유군산,6,산군유우국건
55598,41979,건국우유군포,13834,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,29000,74000,,,,,,건국우유군포,6,포군유우국건
55600,41980,건국우유다사,13835,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,11000,11000,,,,,,건국우유다사,6,사다유우국건
55602,41981,건국우유덕진,13836,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,16000,16000,,,,,,건국우유덕진,6,진덕유우국건
55604,41982,건국우유독산,13837,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,46000,146000,,,,,,건국우유독산,6,산독유우국건
55606,41983,건국우유동부,13838,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,0,35000,,,,,,건국우유동부,6,부동유우국건
55608,41984,건국우유동작,13839,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,0,44000,,,,,,건국우유동작,6,작동유우국건
55610,41985,건국우유미금,13840,,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,구독서비스,EC01,3000,34000,,,,,,건국우유미금,6,금미유우국건
