,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
7697,3640,경남－김귀순,2103,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,100000,100000,,,,,,경남－김귀순,5,순귀김－남경
7699,3641,경남－김도연,2104,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,20000,20000,,,,,,경남－김도연,5,연도김－남경
7701,3642,경남－김동섭,2105,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,20000,20000,,,,,,경남－김동섭,5,섭동김－남경
7703,3644,경남－김영진,2107,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,0,0,,,,,,경남－김영진,5,진영김－남경
7705,3645,경남－김영태,2108,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,0,0,,,,,,경남－김영태,5,태영김－남경
7707,3648,경남－김화순,2111,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,50000,50000,,,,,,경남－김화순,5,순화김－남경
7709,3650,경남－문민정,2113,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,260000,260000,,,,,,경남－문민정,5,정민문－남경
7711,3651,경남－박동석,2114,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,80000,80000,,,,,,경남－박동석,5,석동박－남경
7713,3652,경남－박병호,2115,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,55000,55000,,,,,,경남－박병호,5,호병박－남경
7715,3653,경남－박성식,2116,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,0,0,,,,,,경남－박성식,5,식성박－남경
7717,3654,경남－배경자,2117,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,10000,10000,,,,,,경남－배경자,5,자경배－남경
7719,3655,경남－배정애,2118,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,20000,20000,,,,,,경남－배정애,5,애정배－남경
7721,3656,경남－손지혜,2119,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,100000,100000,,,,,,경남－손지혜,5,혜지손－남경
7723,3660,경남－유순임,2123,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,50000,50000,,,,,,경남－유순임,5,임순유－남경
7725,3662,경남－유진석,2125,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,200000,200000,,,,,,경남－유진석,5,석진유－남경
7727,3664,경남－이미자,2127,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,200000,200000,,,,,,경남－이미자,5,자미이－남경
7729,3666,경남－이선정,2129,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,550000,550000,,,,,,경남－이선정,5,정선이－남경
7731,3667,경남－이철우,2130,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,20000,20000,,,,,,경남－이철우,5,우철이－남경
7733,3668,경남－이호현,2131,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,120000,120000,,,,,,경남－이호현,5,현호이－남경
7735,3669,경남－임미경,2132,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,30000,30000,,,,,,경남－임미경,5,경미임－남경
7737,3675,경남－최상근,2137,,입금,우리은행,F020,bank-name,,,납부자자동 입금이체,개인입금,DC03,10000,320000,,,,,,경남－최상근,5,근상최－남경
