,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
6338,12154,월급,8429,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,500000,2468000,,,,,,월급,2,급월
6339,12155,월급,8430,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,500000,2468000,,,,,,월급,2,급월
6349,12163,월급여  인산엠티에스,8436,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,4230000,4230000,,,,,,월급여  인산엠티에스,9,스에티엠산인  여급월
6353,12168,월급여　　창전삼성,8438,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1996000,1996000,,,,,,월급여　　창전삼성,7,성삼전창　　여급월
6355,12169,월급여　가산두산,8439,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1963000,1963000,,,,,,월급여　가산두산,7,산두산가　여급월
6357,12171,월급여　가양강변,8440,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1742000,1742000,,,,,,월급여　가양강변,7,변강양가　여급월
6359,12172,월급여　감전,8441,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2799000,2799000,,,,,,월급여　감전,5,전감　여급월
6361,12174,월급여　고덕우성,8442,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2008000,2008000,,,,,,월급여　고덕우성,7,성우덕고　여급월
6363,12175,월급여　과천주공,8443,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2165000,2165000,,,,,,월급여　과천주공,7,공주천과　여급월
6365,12176,월급여　구로두산위브,8444,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1973000,1973000,,,,,,월급여　구로두산위브,9,브위산두로구　여급월
6367,12177,월급여　국화,8445,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2011000,2011000,,,,,,월급여　국화,5,화국　여급월
6369,12178,월급여　귀인현대,8446,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,월급여　귀인현대,7,대현인귀　여급월
6371,12181,월급여　독립문극동,8447,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1854000,1854000,,,,,,월급여　독립문극동,8,동극문립독　여급월
6373,12182,월급여　목동,8448,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,1928000,,,,,,월급여　목동,5,동목　여급월
6375,12183,월급여　목동 단지,8449,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1958000,1958000,,,,,,월급여　목동 단지,7,지단 동목　여급월
6377,12184,월급여　무악현대,8450,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1868000,1868000,,,,,,월급여　무악현대,7,대현악무　여급월
6379,12185,월급여　방학벽산,8451,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1662000,1662000,,,,,,월급여　방학벽산,7,산벽학방　여급월
6381,12186,월급여　백두한양,8452,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1993000,1993000,,,,,,월급여　백두한양,7,양한두백　여급월
6383,12187,월급여　보문,8453,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1952000,1952000,,,,,,월급여　보문,5,문보　여급월
