,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4510,4596,근로자의날축하금,2913,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,300000,,,,,,근로자의날축하금,8,금하축날의자로근
4511,4597,근로자의날축하금,2914,,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,급여,DA01,0,300000,,,,,,근로자의날축하금,8,금하축날의자로근
6967,14369,창립기념일축하금,9967,,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,급여,DA01,188000,500000,,,,,,창립기념일축하금,8,금하축일념기립창
6968,14370,창립축하금,9968,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,500000,500000,,,,,,창립축하금,5,금하축립창
57060,47784,금고-아들졸업축하금,18882,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,경조사/용돈,EH02,0,0,,,,,,금고-아들졸업축하금,9,금하축업졸들아-고금
60428,3621,결혼기념일축하금,2084,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,경조사/용돈입금,DC05,30000,30000,,,,,,결혼기념일축하금,8,금하축일념기혼결
60695,7104,도루코생일축하금,4831,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,경조사/용돈입금,DC05,30000,30000,,,,,,도루코생일축하금,8,금하축일생코루도
60999,9302,생일축하금,6224,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,경조사/용돈입금,DC05,30000,200000,,,,,,생일축하금,5,금하축일생
61438,12369,윌앤비전　생일축하금,8604,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,경조사/용돈입금,DC05,10000,10000,,,,,,윌앤비전　생일축하금,9,금하축일생　전비앤윌
61439,12370,윌앤비전생일축하금,8605,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,경조사/용돈입금,DC05,20000,20000,,,,,,윌앤비전생일축하금,9,금하축일생전비앤윌
