,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4438,3820,공휴수당,2247,,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,급여,DA01,50000,132000,,,,,,공휴수당,4,당수휴공
4512,4599,근속수당,2916,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,30000,50000,,,,,,근속수당,4,당수속근
5526,7769,명절　수당,5360,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,200000,200000,,,,,,명절　수당,4,당수　절명
6148,11228,업적수당,7707,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,13084000,,,,,,업적수당,4,당수적업
6549,12305,월차수당,8552,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1063000,2567000,,,,,,월차수당,4,당수차월
6770,13311,정근수당,9131,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,45000,4061000,,,,,,정근수당,4,당수근정
6771,13312,정근수당,9132,,입금,우리은행,F020,자동입력,,,상여금 입금이체,급여,DA01,45000,4061000,,,,,,정근수당,4,당수근정
6772,13313,정근수당,9133,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,45000,4061000,,,,,,정근수당,4,당수근정
6873,13642,주말수당,9334,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,52000,444000,,,,,,주말수당,4,당수말주
7000,14531,추가수당,10054,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,20000,140000,,,,,,추가수당,4,당수가추
7438,16877,휴일수당,11705,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,266000,266000,,,,,,휴일수당,4,당수일휴
7439,16878,휴직수당,11706,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,휴직수당,4,당수직휴
60542,4559,귀속수당,2883,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,1302000,1302000,,,,,,귀속수당,4,당수속귀
60579,5438,기타수당,3563,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,200000,1337000,,,,,,기타수당,4,당수타기
60858,8301,법정수당,5590,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,172000,172000,,,,,,법정수당,4,당수정법
60872,8375,보육수당,5631,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,100000,100000,,,,,,보육수당,4,당수육보
60876,8384,보험수당,5637,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,보험,DB01,5165000,5165000,,,,,,보험수당,4,당수험보
61229,11169,양육수당,7667,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,200000,,,,,,양육수당,4,당수육양
61338,11809,온콜수당,8188,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,345000,,,,,,온콜수당,4,당수콜온
61542,13051,입시수당,8962,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,250000,430000,,,,,,입시수당,4,당수시입
61605,13433,제외수당,9195,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,92000,92000,,,,,,제외수당,4,당수외제
61714,14277,진료수당,9896,우리은행,입금,우리은행,F020,자동입력,,,급여 입금이체,기타소득,DA06,0,12561000,,,,,,진료수당,4,당수료진
61715,14278,진료수당,9897,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,기타소득,DA06,0,12561000,,,,,,진료수당,4,당수료진
61926,15233,판매수당,10550,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,사업소득,DA03,109000,13987000,,,,,,판매수당,4,당수매판
62100,16774,활동수당,11639,우리은행,입금,우리은행,F020,자동입력,,,급여 입금이체,복리후생비/경비,DC01,1200000,1500000,,,,,,활동수당,4,당수동활
62106,16801,회의수당,11649,우리은행,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,기타소득,DA06,0,0,,,,,,회의수당,4,당수의회
62108,16807,효도수당,11654,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,경조사/용돈입금,DC05,0,0,,,,,,효도수당,4,당수도효
