,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
55712,42185,경남급여,14022,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,1724000,1724000,,,,,,경남급여,4,여급남경
59496,64867,부산급여,33544,,출금,우리은행,F020,직접입력,,,전자뱅킹예약건별이체,급여지급,EI03,0,0,,,,,,부산급여,4,여급산부
4394,3603,건안（급여）,2067,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,5173000,5173000,,,,,,건안급여,4,）여급（안건
4406,3639,경남－급여,2102,,입금,우리은행,F020,자동입력,,,납부자자동 입금이체,급여,DA01,0,0,,,,,,경남－급여,4,여급－남경
4408,3682,경동급여,2144,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,9189000,,,,,,경동급여,4,여급동경
4485,4529,국편급여,2867,,입금,우리은행,F020,자동입력,,,지로대량급여 입금이체,급여,DA01,0,3020000,,,,,,국편급여,4,여급편국
4634,4864,급여　우남,3126,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3530000,3530000,,,,,,급여　우남,4,남우　여급
4646,4870,급여　ＣＪ,3132,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5628000,,,,,,급여　ＣＪ,4,ＪＣ　여급
4696,4901,급여남경,3157,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2177000,2177000,,,,,,급여남경,4,경남여급
4724,4921,급여두산,3171,,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,급여,DA01,3398000,9240000,,,,,,급여두산,4,산두여급
4732,4929,급여미준,3175,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2114000,3214000,,,,,,급여미준,4,준미여급
4738,4932,급여백상,3178,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,2086000,2086000,,,,,,급여백상,4,상백여급
4788,5029,급여삼우,3204,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,7393000,,,,,,급여삼우,4,우삼여급
4806,5040,급여소급,3213,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,급여소급,4,급소여급
4998,5156,급여（리젠）,3309,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1899000,1899000,,,,,,급여리젠,4,）젠리（여급
5012,5163,급여（유림）,3316,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3924000,,,,,,급여유림,4,）림유（여급
5145,5251,기쁨급여,3385,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,828000,828000,,,,,,기쁨급여,4,여급쁨기
5193,5871,노크급여,3719,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,노크급여,4,여급크노
5214,6601,다담급여,4408,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2242000,2242000,,,,,,다담급여,4,여급담다
5218,6615,다온  급여,4415,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,282000,282000,,,,,,다온  급여,4,여급  온다
5222,6617,다온급여,4417,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,3388000,,,,,,다온급여,4,여급온다
5231,6652,단단급여,4442,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4242000,4242000,,,,,,단단급여,4,여급단단
5250,6679,대광 급여,4467,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3928000,4640000,,,,,,대광 급여,4,여급 광대
5252,6680,대광　급여,4468,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2507000,2507000,,,,,,대광　급여,4,여급　광대
5260,6707,대구－급여,4495,,입금,우리은행,F020,자동입력,,,납부자자동 입금이체,급여,DA01,0,800000,,,,,,대구－급여,4,여급－구대
5264,6800,대량급여,4584,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,5565000,5565000,,,,,,대량급여,4,여급량대
5273,6834,대상급여,4616,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1884000,2002000,,,,,,대상급여,4,여급상대
5284,6888,대원급여,4654,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,480000,800000,,,,,,대원급여,4,여급원대
5302,6982,대한급여,4740,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,4542000,,,,,,대한급여,4,여급한대
5321,7053,더원급여,4794,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,250000,250000,,,,,,더원급여,4,여급원더
5329,7092,델콤급여,4824,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2662000,,,,,,델콤급여,4,여급콤델
5358,7165,동방－급여,4884,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3761000,3761000,,,,,,동방－급여,4,여급－방동
5377,7218,동양급여,4934,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1000,1000,,,,,,동양급여,4,여급양동
5383,7230,동우급여,4946,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,2872000,,,,,,동우급여,4,여급우동
5413,7323,두영  급여,5022,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2612000,2676000,,,,,,두영  급여,4,여급  영두
5426,7341,드림급여,5035,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2651000,2651000,,,,,,드림급여,4,여급림드
5447,7418,라온급여,5099,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2325000,2325000,,,,,,라온급여,4,여급온라
5477,7487,로젠_급여,5155,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2677000,6334000,,,,,,로젠_급여,4,여급_젠로
5490,7555,리진급여,5206,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2307000,13767000,,,,,,리진급여,4,여급진리
5578,7857,문정급여,5432,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,627000,627000,,,,,,문정급여,4,여급정문
5645,8466,부산－급여,5704,,입금,우리은행,F020,자동입력,,,납부자자동 입금이체,급여,DA01,800000,1000000,,,,,,부산－급여,4,여급－산부
5719,9086,삼익　급여,6094,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1972000,1972000,,,,,,삼익　급여,4,여급　익삼
5768,9261,새롬급여,6192,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2590000,,,,,,새롬급여,4,여급롬새
5791,9314,서광급여,6232,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3132000,3132000,,,,,,서광급여,4,여급광서
5950,9853,소급급여,6656,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,소급급여,4,여급급소
5961,9899,손보급여,6688,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,1335000,,,,,,손보급여,4,여급보손
5972,9976,수산　급여,6731,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3028000,3028000,,,,,,수산　급여,4,여급　산수
6084,10963,아산급여,7540,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3744000,3744000,,,,,,아산급여,4,여급산아
6180,11393,엔진　급여,7842,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,5307000,,,,,,엔진　급여,4,여급　진엔
6186,11407,엘렌급여,7854,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1890000,3801000,,,,,,엘렌급여,4,여급렌엘
6217,11590,연일급여,8014,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,0,,,,,,연일급여,4,여급일연
6225,11600,연차급여,8023,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,836000,836000,,,,,,연차급여,4,여급차연
6242,11619,연희급여,8042,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4266000,4266000,,,,,,연희급여,4,여급희연
6244,11630,영광급여,8047,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1125000,1125000,,,,,,영광급여,4,여급광영
6295,11840,와텍급여,8210,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,610000,610000,,,,,,와텍급여,4,여급텍와
6317,12030,우창급여,8319,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2283000,2676000,,,,,,우창급여,4,여급창우
6552,12312,웨코　급여,8559,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,74000,74000,,,,,,웨코　급여,4,여급　코웨
6554,12313,웰두급여,8560,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2556000,2556000,,,,,,웰두급여,4,여급두웰
6572,12356,위츠－급여,8595,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,4342000,4342000,,,,,,위츠－급여,4,여급－츠위
6612,12593,이담 급여,8723,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2788000,2788000,,,,,,이담 급여,4,여급 담이
6634,12755,이음급여,8779,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2989000,2989000,,,,,,이음급여,4,여급음이
6650,12832,이츠급여,8804,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,484000,484000,,,,,,이츠급여,4,여급츠이
6652,12861,이화급여,8819,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,3770000,3770000,,,,,,이화급여,4,여급화이
6678,12924,인턴급여,8876,,입금,우리은행,F020,자동입력,,,전자뱅킹예약건별이체,급여,DA01,1866000,1866000,,,,,,인턴급여,4,여급턴인
6689,12940,일광급여,8889,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3086000,4992000,,,,,,일광급여,4,여급광일
