,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
56160,44628,국민-연금통신비,16120,,출금,우리은행,F020,직접입력,,,타행자동이체-전자금융부,4대보험,EA02,0,0,,,,,,국민-연금통신비,7,비신통금연-민국
60487,3905,광장－통신비,2311,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,30000,30000,,,,,,광장－통신비,5,비신통－장광
60500,3968,교정기술원통신비,2353,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,20000,20000,,,,,,교정기술원통신비,8,비신통원술기정교
60558,4755,금타통신비지급,3045,우리은행,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,생활비입금,DC06,40000,60000,,,,,,금타통신비지급,7,급지비신통타금
60991,9272,새중앙교회통신비,6201,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,0,50000,,,,,,새중앙교회통신비,8,비신통회교앙중새
61075,9735,세동통신비,6563,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,70000,70000,,,,,,세동통신비,5,비신통동세
61195,10841,쓰리에스텍통신비,7451,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,120000,120000,,,,,,쓰리에스텍통신비,8,비신통텍스에리쓰
61432,12341,위드 월통신비,8583,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,2000,2000,,,,,,위드 월통신비,6,비신통월 드위
61538,13038,임직원통신비,8958,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,0,70000,,,,,,임직원통신비,6,비신통원직임
61868,15043,통신비,10409,우리은행,입금,우리은행,F020,자동입력,,,급여 입금이체,생활비입금,DC06,0,111000,,,,,,통신비,3,비신통
61869,15044,통신비,10410,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,0,111000,,,,,,통신비,3,비신통
61870,15045,통신비,10411,우리은행,입금,우리은행,F020,자동입력,,,일반대외대량 입금이체,생활비입금,DC06,0,111000,,,,,,통신비,3,비신통
61871,15046,통신비,10412,우리은행,입금,우리은행,F020,자동입력,,,펌뱅킹 입금이체,생활비입금,DC06,0,111000,,,,,,통신비,3,비신통
61872,15050,통신비　지원금,10413,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,40000,50000,,,,,,통신비　지원금,6,금원지　비신통
61873,15051,통신비보조,10414,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,0,20000,,,,,,통신비보조,5,조보비신통
61877,15055,통신비휴먼스,10418,우리은행,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,46000,100000,,,,,,통신비휴먼스,6,스먼휴비신통
61878,15057,통신비Ｐ＆Ａｌｉｎｋ,10419,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,13000,13000,,,,,,통신비Ｐ＆Ａｌｉｎｋ,10,ｋｎｉｌＡ＆Ｐ비신통
61921,15186,팀장통신비,10523,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,30000,30000,,,,,,팀장통신비,5,비신통장팀
61950,15336,포휴먼통신비,10637,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,57000,57000,,,,,,포휴먼통신비,6,비신통먼휴포
62057,16577,혁성실업통신비,11492,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,47000,47000,,,,,,혁성실업통신비,7,비신통업실성혁
62166,17979,ＫＬＣＳＭ통신비,12524,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,50000,50000,,,,,,ＫＬＣＳＭ통신비,8,비신통ＭＳＣＬＫ
62186,18083,ＮＡＣ통신비,12570,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,15000,30000,,,,,,ＮＡＣ통신비,6,비신통ＣＡＮ
62198,18261,ＳＴＸ　통신비　지원,12650,우리은행,입금,우리은행,F020,직접입력,,,인터넷뱅킹 대량이체,생활비입금,DC06,40000,40000,,,,,,ＳＴＸ　통신비　지원,8,원지　비신통　ＸＴＳ
64095,60629,무약정통신비,30050,우리은행,출금,우리은행,F020,자동입력,,,펌뱅킹 출금이체,통신비,EB03,17000,17000,,,,,,무약정통신비,6,비신통정약무
