,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,사유,인터넷뱅킹 대량이체,구정,구정,0.0,,급여,,1.0,입금,    구정상여금,상여금으로 입금된 내역의 적요이다.,,,,"300,000","300,000",,40.0
1,금융용어,인터넷뱅킹 대량이체,상여금,상여금,1.0,,급여,,1.0,입금,    구정상여금,상여금으로 입금된 내역의 적요이다.,,,,"300,000","300,000",,40.0
2,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,    년상여금,상여금으로 입금된 내역의 적요이다.,,,,"2,680,000","759,000",,78.0
3,금융용어,인터넷뱅킹 대량이체,상여금,상여금,1.0,,급여,,1.0,입금,    년상여금,상여금으로 입금된 내역의 적요이다.,,,,"2,680,000","759,000",,78.0
4,사유,인터넷뱅킹 대량이체,설,설,0.0,,급여,,1.0,입금,    설상여금,상여금으로 입금된 내역의 적요이다.,,,,"286,000","286,000",,96.0
5,금융용어,인터넷뱅킹 대량이체,상여금,상여금,1.0,,급여,,1.0,입금,    설상여금,상여금으로 입금된 내역의 적요이다.,,,,"286,000","286,000",,96.0
6,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,  년  월상여금,상여금으로 입금된 내역의 적요이다.,,,,"620,000","560,000",,199.0
7,사유,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,  년  월상여금,상여금으로 입금된 내역의 적요이다.,,,,"620,000","560,000",,199.0
8,금융용어,인터넷뱅킹 대량이체,상여금,상여금,2.0,,급여,,1.0,입금,  년  월상여금,상여금으로 입금된 내역의 적요이다.,,,,"620,000","560,000",,199.0
9,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,  년　상여금,상여금으로 입금된 내역의 적요이다.,,,,"3,000,000","3,000,000",,227.0
10,금융용어,인터넷뱅킹 대량이체,상여금,상여금,1.0,,급여,,1.0,입금,  년　상여금,상여금으로 입금된 내역의 적요이다.,,,,"3,000,000","3,000,000",,227.0
11,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,  년　설　상여금,상여금으로 입금된 내역의 적요이다.,,,,"856,000","856,000",,228.0
12,사유,인터넷뱅킹 대량이체,설,설,1.0,,급여,,1.0,입금,  년　설　상여금,상여금으로 입금된 내역의 적요이다.,,,,"856,000","856,000",,228.0
