,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,타행자동이체-전자금융부,통신비,통신비,0.0,우리은행,4대보험,EA02,1.0,출금,국민-연금통신비,통신비로 이체한 내역의 적요이다.,직접입력,,16120.0,0.0,0.0,F020,44628.0
1,알수없음,타행자동이체-전자금융부,국민-연금,국민-연금,1.0,우리은행,4대보험,EA02,1.0,출금,국민-연금통신비,통신비로 이체한 내역의 적요이다.,직접입력,,16120.0,0.0,0.0,F020,1.0
2,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,광장－통신비,통신비로 입금된 내역의 적요이다.,직접입력,,2311.0,30000.0,30000.0,F020,3905.0
3,알수없음,인터넷뱅킹 대량이체,광장－,광장－,1.0,우리은행,생활비입금,DC06,1.0,입금,광장－통신비,통신비로 입금된 내역의 적요이다.,직접입력,,2311.0,30000.0,30000.0,F020,1.0
4,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,교정기술원통신비,통신비로 입금된 내역의 적요이다.,직접입력,,2353.0,20000.0,20000.0,F020,3968.0
5,알수없음,인터넷뱅킹 대량이체,교정기술원,교정기술원,1.0,우리은행,생활비입금,DC06,1.0,입금,교정기술원통신비,통신비로 입금된 내역의 적요이다.,직접입력,,2353.0,20000.0,20000.0,F020,1.0
6,금융용어,펌뱅킹 입금이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,금타통신비지급,통신비로 입금된 내역의 적요이다.,자동입력,,3045.0,60000.0,40000.0,F020,4755.0
7,알수없음,펌뱅킹 입금이체,금타지급,금타지급,1.0,우리은행,생활비입금,DC06,1.0,입금,금타통신비지급,통신비로 입금된 내역의 적요이다.,자동입력,,3045.0,60000.0,40000.0,F020,1.0
8,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,새중앙교회통신비,통신비로 입금된 내역의 적요이다.,직접입력,,6201.0,50000.0,0.0,F020,9272.0
9,알수없음,인터넷뱅킹 대량이체,새중앙교회,새중앙교회,1.0,우리은행,생활비입금,DC06,1.0,입금,새중앙교회통신비,통신비로 입금된 내역의 적요이다.,직접입력,,6201.0,50000.0,0.0,F020,1.0
10,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,세동통신비,통신비로 입금된 내역의 적요이다.,직접입력,,6563.0,70000.0,70000.0,F020,9735.0
11,알수없음,인터넷뱅킹 대량이체,세동,세동,1.0,우리은행,생활비입금,DC06,1.0,입금,세동통신비,통신비로 입금된 내역의 적요이다.,직접입력,,6563.0,70000.0,70000.0,F020,1.0
12,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,쓰리에스텍통신비,통신비로 입금된 내역의 적요이다.,직접입력,,7451.0,120000.0,120000.0,F020,10841.0
13,알수없음,인터넷뱅킹 대량이체,쓰리에스텍,쓰리에스텍,1.0,우리은행,생활비입금,DC06,1.0,입금,쓰리에스텍통신비,통신비로 입금된 내역의 적요이다.,직접입력,,7451.0,120000.0,120000.0,F020,1.0
14,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,위드 월통신비,통신비로 입금된 내역의 적요이다.,직접입력,,8583.0,2000.0,2000.0,F020,12341.0
15,알수없음,인터넷뱅킹 대량이체,위드,위드,1.0,우리은행,생활비입금,DC06,1.0,입금,위드 월통신비,통신비로 입금된 내역의 적요이다.,직접입력,,8583.0,2000.0,2000.0,F020,1.0
16,알수없음,인터넷뱅킹 대량이체,월,월,2.0,우리은행,생활비입금,DC06,1.0,입금,위드 월통신비,통신비로 입금된 내역의 적요이다.,직접입력,,8583.0,2000.0,2000.0,F020,2.0
17,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,임직원통신비,통신비로 입금된 내역의 적요이다.,직접입력,,8958.0,70000.0,0.0,F020,13038.0
18,알수없음,인터넷뱅킹 대량이체,임직원,임직원,1.0,우리은행,생활비입금,DC06,1.0,입금,임직원통신비,통신비로 입금된 내역의 적요이다.,직접입력,,8958.0,70000.0,0.0,F020,1.0
19,금융용어,급여 입금이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비,통신비로 입금된 내역의 적요이다.,자동입력,,10409.0,111000.0,0.0,F020,15043.0
20,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비,통신비로 입금된 내역의 적요이다.,자동입력,,10410.0,111000.0,0.0,F020,15044.0
21,금융용어,일반대외대량 입금이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비,통신비로 입금된 내역의 적요이다.,자동입력,,10411.0,111000.0,0.0,F020,15045.0
22,금융용어,펌뱅킹 입금이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비,통신비로 입금된 내역의 적요이다.,자동입력,,10412.0,111000.0,0.0,F020,15046.0
23,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비　지원금,통신비로 입금된 내역의 적요이다.,자동입력,,10413.0,50000.0,40000.0,F020,15050.0
24,알수없음,인터넷뱅킹 대량이체,지원금,지원금,1.0,우리은행,생활비입금,DC06,1.0,입금,통신비　지원금,통신비로 입금된 내역의 적요이다.,자동입력,,10413.0,50000.0,40000.0,F020,1.0
25,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비보조,통신비로 입금된 내역의 적요이다.,자동입력,,10414.0,20000.0,0.0,F020,15051.0
26,알수없음,인터넷뱅킹 대량이체,보조,보조,1.0,우리은행,생활비입금,DC06,1.0,입금,통신비보조,통신비로 입금된 내역의 적요이다.,자동입력,,10414.0,20000.0,0.0,F020,1.0
27,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비휴먼스,통신비로 입금된 내역의 적요이다.,자동입력,,10418.0,100000.0,46000.0,F020,15055.0
28,알수없음,인터넷뱅킹 대량이체,휴먼스,휴먼스,1.0,우리은행,생활비입금,DC06,1.0,입금,통신비휴먼스,통신비로 입금된 내역의 적요이다.,자동입력,,10418.0,100000.0,46000.0,F020,1.0
29,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,통신비Ｐ＆Ａｌｉｎｋ,통신비로 입금된 내역의 적요이다.,직접입력,,10419.0,13000.0,13000.0,F020,15057.0
30,알수없음,인터넷뱅킹 대량이체,Ｐ＆Ａｌｉｎｋ,Ｐ＆Ａｌｉｎｋ,1.0,우리은행,생활비입금,DC06,1.0,입금,통신비Ｐ＆Ａｌｉｎｋ,통신비로 입금된 내역의 적요이다.,직접입력,,10419.0,13000.0,13000.0,F020,1.0
31,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,팀장통신비,통신비로 입금된 내역의 적요이다.,직접입력,,10523.0,30000.0,30000.0,F020,15186.0
32,알수없음,인터넷뱅킹 대량이체,팀장,팀장,1.0,우리은행,생활비입금,DC06,1.0,입금,팀장통신비,통신비로 입금된 내역의 적요이다.,직접입력,,10523.0,30000.0,30000.0,F020,1.0
33,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,포휴먼통신비,통신비로 입금된 내역의 적요이다.,직접입력,,10637.0,57000.0,57000.0,F020,15336.0
34,알수없음,인터넷뱅킹 대량이체,포휴먼,포휴먼,1.0,우리은행,생활비입금,DC06,1.0,입금,포휴먼통신비,통신비로 입금된 내역의 적요이다.,직접입력,,10637.0,57000.0,57000.0,F020,1.0
35,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,혁성실업통신비,통신비로 입금된 내역의 적요이다.,직접입력,,11492.0,47000.0,47000.0,F020,16577.0
36,알수없음,인터넷뱅킹 대량이체,혁성실업,혁성실업,1.0,우리은행,생활비입금,DC06,1.0,입금,혁성실업통신비,통신비로 입금된 내역의 적요이다.,직접입력,,11492.0,47000.0,47000.0,F020,1.0
37,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,ＫＬＣＳＭ통신비,통신비로 입금된 내역의 적요이다.,직접입력,,12524.0,50000.0,50000.0,F020,17979.0
38,알수없음,인터넷뱅킹 대량이체,ＫＬＣＳＭ,ＫＬＣＳＭ,1.0,우리은행,생활비입금,DC06,1.0,입금,ＫＬＣＳＭ통신비,통신비로 입금된 내역의 적요이다.,직접입력,,12524.0,50000.0,50000.0,F020,1.0
39,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,ＮＡＣ통신비,통신비로 입금된 내역의 적요이다.,직접입력,,12570.0,30000.0,15000.0,F020,18083.0
40,알수없음,인터넷뱅킹 대량이체,ＮＡＣ,ＮＡＣ,1.0,우리은행,생활비입금,DC06,1.0,입금,ＮＡＣ통신비,통신비로 입금된 내역의 적요이다.,직접입력,,12570.0,30000.0,15000.0,F020,1.0
41,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,우리은행,생활비입금,DC06,1.0,입금,ＳＴＸ　통신비　지원,통신비로 입금된 내역의 적요이다.,직접입력,,12650.0,40000.0,40000.0,F020,18261.0
42,알수없음,인터넷뱅킹 대량이체,ＳＴＸ,ＳＴＸ,1.0,우리은행,생활비입금,DC06,1.0,입금,ＳＴＸ　통신비　지원,통신비로 입금된 내역의 적요이다.,직접입력,,12650.0,40000.0,40000.0,F020,1.0
