,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,알수없음,인터넷뱅킹 대량이체,부모사랑,부모사랑,0.0,우리은행,급여,DA01,1.0,입금,부모사랑명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,5679.0,100000.0,100000.0,F020,8434.0
1,금융용어,인터넷뱅킹 대량이체,명절상여,명절상여금,1.0,우리은행,급여,DA01,1.0,입금,부모사랑명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,5679.0,100000.0,100000.0,F020,8434.0
2,알수없음,인터넷뱅킹 대량이체,설　,설　,0.0,우리은행,급여,DA01,1.0,입금,설　명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,6417.0,100000.0,100000.0,F020,9556.0
3,금융용어,인터넷뱅킹 대량이체,명절상여,명절상여금,1.0,우리은행,급여,DA01,1.0,입금,설　명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,6417.0,100000.0,100000.0,F020,9556.0
4,알수없음,인터넷뱅킹 대량이체,성과급／,성과급／,0.0,우리은행,급여,DA01,1.0,입금,성과급／명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,6479.0,1833000.0,1392000.0,F020,9631.0
5,금융용어,인터넷뱅킹 대량이체,명절상여,명절상여금,1.0,우리은행,급여,DA01,1.0,입금,성과급／명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,6479.0,1833000.0,1392000.0,F020,9631.0
6,알수없음,인터넷뱅킹 대량이체,시그마　,시그마　,0.0,우리은행,급여,DA01,1.0,입금,시그마　명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,6861.0,200000.0,200000.0,F020,10146.0
7,금융용어,인터넷뱅킹 대량이체,명절상여,명절상여금,1.0,우리은행,급여,DA01,1.0,입금,시그마　명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,6861.0,200000.0,200000.0,F020,10146.0
8,알수없음,인터넷뱅킹 대량이체,엠아이티㈜,엠아이티㈜,0.0,우리은행,급여,DA01,1.0,입금,엠아이티㈜명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,7883.0,4838000.0,4838000.0,F020,11443.0
9,금융용어,인터넷뱅킹 대량이체,명절상여,명절상여금,1.0,우리은행,급여,DA01,1.0,입금,엠아이티㈜명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,7883.0,4838000.0,4838000.0,F020,11443.0
10,알수없음,인터넷뱅킹 대량이체,일송학원설,일송학원설,0.0,우리은행,급여,DA01,1.0,입금,일송학원설명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,8925.0,200000.0,200000.0,F020,12980.0
11,금융용어,인터넷뱅킹 대량이체,명절상여,명절상여금,1.0,우리은행,급여,DA01,1.0,입금,일송학원설명절상여,명절상여금으로 입금된 내역의 적요이다.,자동입력,,8925.0,200000.0,200000.0,F020,12980.0
