index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
282,282,입금,인터넷뱅킹 대량이체,  루    환불,"42,000","42,000",입금이체,환급/환불,,,,,,,,,,,,,,00루0000환불,9,불환0000루00
286,286,입금,인터넷뱅킹 대량이체,  모    환불, - , - ,입금이체,환급/환불,,,,,,,,,,,,,,00모0000환불,9,불환0000모00
290,290,입금,인터넷뱅킹 대량이체,  버    환불,"49,000","49,000",입금이체,환급/환불,,,,,,,,,,,,,,00버0000환불,9,불환0000버00
587,587,입금,인터넷뱅킹 대량이체, 월 주환불,"57,000","57,000",입금이체,환급/환불,,,,,,,,,,,,,,0월0주환불,6,불환주0월0
593,593,입금,인터넷뱅킹 대량이체, 월 차환불,"5,000","102,000",입금이체,환급/환불,,,,,,,,,,,,,,0월0차환불,6,불환차0월0
641,641,입금,인터넷뱅킹 대량이체, 월　미사용환불, - , - ,입금이체,환급/환불,,,,,,,,,,,,,,0월0미사용환불,8,불환용사미0월0
991,991,입금,인터넷뱅킹 대량이체, 월석식환불, - , - ,입금이체,환급/환불,,,,,,,,,,,,,,0월석식환불,6,불환식석월0
3593,3593,입금,인터넷뱅킹 대량이체,거주자환불, - ,"364,000",입금이체,환급/환불,,,,,,,,,,,,,,거주자환불,5,불환자주거
5247,5247,입금,일반대외대량 입금이체,기념주화환불,"63,000","548,000",입금이체,환급/환불,,,,,,,,,,,,,,기념주화환불,6,불환화주념기
5443,5443,입금,인터넷뱅킹 대량이체,기프티엘　환불,"5,000","20,000",입금이체,환급/환불,,,,,,,,,,,,,,기프티엘0환불,7,불환0엘티프기
7031,7031,입금,인터넷뱅킹 대량이체,더메이　환불, - ,"94,000",입금이체,환급/환불,,,,,,,,,,,,,,더메이0환불,6,불환0이메더
7240,7240,입금,인터넷뱅킹 대량이체,동원대학교환불,"2,599,000","2,599,000",입금이체,환급/환불,,,,,,,,,,,,,,동원대학교환불,7,불환교학대원동
7442,7442,입금,인터넷뱅킹 대량이체,라이프효담／환불,"713,000","713,000",입금이체,환급/환불,,,,,,,,,,,,,,라이프효담／환불,8,불환／담효프이라
7512,7512,입금,펌뱅킹 입금이체,롯데카드환불, - ,"68,660,000",입금이체,환급/환불,,,,,,,,,,,,,,롯데카드환불,6,불환드카데롯
8052,8052,입금,인터넷뱅킹 대량이체,바이슬림환불,"50,000","50,000",입금이체,환급/환불,,,,,,,,,,,,,,바이슬림환불,6,불환림슬이바
8204,8204,입금,인터넷뱅킹 대량이체,방과후비환불,"2,000","2,000",입금이체,환급/환불,,,,,,,,,,,,,,방과후비환불,6,불환비후과방
8209,8209,입금,CMS공동망 입금이체,방과후환불,"7,000","7,000",입금이체,환급/환불,,,,,,,,,,,,,,방과후환불,5,불환후과방
8221,8221,입금,펌뱅킹 입금이체,배달의민족환불, - ,"7,296,000",입금이체,환급/환불,,,,,,,,,,,,,,배달의민족환불,7,불환족민의달배
8931,8931,입금,펌뱅킹 입금이체,삼성생명자동환불, - ,"1,280,000",입금이체,환급/환불,,,,,,,,,,,,,,삼성생명자동환불,8,불환동자명생성삼
9080,9080,입금,일반대외대량 입금이체,삼육대환불,"2,000","2,000",입금이체,환급/환불,,,,,,,,,,,,,,삼육대환불,5,불환대육삼
9365,9365,입금,인터넷뱅킹 대량이체,서비스환불, - , - ,입금이체,환급/환불,,,,,,,,,,,,,,서비스환불,5,불환스비서
9495,9495,입금,인터넷뱅킹 대량이체,서초 동환불,"50,000","50,000",입금이체,환급/환불,,,,,,,,,,,,,,서초0동환불,6,불환동0초서
9518,9518,입금,인터넷뱅킹 대량이체,석식비환불,"12,000","31,000",입금이체,환급/환불,,,,,,,,,,,,,,석식비환불,5,불환비식석
9663,9663,입금,인터넷뱅킹 대량이체,성동센터환불,"9,000","74,000",입금이체,환급/환불,,,,,,,,,,,,,,성동센터환불,6,불환터센동성
