index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
2760,2760,입금,수신해지예약-수신팀,NH-Amundi   년 매도,"2,620,000","2,620,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi000년0매도,15,도매0년000idnumA-HN
2761,2761,입금,수신입금예약,NH-Amundi   년기업그, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi000년기업그,15,그업기년000idnumA-HN
2762,2762,입금,수신지급예약,NH-Amundi성장 매도,"432,000","432,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi성장0매도,13,도매0장성idnumA-HN
2763,2763,입금,수신입금예약,NH-Amundi성장중소형, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi성장중소형,13,형소중장성idnumA-HN
2764,2764,입금,수신해지예약-수신팀,NH-Amundi필승  매도,"408,000","44,338,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi필승00매도,14,도매00승필idnumA-HN
2765,2765,입금,수신지급예약,NH-Amundi필승 매도,"423,000","423,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi필승0매도,13,도매0승필idnumA-HN
2766,2766,입금,수신입금예약,NH-Amundi필승코리아, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi필승코리아,13,아리코승필idnumA-HN
2767,2767,입금,수신입금예약,NH-Amundi필승코리아[, - ,"500,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi필승코리아[,14,[아리코승필idnumA-HN
2768,2768,입금,수익증권 업무종료후 입금예약-수신서비스부,NH-Amundi필승코리아[, - ,"500,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi필승코리아[,14,[아리코승필idnumA-HN
2769,2769,입금,수익증권입금,NH-Amundi필승코리아[, - ,"500,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-Amundi필승코리아[,14,[아리코승필idnumA-HN
2770,2770,입금,수신지급예약,NH-아문디코리 매도,"1,939,000","58,772,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-아문디코리0매도,10,도매0리코디문아-HN
2771,2771,입금,수신입금예약,NH-아문디코리아 배레, - ,"2,000",금융수익,저축/투자,,,,,,,,,,,,,,NH-아문디코리아0배레,11,레배0아리코디문아-HN
3647,3647,입금,납부자자동 입금이체,경남－김현수현스시, - , - ,입금이체,개인입금,,,,,,,,,,,,,,경남－김현수현스시,8,시스현수현김－남경
3670,3670,입금,납부자자동 입금이체,경남－전병윤진엔지니,"200,000","200,000",입금이체,개인입금,,,,,,,,,,,,,,경남－전병윤진엔지니,9,니지엔진윤병전－남경
3925,3925,입금,납부자자동 입금이체,광주－천병남（진아름,"50,000","50,000",입금이체,개인입금,,,,,,,,,,,,,,광주－천병남（진아름,9,름아진（남병천－주광
4072,4072,입금,타행자동이체-전자금융부,국민-최미경(총원), - , - ,입금이체,개인입금,,,,,,,,,,,,,,국민-최미경총원,7,원총경미최-민국
4116,4116,입금,납부자자동 입금이체,국민－귀여운딸,"200,000","200,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,국민－귀여운딸,6,딸운여귀－민국
4256,4256,입금,납부자자동 입금이체,국민－보령상회,"1,200,000","1,200,000",입금이체,모임비입금,,,,,,,,,,,,,,국민－보령상회,6,회상령보－민국
4303,4303,입금,납부자자동 입금이체,국민－연금펀드,"110,000","110,000",금융수익,저축/투자,,,,,,,,,,,,,,국민－연금펀드,6,드펀금연－민국
4305,4305,입금,납부자자동 입금이체,국민－영업비용,"1,800,000","1,800,000",소득,기타소득,,,,,,,,,,,,,,국민－영업비용,6,용비업영－민국
4313,4313,입금,납부자자동 입금이체,국민－요한미니스,"500,000","500,000",입금이체,기타입금,,,,,,,,,,,,,,국민－요한미니스,7,스니미한요－민국
4314,4314,입금,납부자자동 입금이체,국민－용민（혜경）, - ,"100,000",입금이체,개인입금,,,,,,,,,,,,,,국민－용민혜경,6,경혜민용－민국
4396,4396,입금,납부자자동 입금이체,국민－잘났다김도원,"3,000,000","3,000,000",입금이체,개인입금,,,,,,,,,,,,,,국민－잘났다김도원,8,원도김다났잘－민국
4402,4402,입금,납부자자동 입금이체,국민－재연아사랑해,"50,000","50,000",입금이체,개인입금,,,,,,,,,,,,,,국민－재연아사랑해,8,해랑사아연재－민국
4408,4408,입금,납부자자동 입금이체,국민－정기예금,"100,000","100,000",금융수익,저축/투자,,,,,,,,,,,,,,국민－정기예금,6,금예기정－민국
4445,4445,입금,납부자자동 입금이체,국민－주홍이보냄,"30,000","30,000",입금이체,개인입금,,,,,,,,,,,,,,국민－주홍이보냄,7,냄보이홍주－민국
4449,4449,입금,납부자자동 입금이체,국민－진주민이네！,"30,000","30,000",입금이체,개인입금,,,,,,,,,,,,,,국민－진주민이네！,8,！네이민주진－민국
4501,4501,입금,납부자자동 입금이체,국민－효준아사랑해,"200,000","200,000",입금이체,개인입금,,,,,,,,,,,,,,국민－효준아사랑해,8,해랑사아준효－민국
4502,4502,입금,납부자자동 입금이체,국민－ＣＨＯＩ　ＫＷ,"1,000,000","1,000,000",입금이체,개인입금,,,,,,,,,,,,,,국민－ＣＨＯＩ0ＫＷ,9,ＷＫ0ＩＯＨＣ－민국
4622,4622,입금,타행자동이체-전자금융부,금고-사랑듬뿜, - , - ,입금이체,기타입금,,,,,,,,,,,,,,금고-사랑듬뿜,6,뿜듬랑사-고금
4628,4628,입금,납부자자동 입금이체,금고－, - , - ,공백,공백,,,,,,,,,,,,,,금고－,2,－고금
4630,4630,입금,납부자자동 입금이체,금고－권석임（소담촌,"1,000,000","1,000,000",입금이체,개인입금,,,,,,,,,,,,,,금고－권석임（소담촌,9,촌담소（임석권－고금
4650,4650,입금,납부자자동 입금이체,금고－나의투자,"200,000","200,000",금융수익,저축/투자,,,,,,,,,,,,,,금고－나의투자,6,자투의나－고금
4651,4651,입금,납부자자동 입금이체,금고－도형이네,"30,000","30,000",입금이체,개인입금,,,,,,,,,,,,,,금고－도형이네,6,네이형도－고금
4652,4652,입금,납부자자동 입금이체,금고－마라톤펀드,"500,000","500,000",금융수익,저축/투자,,,,,,,,,,,,,,금고－마라톤펀드,7,드펀톤라마－고금
4653,4653,입금,납부자자동 입금이체,금고－매월입금,"650,000","650,000",입금이체,생활비입금,,,,,,,,,,,,,,금고－매월입금,6,금입월매－고금
4658,4658,입금,납부자자동 입금이체,금고－삼성전자,"1,200,000","1,200,000",입금이체,개인입금,,,,,,,,,,,,,,금고－삼성전자,6,자전성삼－고금
4660,4660,입금,납부자자동 입금이체,금고－상우연금,"340,000","340,000",금융수익,연금,,,,,,,,,,,,,,금고－상우연금,6,금연우상－고금
4693,4693,입금,납부자자동 입금이체,금고－정기이체,"3,450,000","3,450,000",입금이체,생활비입금,,,,,,,,,,,,,,금고－정기이체,6,체이기정－고금
4700,4700,입금,납부자자동 입금이체,금고－주택만능통장,"100,000","100,000",금융수익,저축/투자,,,,,,,,,,,,,,금고－주택만능통장,8,장통능만택주－고금
4711,4711,입금,납부자자동 입금이체,금고－현대라이프, - , - ,입금이체,기타입금,,,,,,,,,,,,,,금고－현대라이프,7,프이라대현－고금
4717,4717,입금,납부자자동 입금이체,금고－（주）삼성디스, - , - ,입금이체,회사입금,,,,,,,,,,,,,,금고－（주）삼성디스,9,스디성삼）주（－고금
5267,5267,입금,타행자동이체-전자금융부,기업-민성현옥이모, - , - ,입금이체,경조사/용돈입금,,,,,,,,,,,,,,기업-민성현옥이모,8,모이옥현성민-업기
5285,5285,입금,납부자자동 입금이체,기업－기이경주,"5,000","5,000",입금이체,개인입금,,,,,,,,,,,,,,기업－기이경주,6,주경이기－업기
5320,5320,입금,납부자자동 입금이체,기업－당월준성이네,"30,000","30,000",입금이체,기타입금,,,,,,,,,,,,,,기업－당월준성이네,8,네이성준월당－업기
5321,5321,입금,납부자자동 입금이체,기업－대림프라콘서,"20,000","20,000",입금이체,회사입금,,,,,,,,,,,,,,기업－대림프라콘서,8,서콘라프림대－업기
5348,5348,입금,납부자자동 입금이체,기업－부영종합상사,"210,000","210,000",입금이체,회사입금,,,,,,,,,,,,,,기업－부영종합상사,8,사상합종영부－업기
5350,5350,입금,납부자자동 입금이체,기업－성부로프,"59,000","59,000",입금이체,회사입금,,,,,,,,,,,,,,기업－성부로프,6,프로부성－업기
5368,5368,입금,납부자자동 입금이체,기업－엠엔에스이브이,"80,000","80,000",입금이체,회사입금,,,,,,,,,,,,,,기업－엠엔에스이브이,9,이브이스에엔엠－업기
5422,5422,입금,납부자자동 입금이체,기업－한재형만원,"10,000","10,000",입금이체,개인입금,,,,,,,,,,,,,,기업－한재형만원,7,원만형재한－업기
5894,5894,입금,타행자동이체-전자금융부,농협-KIMRUZANA, - , - ,입금이체,개인입금,,,,,,,,,,,,,,농협-KIMRUZANA,11,ANAZURMIK-협농
5896,5896,입금,타행자동이체-전자금융부,농협-고양시도시관리, - , - ,입금이체,회사입금,,,,,,,,,,,,,,농협-고양시도시관리,9,리관시도시양고-협농
5897,5897,입금,타행자동이체-전자금융부,농협-군산도그랜드영, - , - ,입금이체,기타입금,,,,,,,,,,,,,,농협-군산도그랜드영,9,영드랜그도산군-협농
5902,5902,입금,타행자동이체-전자금융부,농협-신문구독료, - , - ,입금이체,생활비입금,,,,,,,,,,,,,,농협-신문구독료,7,료독구문신-협농
5907,5907,입금,타행자동이체-전자금융부,농협-이도윤아수당, - , - ,소득,기타소득,,,,,,,,,,,,,,농협-이도윤아수당,8,당수아윤도이-협농
5914,5914,입금,타행자동이체-전자금융부,농협-정수기 미용, - , - ,입금이체,생활비입금,,,,,,,,,,,,,,농협-정수기0미용,8,용미0기수정-협농
5918,5918,입금,타행자동이체-전자금융부,농협-티케이엘리베이, - , - ,입금이체,회사입금,,,,,,,,,,,,,,농협-티케이엘리베이,9,이베리엘이케티-협농
6086,6086,입금,납부자자동 입금이체,농협－남궁윤진,"150,000","150,000",입금이체,개인입금,,,,,,,,,,,,,,농협－남궁윤진,6,진윤궁남－협농
6089,6089,입금,납부자자동 입금이체,농협－남양홍씨대호군,"1,500,000","1,500,000",입금이체,개인입금,,,,,,,,,,,,,,농협－남양홍씨대호군,9,군호대씨홍양남－협농
6093,6093,입금,납부자자동 입금이체,농협－노광협（지오피,"50,000","50,000",입금이체,개인입금,,,,,,,,,,,,,,농협－노광협（지오피,9,피오지（협광노－협농
6170,6170,입금,납부자자동 입금이체,농협－사랑해서현아,"100,000","100,000",입금이체,개인입금,,,,,,,,,,,,,,농협－사랑해서현아,8,아현서해랑사－협농
6191,6191,입금,납부자자동 입금이체,농협－소금과빛교회,"200,000","200,000",소득,기타소득,,,,,,,,,,,,,,농협－소금과빛교회,8,회교빛과금소－협농
6224,6224,입금,납부자자동 입금이체,농협－아름다운만남서,"100,000","100,000",입금이체,기타입금,,,,,,,,,,,,,,농협－아름다운만남서,9,서남만운다름아－협농
6235,6235,입금,납부자자동 입금이체,농협－안형진（고향산,"110,000","110,000",입금이체,개인입금,,,,,,,,,,,,,,농협－안형진（고향산,9,산향고（진형안－협농
6249,6249,입금,납부자자동 입금이체,농협－연금지급, - ,"413,000",금융수익,연금,,,,,,,,,,,,,,농협－연금지급,6,급지금연－협농
6409,6409,입금,납부자자동 입금이체,농협－장향순（일동,"50,000","50,000",입금이체,개인입금,,,,,,,,,,,,,,농협－장향순（일동,8,동일（순향장－협농
6522,6522,입금,납부자자동 입금이체,농협－포곡제일교회, - , - ,소득,기타소득,,,,,,,,,,,,,,농협－포곡제일교회,8,회교일제곡포－협농
6538,6538,입금,납부자자동 입금이체,농협－현방유빈민준,"200,000","200,000",입금이체,개인입금,,,,,,,,,,,,,,농협－현방유빈민준,8,준민빈유방현－협농
6559,6559,입금,납부자자동 입금이체,농협－ＣＵＩ　ＳＨＵ, - , - ,입금이체,개인입금,,,,,,,,,,,,,,농협－ＣＵＩ0ＳＨＵ,9,ＵＨＳ0ＩＵＣ－협농
6724,6724,입금,납부자자동 입금이체,대구－대구은행,"180,000","180,000",입금이체,생활비입금,,,,,,,,,,,,,,대구－대구은행,6,행은구대－구대
8486,8486,입금,납부자자동 입금이체,부산－명지침례의원채, - , - ,입금이체,회사입금,,,,,,,,,,,,,,부산－명지침례의원채,9,채원의례침지명－산부
8491,8491,입금,납부자자동 입금이체,부산－성우미트조원철,"660,000","660,000",입금이체,개인입금,,,,,,,,,,,,,,부산－성우미트조원철,9,철원조트미우성－산부
8499,8499,입금,납부자자동 입금이체,부산－애경부부계,"30,000","30,000",입금이체,모임비입금,,,,,,,,,,,,,,부산－애경부부계,7,계부부경애－산부
8502,8502,입금,납부자자동 입금이체,부산－예스약국허문, - , - ,입금이체,회사입금,,,,,,,,,,,,,,부산－예스약국허문,8,문허국약스예－산부
8521,8521,입금,납부자자동 입금이체,부산－자동차과동창계,"20,000","20,000",입금이체,모임비입금,,,,,,,,,,,,,,부산－자동차과동창계,9,계창동과차동자－산부
8780,8780,입금,납부자자동 입금이체,산업－,"79,000","79,000",입금이체,개인입금,,,,,,,,,,,,,,산업－,2,－업산
8785,8785,입금,납부자자동 입금이체,산업－박군식산업ｄｉ, - , - ,소득,급여,,,,,,,,,,,,,,산업－박군식산업ｄｉ,9,ｉｄ업산식군박－업산
8787,8787,입금,납부자자동 입금이체,산업－연금지급,"1,005,000","1,005,000",금융수익,연금,,,,,,,,,,,,,,산업－연금지급,6,급지금연－업산
10343,10343,입금,납부자자동 입금이체,신한－   동,"200,000","200,000",소득,부동산수입,,,,,,,,,,,,,,신한－000동,6,동000－한신
10360,10360,입금,납부자자동 입금이체,신한－권혁관   호,"10,000","10,000",소득,부동산수입,,,,,,,,,,,,,,신한－권혁관000호,9,호000관혁권－한신
