,확인용,적요,적요일련번호,금융회사,입출금구분,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,거래코드,분류,분류번호,최소금액,최대금액,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4186,2701,HTS급여,1397,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,0,2812000,,,,,,HTS급여,5,여급STH
4205,2800,W건설 급여,1417,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,4438000,4438000,,,,,,W건설 급여,5,여급 설건W
4221,2840,㈜기찬　급여,1453,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,440000,440000,,,,,,㈜기찬　급여,5,여급　찬기㈜
4235,2892,㈜동양급여,1505,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,4252000,,,,,,㈜동양급여,5,여급양동㈜
4252,2927,㈜리팩급여,1540,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3322000,,,,,,㈜리팩급여,5,여급팩리㈜
4254,2929,㈜리한＿급여,1541,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3319000,3319000,,,,,,㈜리한＿급여,5,여급＿한리㈜
4256,2933,㈜만소　급여,1545,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2789000,3121000,,,,,,㈜만소　급여,5,여급　소만㈜
4260,2950,㈜미창급여,1558,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3187000,,,,,,㈜미창급여,5,여급창미㈜
4266,2989,㈜삼화급여,1593,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1656000,1656000,,,,,,㈜삼화급여,5,여급화삼㈜
4275,3036,㈜신우급여,1632,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,1965000,1965000,,,,,,㈜신우급여,5,여급우신㈜
4295,3119,㈜영완급여,1709,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,3237000,3907000,,,,,,㈜영완급여,5,여급완영㈜
4310,3161,㈜윈잉급여,1751,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,0,3161000,,,,,,㈜윈잉급여,5,여급잉윈㈜
4312,3163,㈜유강＿급여,1753,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2215000,2215000,,,,,,㈜유강＿급여,5,여급＿강유㈜
4324,3184,㈜이지급여,1772,,입금,우리은행,F020,자동입력,,,인터넷뱅킹 대량이체,급여,DA01,2653000,2975000,,,,,,㈜이지급여,5,여급지이㈜
4330,3209,㈜젭스급여,1791,,입금,우리은행,F020,자동입력,,,급여 입금이체,급여,DA01,2338000,2338000,,,,,,㈜젭스급여,5,여급스젭㈜
