index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
559,559,입금,인터넷뱅킹 대량이체, 분기후원금,"110,000","110,000",소득,기타소득,,,,,,,,,,,,,,0분기후원금,6,금원후기분0
756,756,입금,인터넷뱅킹 대량이체, 월결연후원금,"30,000","30,000",소득,기타소득,,,,,,,,,,,,,,0월결연후원금,7,금원후연결월0
16923,16923,입금,인터넷뱅킹 대량이체,（사）아우름후원금,"60,000","60,000",입금이체,지원금/장학금,,,,,,,,,,,,,,（사）아우름후원금,9,금원후름우아）사（
40928,40928,지급,CMS공동망 출금이체,가나안월드후원금,"20,000","20,000",기타,기부,,,,,,,,,,,,,,가나안월드후원금,8,금원후드월안나가
41019,41019,지급,CMS공동망 출금이체,가정복지회후원금,"5,000","20,000",기타,기부,,,,,,,,,,,,,,가정복지회후원금,8,금원후회지복정가
41898,41898,지급,CMS공동망 출금이체,개신대후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,개신대후원금,6,금원후대신개
41911,41911,지급,CMS공동망 출금이체,거룩한말씀후원금,"10,000","200,000",기타,기부,,,,,,,,,,,,,,거룩한말씀후원금,8,금원후씀말한룩거
42360,42360,지급,CMS공동망 출금이체,계산원후원금,"20,000","20,000",기타,기부,,,,,,,,,,,,,,계산원후원금,6,금원후원산계
42670,42670,지급,펌뱅킹 출금이체,고재스후원금, - ,"10,000",기타,기부,,,,,,,,,,,,,,고재스후원금,6,금원후스재고
42794,42794,지급,CMS공동망 출금이체,공단후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,공단후원금,5,금원후단공
43194,43194,지급,CMS공동망 출금이체,광주공무원후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,광주공무원후원금,8,금원후원무공주광
43347,43347,지급,CMS공동망 출금이체,교화복지후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,교화복지후원금,7,금원후지복화교
43429,43429,지급,펌뱅킹 출금이체,구산원후원금, - , - ,기타,기부,,,,,,,,,,,,,,구산원후원금,6,금원후원산구
43552,43552,지급,CMS공동망 출금이체,국립암센터후원금,"10,000","30,000",기타,기부,,,,,,,,,,,,,,국립암센터후원금,8,금원후터센암립국
46558,46558,지급,전자뱅킹예약건별이체,국민죽산성지후원금,"100,000","100,000",기타,기부,,,,,,,,,,,,,,국민죽산성지후원금,9,금원후지성산죽민국
47420,47420,지급,CMS공동망 출금이체,그린티처스후원금,"10,000","50,000",기타,기부,,,,,,,,,,,,,,그린티처스후원금,8,금원후스처티린그
47478,47478,지급,펌뱅킹 출금이체,금강원후원금, - ,"20,000",기타,기부,,,,,,,,,,,,,,금강원후원금,6,금원후원강금
48266,48266,지급,CMS공동망 출금이체,금천복지관후원금,"20,000","30,000",기타,기부,,,,,,,,,,,,,,금천복지관후원금,8,금원후관지복천금
48349,48349,지급,CMS공동망 출금이체,기쁜우리후원금,"5,000","5,000",기타,기부,,,,,,,,,,,,,,기쁜우리후원금,7,금원후리우쁜기
53106,53106,지급,CMS공동망 출금이체,꾸마달후원금,"20,000","20,000",기타,기부,,,,,,,,,,,,,,꾸마달후원금,6,금원후달마꾸
53175,53175,지급,CMS공동망 출금이체,나눔과기쁨후원금, - ,"50,000",기타,기부,,,,,,,,,,,,,,나눔과기쁨후원금,8,금원후쁨기과눔나
53764,53764,지급,CMS공동망 출금이체,넷임팩트후원금,"10,000","20,000",기타,기부,,,,,,,,,,,,,,넷임팩트후원금,7,금원후트팩임넷
53807,53807,지급,CMS공동망 출금이체,노들후원금, - ,"30,000",기타,기부,,,,,,,,,,,,,,노들후원금,5,금원후들노
54013,54013,지급,CMS공동망 출금이체,노인사목후원금, - , - ,기타,기부,,,,,,,,,,,,,,노인사목후원금,7,금원후목사인노
54136,54136,지급,CMS공동망 출금이체,농촌사랑후원금,"1,000","1,000",기타,기부,,,,,,,,,,,,,,농촌사랑후원금,7,금원후랑사촌농
57399,57399,지급,전자뱅킹예약건별이체,농협성요셉후원금, - , - ,기타,기부,,,,,,,,,,,,,,농협성요셉후원금,8,금원후셉요성협농
58158,58158,지급,펌뱅킹 출금이체,늘푸른후원금, - , - ,기타,기부,,,,,,,,,,,,,,늘푸른후원금,6,금원후른푸늘
58195,58195,지급,CMS공동망 출금이체,다문화협회후원금,"20,000","30,000",기타,기부,,,,,,,,,,,,,,다문화협회후원금,8,금원후회협화문다
58341,58341,지급,CMS공동망 출금이체,담마후원금,"10,000","100,000",기타,기부,,,,,,,,,,,,,,담마후원금,5,금원후마담
58629,58629,지급,펌뱅킹 출금이체,대국본후원금, - ,"30,000",기타,기부,,,,,,,,,,,,,,대국본후원금,6,금원후본국대
59020,59020,지급,CMS공동망 출금이체,더불어숲후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,더불어숲후원금,7,금원후숲어불더
59023,59023,지급,펌뱅킹 출금이체,더불어후원금,"30,000","30,000",기타,기부,,,,,,,,,,,,,,더불어후원금,6,금원후어불더
59079,59079,지급,CMS공동망 출금이체,더프라미스후원금, - , - ,기타,기부,,,,,,,,,,,,,,더프라미스후원금,8,금원후스미라프더
59565,59565,지급,CMS공동망 출금이체,두레줄기후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,두레줄기후원금,7,금원후기줄레두
59616,59616,지급,CMS공동망 출금이체,드림위드후원금,"10,000","30,000",기타,기부,,,,,,,,,,,,,,드림위드후원금,7,금원후드위림드
59704,59704,지급,CMS공동망 출금이체,따뜻한마음후원금,"3,000","5,000",기타,기부,,,,,,,,,,,,,,따뜻한마음후원금,8,금원후음마한뜻따
59796,59796,지급,CMS공동망 출금이체,레드리본후원금,"2,000","10,000",기타,기부,,,,,,,,,,,,,,레드리본후원금,7,금원후본리드레
59863,59863,지급,CMS공동망 출금이체,로즈클럽후원금,"10,000","20,000",기타,기부,,,,,,,,,,,,,,로즈클럽후원금,7,금원후럽클즈로
60057,60057,지급,CMS공동망 출금이체,리버스후원금,"10,000","20,000",기타,기부,,,,,,,,,,,,,,리버스후원금,6,금원후스버리
60122,60122,지급,CMS공동망 출금이체,마산고진학후원금, - ,"10,000",기타,기부,,,,,,,,,,,,,,마산고진학후원금,8,금원후학진고산마
60182,60182,지급,펌뱅킹 출금이체,마인드후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,마인드후원금,6,금원후드인마
60366,60366,지급,CMS공동망 출금이체,멋진여성후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,멋진여성후원금,7,금원후성여진멋
60617,60617,지급,펌뱅킹 출금이체,뫼울림후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,뫼울림후원금,6,금원후림울뫼
60638,60638,지급,CMS공동망 출금이체,무장애연대후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,무장애연대후원금,8,금원후대연애장무
60645,60645,지급,펌뱅킹 출금이체,무지개후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,무지개후원금,6,금원후개지무
60785,60785,지급,CMS공동망 출금이체,문수복지관후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,문수복지관후원금,8,금원후관지복수문
61439,61439,지급,펌뱅킹 출금이체,민예총후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,민예총후원금,6,금원후총예민
61527,61527,지급,CMS공동망 출금이체,밀알　후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,밀알0후원금,6,금원후0알밀
61534,61534,지급,CMS공동망 출금이체,밀알한마음후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,밀알한마음후원금,8,금원후음마한알밀
61542,61542,지급,CMS공동망 출금이체,바다의별후원금, - ,"10,000",기타,기부,,,,,,,,,,,,,,바다의별후원금,7,금원후별의다바
64318,64318,지급,CMS공동망 출금이체,베타니아후원금,"5,000","5,000",기타,기부,,,,,,,,,,,,,,베타니아후원금,7,금원후아니타베
64471,64471,지급,CMS공동망 출금이체,보람동산후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,보람동산후원금,7,금원후산동람보
64487,64487,지급,CMS공동망 출금이체,보문복지후원금, - ,"10,000",기타,기부,,,,,,,,,,,,,,보문복지후원금,7,금원후지복문보
64496,64496,지급,CMS공동망 출금이체,보배후원금, - , - ,기타,기부,,,,,,,,,,,,,,보배후원금,5,금원후배보
64980,64980,지급,CMS공동망 출금이체,부산직재후원금,"10,000","10,000",기타,기부,,,,,,,,,,,,,,부산직재후원금,7,금원후재직산부
65047,65047,지급,CMS공동망 출금이체,부천혜림원후원금,"10,000","30,000",기타,기부,,,,,,,,,,,,,,부천혜림원후원금,8,금원후원림혜천부
65383,65383,지급,CMS공동망 출금이체,사랑광주리후원금, - ,"60,000",기타,기부,,,,,,,,,,,,,,사랑광주리후원금,8,금원후리주광랑사
65395,65395,지급,CMS공동망 출금이체,사랑마루후원금, - ,"30,000",기타,기부,,,,,,,,,,,,,,사랑마루후원금,7,금원후루마랑사
