index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
979,979,입금,인터넷뱅킹 대량이체, 월상여, - ,"3,770,000",소득,급여,,,,,,,,,,,,,,0월상여,4,여상월0
4019,4019,입금,인터넷뱅킹 대량이체,구정상여,"200,000","1,281,000",소득,급여,,,,,,,,,,,,,,구정상여,4,여상정구
4020,4020,입금,전자뱅킹예약건별이체,구정상여,"200,000","1,281,000",소득,급여,,,,,,,,,,,,,,구정상여,4,여상정구
7324,7324,입금,인터넷뱅킹 대량이체,두영상여,"1,399,000","1,399,000",소득,급여,,,,,,,,,,,,,,두영상여,4,여상영두
7498,7498,입금,인터넷뱅킹 대량이체,롯데상여,"1,239,000","1,239,000",소득,급여,,,,,,,,,,,,,,롯데상여,4,여상데롯
7785,7785,입금,인터넷뱅킹 대량이체,명절상여,"100,000","1,000,000",소득,급여,,,,,,,,,,,,,,명절상여,4,여상절명
7786,7786,입금,전자뱅킹예약건별이체,명절상여,"100,000","1,000,000",소득,급여,,,,,,,,,,,,,,명절상여,4,여상절명
7787,7787,입금,펌뱅킹 입금이체,명절상여,"100,000","1,000,000",소득,급여,,,,,,,,,,,,,,명절상여,4,여상절명
9191,9191,입금,급여 입금이체,상여, - ,"46,988,000",소득,급여,,,,,,,,,,,,,,상여,2,여상
9192,9192,입금,상여금 입금이체,상여, - ,"46,988,000",소득,급여,,,,,,,,,,,,,,상여,2,여상
9193,9193,입금,인터넷뱅킹 대량이체,상여, - ,"46,988,000",소득,급여,,,,,,,,,,,,,,상여,2,여상
9194,9194,입금,펌뱅킹 입금이체,상여, - ,"46,988,000",소득,급여,,,,,,,,,,,,,,상여,2,여상
9550,9550,입금,일반대외대량 입금이체,설 상여,"1,213,000","4,253,000",소득,급여,,,,,,,,,,,,,,설0상여,4,여상0설
9551,9551,입금,펌뱅킹 입금이체,설 상여,"1,213,000","4,253,000",소득,급여,,,,,,,,,,,,,,설0상여,4,여상0설
9557,9557,입금,인터넷뱅킹 대량이체,설　상여,"300,000","3,341,000",소득,급여,,,,,,,,,,,,,,설0상여,4,여상0설
9577,9577,입금,인터넷뱅킹 대량이체,설날상여,"2,369,000","3,033,000",소득,급여,,,,,,,,,,,,,,설날상여,4,여상날설
11157,11157,입금,인터넷뱅킹 대량이체,양동상여,"1,020,000","1,020,000",소득,급여,,,,,,,,,,,,,,양동상여,4,여상동양
12156,12156,입금,인터넷뱅킹 대량이체,월급상여,"3,104,000","3,186,000",소득,급여,,,,,,,,,,,,,,월급상여,4,여상급월
12296,12296,입금,상여금 입금이체,월상여, - ,"986,000",소득,급여,,,,,,,,,,,,,,월상여,3,여상월
12297,12297,입금,인터넷뱅킹 대량이체,월상여, - ,"986,000",소득,급여,,,,,,,,,,,,,,월상여,3,여상월
13281,13281,입금,지로대량급여 입금이체,전자상여, - , - ,소득,급여,,,,,,,,,,,,,,전자상여,4,여상자전
13578,13578,입금,인터넷뱅킹 대량이체,조일상여,"526,000","526,000",소득,급여,,,,,,,,,,,,,,조일상여,4,여상일조
16402,16402,입금,펌뱅킹 입금이체,한진상여,"1,523,000","3,161,000",소득,급여,,,,,,,,,,,,,,한진상여,4,여상진한
