index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
67436,67436,지급,펌뱅킹 출금이체,세무그룹금강,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹금강,6,강금룹그무세
67437,67437,지급,펌뱅킹 출금이체,세무그룹다솔,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹다솔,6,솔다룹그무세
67438,67438,지급,펌뱅킹 출금이체,세무그룹다온,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹다온,6,온다룹그무세
67439,67439,지급,펌뱅킹 출금이체,세무그룹더셈,"220,000","220,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹더셈,6,셈더룹그무세
67440,67440,지급,펌뱅킹 출금이체,세무그룹레전드, - ,"110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹레전드,7,드전레룹그무세
67441,67441,지급,펌뱅킹 출금이체,세무그룹백신,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹백신,6,신백룹그무세
67442,67442,지급,펌뱅킹 출금이체,세무그룹세경,"77,000","165,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹세경,6,경세룹그무세
67443,67443,지급,펌뱅킹 출금이체,세무그룹세담,"1,000,000","1,000,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹세담,6,담세룹그무세
67444,67444,지급,펌뱅킹 출금이체,세무그룹세연, - ,"88,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹세연,6,연세룹그무세
67445,67445,지급,펌뱅킹 출금이체,세무그룹세일, - ,"132,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹세일,6,일세룹그무세
67446,67446,지급,펌뱅킹 출금이체,세무그룹송정,"88,000","165,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹송정,6,정송룹그무세
67447,67447,지급,펌뱅킹 출금이체,세무그룹의정, - , - ,서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹의정,6,정의룹그무세
67448,67448,지급,펌뱅킹 출금이체,세무그룹이원,"99,000","99,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹이원,6,원이룹그무세
67449,67449,지급,펌뱅킹 출금이체,세무그룹주원, - , - ,서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹주원,6,원주룹그무세
67450,67450,지급,펌뱅킹 출금이체,세무그룹청연,"88,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹청연,6,연청룹그무세
67451,67451,지급,펌뱅킹 출금이체,세무그룹태신,"77,000","77,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹태신,6,신태룹그무세
67452,67452,지급,펌뱅킹 출금이체,세무그룹혜안,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹혜안,6,안혜룹그무세
67453,67453,지급,펌뱅킹 출금이체,세무그룹희망,"100,000","100,000",서비스이용,전문서비스,,,,,,,,,,,,,,세무그룹희망,6,망희룹그무세
