index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
41970,41970,지급,펌뱅킹 출금이체,건국우유강서,"22,000","31,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유강서,6,서강유우국건
41971,41971,지급,펌뱅킹 출금이체,건국우유개봉, - ,"22,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유개봉,6,봉개유우국건
41972,41972,지급,펌뱅킹 출금이체,건국우유경안,"16,000","49,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유경안,6,안경유우국건
41973,41973,지급,펌뱅킹 출금이체,건국우유경주,"34,000","34,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유경주,6,주경유우국건
41974,41974,지급,펌뱅킹 출금이체,건국우유관악, - ,"32,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유관악,6,악관유우국건
41975,41975,지급,펌뱅킹 출금이체,건국우유구리,"16,000","35,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유구리,6,리구유우국건
41976,41976,지급,펌뱅킹 출금이체,건국우유구미,"29,000","39,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유구미,6,미구유우국건
41977,41977,지급,펌뱅킹 출금이체,건국우유구월, - , - ,서비스이용,구독서비스,,,,,,,,,,,,,,건국우유구월,6,월구유우국건
41978,41978,지급,펌뱅킹 출금이체,건국우유군산,"37,000","37,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유군산,6,산군유우국건
41979,41979,지급,펌뱅킹 출금이체,건국우유군포,"29,000","74,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유군포,6,포군유우국건
41980,41980,지급,펌뱅킹 출금이체,건국우유다사,"11,000","11,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유다사,6,사다유우국건
41981,41981,지급,펌뱅킹 출금이체,건국우유덕진,"16,000","16,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유덕진,6,진덕유우국건
41982,41982,지급,펌뱅킹 출금이체,건국우유독산,"46,000","146,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유독산,6,산독유우국건
41983,41983,지급,펌뱅킹 출금이체,건국우유동부, - ,"35,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유동부,6,부동유우국건
41984,41984,지급,펌뱅킹 출금이체,건국우유동작, - ,"44,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유동작,6,작동유우국건
41985,41985,지급,펌뱅킹 출금이체,건국우유미금,"3,000","34,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유미금,6,금미유우국건
41986,41986,지급,펌뱅킹 출금이체,건국우유반월,"25,000","37,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유반월,6,월반유우국건
41987,41987,지급,펌뱅킹 출금이체,건국우유보라,"21,000","40,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유보라,6,라보유우국건
41988,41988,지급,펌뱅킹 출금이체,건국우유부천,"27,000","28,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유부천,6,천부유우국건
41989,41989,지급,펌뱅킹 출금이체,건국우유서남,"51,000","51,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유서남,6,남서유우국건
41990,41990,지급,펌뱅킹 출금이체,건국우유서해, - ,"67,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유서해,6,해서유우국건
41991,41991,지급,펌뱅킹 출금이체,건국우유성남,"20,000","138,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유성남,6,남성유우국건
41992,41992,지급,펌뱅킹 출금이체,건국우유성북,"13,000","13,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유성북,6,북성유우국건
41993,41993,지급,펌뱅킹 출금이체,건국우유성수, - ,"43,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유성수,6,수성유우국건
41994,41994,지급,펌뱅킹 출금이체,건국우유송천, - ,"31,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유송천,6,천송유우국건
41995,41995,지급,펌뱅킹 출금이체,건국우유수원, - ,"68,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유수원,6,원수유우국건
41996,41996,지급,펌뱅킹 출금이체,건국우유시흥,"23,000","31,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유시흥,6,흥시유우국건
41997,41997,지급,펌뱅킹 출금이체,건국우유신길,"27,000","39,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유신길,6,길신유우국건
41998,41998,지급,펌뱅킹 출금이체,건국우유신월,"31,000","36,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유신월,6,월신유우국건
41999,41999,지급,펌뱅킹 출금이체,건국우유심곡,"39,000","54,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유심곡,6,곡심유우국건
42000,42000,지급,펌뱅킹 출금이체,건국우유예산, - , - ,서비스이용,구독서비스,,,,,,,,,,,,,,건국우유예산,6,산예유우국건
42001,42001,지급,펌뱅킹 출금이체,건국우유용현, - ,"62,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유용현,6,현용유우국건
42002,42002,지급,펌뱅킹 출금이체,건국우유유성,"30,000","34,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유유성,6,성유유우국건
42003,42003,지급,펌뱅킹 출금이체,건국우유익산,"47,000","47,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유익산,6,산익유우국건
42004,42004,지급,펌뱅킹 출금이체,건국우유일산,"14,000","32,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유일산,6,산일유우국건
42005,42005,지급,펌뱅킹 출금이체,건국우유일원, - ,"26,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유일원,6,원일유우국건
42006,42006,지급,펌뱅킹 출금이체,건국우유진접, - ,"20,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유진접,6,접진유우국건
42007,42007,지급,펌뱅킹 출금이체,건국우유천안,"26,000","71,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유천안,6,안천유우국건
42008,42008,지급,펌뱅킹 출금이체,건국우유청양,"14,000","14,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유청양,6,양청유우국건
42009,42009,지급,펌뱅킹 출금이체,건국우유청주,"32,000","34,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유청주,6,주청유우국건
42010,42010,지급,펌뱅킹 출금이체,건국우유춘천,"43,000","43,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유춘천,6,천춘유우국건
42011,42011,지급,펌뱅킹 출금이체,건국우유태안, - ,"38,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유태안,6,안태유우국건
42012,42012,지급,펌뱅킹 출금이체,건국우유파주,"17,000","20,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유파주,6,주파유우국건
42013,42013,지급,펌뱅킹 출금이체,건국우유판교,"31,000","43,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유판교,6,교판유우국건
42014,42014,지급,펌뱅킹 출금이체,건국우유한밭,"28,000","28,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유한밭,6,밭한유우국건
42015,42015,지급,펌뱅킹 출금이체,건국우유행신, - ,"65,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유행신,6,신행유우국건
42016,42016,지급,펌뱅킹 출금이체,건국우유형곡,"26,000","26,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유형곡,6,곡형유우국건
42017,42017,지급,펌뱅킹 출금이체,건국우유호계,"30,000","30,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유호계,6,계호유우국건
42018,42018,지급,펌뱅킹 출금이체,건국우유화곡, - ,"28,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유화곡,6,곡화유우국건
42019,42019,지급,펌뱅킹 출금이체,건국우유화성,"22,000","115,000",서비스이용,구독서비스,,,,,,,,,,,,,,건국우유화성,6,성화유우국건
48291,48291,지급,펌뱅킹 출금이체,급식우유특판, - ,"36,000",서비스이용,구독서비스,,,,,,,,,,,,,,급식우유특판,6,판특유우식급
53554,53554,지급,펌뱅킹 출금이체,남양우유금촌,"28,000","52,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유금촌,6,촌금유우양남
53555,53555,지급,펌뱅킹 출금이체,남양우유남구, - , - ,서비스이용,구독서비스,,,,,,,,,,,,,,남양우유남구,6,구남유우양남
53556,53556,지급,펌뱅킹 출금이체,남양우유노원, - ,"27,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유노원,6,원노유우양남
53557,53557,지급,펌뱅킹 출금이체,남양우유동구,"29,000","29,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유동구,6,구동유우양남
53558,53558,지급,펌뱅킹 출금이체,남양우유물금,"32,000","32,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유물금,6,금물유우양남
53559,53559,지급,펌뱅킹 출금이체,남양우유사파,"59,000","59,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유사파,6,파사유우양남
53560,53560,지급,펌뱅킹 출금이체,남양우유상당,"23,000","23,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유상당,6,당상유우양남
53561,53561,지급,펌뱅킹 출금이체,남양우유서구, - , - ,서비스이용,구독서비스,,,,,,,,,,,,,,남양우유서구,6,구서유우양남
53562,53562,지급,펌뱅킹 출금이체,남양우유송우,"26,000","85,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유송우,6,우송유우양남
53563,53563,지급,펌뱅킹 출금이체,남양우유송파, - ,"28,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유송파,6,파송유우양남
53564,53564,지급,펌뱅킹 출금이체,남양우유수원, - ,"60,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유수원,6,원수유우양남
53565,53565,지급,펌뱅킹 출금이체,남양우유시화,"30,000","30,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유시화,6,화시유우양남
53566,53566,지급,펌뱅킹 출금이체,남양우유쌍문, - ,"29,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유쌍문,6,문쌍유우양남
53567,53567,지급,펌뱅킹 출금이체,남양우유안심,"12,000","31,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유안심,6,심안유우양남
53568,53568,지급,펌뱅킹 출금이체,남양우유오산, - ,"58,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유오산,6,산오유우양남
53569,53569,지급,펌뱅킹 출금이체,남양우유오창, - ,"59,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유오창,6,창오유우양남
53570,53570,지급,펌뱅킹 출금이체,남양우유은평,"31,000","31,000",서비스이용,구독서비스,,,,,,,,,,,,,,남양우유은평,6,평은유우양남
