index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4057,4057,입금,타행자동이체-전자금융부,국민-국민은행 적금, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,국민-국민은행0적금,9,금적0행은민국-민국
4110,4110,입금,납부자자동 입금이체,국민－국민김종현, - , - ,입금이체,개인입금,,,,,,,,,,,,,,국민－국민김종현,7,현종김민국－민국
4111,4111,입금,납부자자동 입금이체,국민－국민은행,"1,000,000","1,000,000",입금이체,생활비입금,,,,,,,,,,,,,,국민－국민은행,6,행은민국－민국
4112,4112,입금,납부자자동 입금이체,국민－국민허찬,"200,000","200,000",입금이체,개인입금,,,,,,,,,,,,,,국민－국민허찬,6,찬허민국－민국
43718,43718,지급,타행자동이체-전자금융부,국민-국민, - , - ,금융,금융지출,,,,,,,,,,,,,,국민-국민,4,민국-민국
43719,43719,지급,타행자동이체-전자금융부,국민-국민  절약돈, - , - ,금융,저축/투자,,,,,,,,,,,,,,국민-국민00절약돈,9,돈약절00민국-민국
43720,43720,지급,타행자동이체-전자금융부,국민-국민 매월이체,"1,000","1,000",개인거래,기타출금,,,,,,,,,,,,,,국민-국민0매월이체,9,체이월매0민국-민국
43721,43721,지급,타행자동이체-전자금융부,국민-국민 생활비, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민0생활비,8,비활생0민국-민국
43722,43722,지급,타행자동이체-전자금융부,국민-국민 코스닥펀드, - , - ,금융,저축/투자,,,,,,,,,,,,,,국민-국민0코스닥펀드,10,드펀닥스코0민국-민국
43724,43724,지급,타행자동이체-전자금융부,국민-국민_청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,국민-국민_청약,6,약청_민국-민국
43725,43725,지급,납부자자동 출금이체,국민-국민개인연금, - , - ,금융,4대보험,,,,,,,,,,,,,,국민-국민개인연금,8,금연인개민국-민국
43727,43727,지급,타행자동이체-전자금융부,국민-국민대출, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-국민대출,6,출대민국-민국
43728,43728,지급,납부자자동 출금이체,국민-국민대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-국민대출이자,8,자이출대민국-민국
43729,43729,지급,타행자동이체-전자금융부,국민-국민대출이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-국민대출이자,8,자이출대민국-민국
43730,43730,지급,타행자동이체-전자금융부,국민-국민모피, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민모피,6,피모민국-민국
43731,43731,지급,타행자동이체-전자금융부,국민-국민연금건강보, - , - ,금융,4대보험,,,,,,,,,,,,,,국민-국민연금건강보,9,보강건금연민국-민국
43732,43732,지급,타행자동이체-전자금융부,국민-국민으로, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민으로,6,로으민국-민국
43733,43733,지급,타행자동이체-전자금융부,국민-국민은행, - , - ,금융,금융지출,,,,,,,,,,,,,,국민-국민은행,6,행은민국-민국
43735,43735,지급,타행자동이체-전자금융부,국민-국민은행 적금, - , - ,금융,저축/투자,,,,,,,,,,,,,,국민-국민은행0적금,9,금적0행은민국-민국
43737,43737,지급,타행자동이체-전자금융부,국민-국민은행이자, - , - ,금융,대출금상환,,,,,,,,,,,,,,국민-국민은행이자,8,자이행은민국-민국
43738,43738,지급,타행자동이체-전자금융부,국민-국민은행이체, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민은행이체,8,체이행은민국-민국
43739,43739,지급,타행자동이체-전자금융부,국민-국민은행자동, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민은행자동,8,동자행은민국-민국
43740,43740,지급,타행자동이체-전자금융부,국민-국민은행자동이, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민은행자동이,9,이동자행은민국-민국
43741,43741,지급,타행자동이체-전자금융부,국민-국민자동이체, - , - ,개인거래,기타출금,,,,,,,,,,,,,,국민-국민자동이체,8,체이동자민국-민국
43742,43742,지급,타행자동이체-전자금융부,국민-국민적금, - , - ,금융,저축/투자,,,,,,,,,,,,,,국민-국민적금,6,금적민국-민국
43743,43743,지급,타행자동이체-전자금융부,국민-국민전세, - , - ,주거/생활,주거비,,,,,,,,,,,,,,국민-국민전세,6,세전민국-민국
43744,43744,지급,타행자동이체-전자금융부,국민-국민주택청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,국민-국민주택청약,8,약청택주민국-민국
43745,43745,지급,타행자동이체-전자금융부,국민-국민카드, - , - ,금융,카드대금,,,,,,,,,,,,,,국민-국민카드,6,드카민국-민국
