index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
45815,45815,지급,펌뱅킹 출금이체,국민노무법인, - ,"77,000",서비스이용,전문서비스,,,,,,,,,,,,,,국민노무법인,6,인법무노민국
53216,53216,지급,CMS공동망 출금이체,나라노무법인,"55,000","55,000",서비스이용,전문서비스,,,,,,,,,,,,,,나라노무법인,6,인법무노라나
53748,53748,지급,펌뱅킹 출금이체,네오노무법인,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,네오노무법인,6,인법무노오네
53823,53823,지급,펌뱅킹 출금이체,노무법인　연,"165,000","165,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인0연,5,연0인법무노
53824,53824,지급,펌뱅킹 출금이체,노무법인가을,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인가을,6,을가인법무노
53825,53825,지급,펌뱅킹 출금이체,노무법인결, - , - ,서비스이용,전문서비스,,,,,,,,,,,,,,노무법인결,5,결인법무노
53826,53826,지급,펌뱅킹 출금이체,노무법인공감,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인공감,6,감공인법무노
53827,53827,지급,펌뱅킹 출금이체,노무법인나우,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인나우,6,우나인법무노
53828,53828,지급,펌뱅킹 출금이체,노무법인남명,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인남명,6,명남인법무노
53829,53829,지급,펌뱅킹 출금이체,노무법인내일,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인내일,6,일내인법무노
53830,53830,지급,펌뱅킹 출금이체,노무법인늘봄,"55,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인늘봄,6,봄늘인법무노
53831,53831,지급,펌뱅킹 출금이체,노무법인다안,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인다안,6,안다인법무노
53832,53832,지급,펌뱅킹 출금이체,노무법인다울,"121,000","220,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인다울,6,울다인법무노
53833,53833,지급,펌뱅킹 출금이체,노무법인다원,"88,000","88,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인다원,6,원다인법무노
53834,53834,지급,CMS공동망 출금이체,노무법인대명,"110,000","110,000",서비스이용,전문서비스,,,,,,,,,,,,,,노무법인대명,6,명대인법무노
