index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
8212,8212,입금,인터넷뱅킹 대량이체,방배복지관, - ,"1,990,000",입금이체,회사입금,,,,,,,,,,,,,,방배복지관,5,관지복배방
9672,9672,입금,인터넷뱅킹 대량이체,성모자애복지관,"1,056,000","1,056,000",소득,기타소득,,,,,,,,,,,,,,성모자애복지관,7,관지복애자모성
9981,9981,입금,인터넷뱅킹 대량이체,수서명화복지관, - ,"100,000",입금이체,회사입금,,,,,,,,,,,,,,수서명화복지관,7,관지복화명서수
10213,10213,입금,인터넷뱅킹 대량이체,신내복지관,"1,034,000","1,034,000",입금이체,회사입금,,,,,,,,,,,,,,신내복지관,5,관지복내신
12116,12116,입금,인터넷뱅킹 대량이체,원당복지관,"50,000","50,000",입금이체,회사입금,,,,,,,,,,,,,,원당복지관,5,관지복당원
40986,40986,지급,펌뱅킹 출금이체,가양 복지관, - ,"10,000",기타,기부,,,,,,,,,,,,,,가양0복지관,5,관지복0양가
41112,41112,지급,펌뱅킹 출금이체,감만복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,감만복지관,5,관지복만감
41192,41192,지급,펌뱅킹 출금이체,강남복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,강남복지관,5,관지복남강
41395,41395,지급,펌뱅킹 출금이체,강서구복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,강서구복지관,6,관지복구서강
42809,42809,지급,펌뱅킹 출금이체,공릉복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,공릉복지관,5,관지복릉공
43061,43061,지급,펌뱅킹 출금이체,관악복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,관악복지관,5,관지복악관
46842,46842,지급,CMS공동망 출금이체,군산나운복지관, - ,"5,000",기타,기부,,,,,,,,,,,,,,군산나운복지관,7,관지복운나산군
48242,48242,지급,펌뱅킹 출금이체,금오복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,금오복지관,5,관지복오금
49394,49394,지급,펌뱅킹 출금이체,길음복지관, - ,"50,000",기타,기부,,,,,,,,,,,,,,길음복지관,5,관지복음길
52703,52703,지급,펌뱅킹 출금이체,김해시복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,김해시복지관,6,관지복시해김
53586,53586,지급,펌뱅킹 출금이체,남양주복지관, - ,"10,000",기타,기부,,,,,,,,,,,,,,남양주복지관,6,관지복주양남
54062,54062,지급,CMS공동망 출금이체,노틀담복지관,"20,000","20,000",기타,기부,,,,,,,,,,,,,,노틀담복지관,6,관지복담틀노
54113,54113,지급,펌뱅킹 출금이체,녹양복지관, - ,"10,000",기타,기부,,,,,,,,,,,,,,녹양복지관,5,관지복양녹
58266,58266,지급,CMS공동망 출금이체,다운복지관, - ,"100,000",기타,기부,,,,,,,,,,,,,,다운복지관,5,관지복운다
58267,58267,지급,펌뱅킹 출금이체,다운복지관, - ,"100,000",기타,기부,,,,,,,,,,,,,,다운복지관,5,관지복운다
58667,58667,지급,펌뱅킹 출금이체,대명복지관,"30,000","30,000",기타,기부,,,,,,,,,,,,,,대명복지관,5,관지복명대
58866,58866,지급,펌뱅킹 출금이체,대청복지관, - ,"5,000",기타,기부,,,,,,,,,,,,,,대청복지관,5,관지복청대
59163,59163,지급,CMS공동망 출금이체,도봉서원복지관,"10,000","20,000",기타,기부,,,,,,,,,,,,,,도봉서원복지관,7,관지복원서봉도
59293,59293,지급,펌뱅킹 출금이체,동구복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,동구복지관,5,관지복구동
59338,59338,지급,펌뱅킹 출금이체,동문복지관,"10,000","20,000",기타,기부,,,,,,,,,,,,,,동문복지관,5,관지복문동
59478,59478,지급,펌뱅킹 출금이체,동여수복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,동여수복지관,6,관지복수여동
59515,59515,지급,CMS공동망 출금이체,동제주복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,동제주복지관,6,관지복주제동
59535,59535,지급,펌뱅킹 출금이체,동해복지관, - ,"20,000",기타,기부,,,,,,,,,,,,,,동해복지관,5,관지복해동
60098,60098,지급,펌뱅킹 출금이체,마들복지관,"5,000","10,000",기타,기부,,,,,,,,,,,,,,마들복지관,5,관지복들마
60233,60233,지급,펌뱅킹 출금이체,만안복지관, - ,"10,000",기타,기부,,,,,,,,,,,,,,만안복지관,5,관지복안만
60333,60333,지급,펌뱅킹 출금이체,매화복지관,"15,000","15,000",기타,기부,,,,,,,,,,,,,,매화복지관,5,관지복화매
60452,60452,지급,CMS공동망 출금이체,명도복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,명도복지관,5,관지복도명
60518,60518,지급,펌뱅킹 출금이체,명화복지관,"300,000","300,000",기타,기부,,,,,,,,,,,,,,명화복지관,5,관지복화명
60612,60612,지급,CMS공동망 출금이체,몰운대복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,몰운대복지관,6,관지복대운몰
60934,60934,지급,펌뱅킹 출금이체,문촌 복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,문촌0복지관,5,관지복0촌문
61016,61016,지급,CMS공동망 출금이체,미가엘복지관,"30,000","30,000",기타,기부,,,,,,,,,,,,,,미가엘복지관,6,관지복엘가미
61338,61338,지급,펌뱅킹 출금이체,미추홀복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,미추홀복지관,6,관지복홀추미
63463,63463,지급,펌뱅킹 출금이체,반송복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,반송복지관,5,관지복송반
63633,63633,지급,CMS공동망 출금이체,방배복지관,"5,000","10,000",기타,기부,,,,,,,,,,,,,,방배복지관,5,관지복배방
63710,63710,지급,펌뱅킹 출금이체,방화 복지관, - , - ,기타,기부,,,,,,,,,,,,,,방화0복지관,5,관지복0화방
64095,64095,지급,펌뱅킹 출금이체,백양복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,백양복지관,5,관지복양백
64246,64246,지급,CMS공동망 출금이체,번동 단지복지관, - ,"30,000",기타,기부,,,,,,,,,,,,,,번동0단지복지관,7,관지복지단0동번
64254,64254,지급,펌뱅킹 출금이체,범안복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,범안복지관,5,관지복안범
64574,64574,지급,펌뱅킹 출금이체,본동복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,본동복지관,5,관지복동본
64606,64606,지급,펌뱅킹 출금이체,봉천복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,봉천복지관,5,관지복천봉
64628,64628,지급,CMS공동망 출금이체,부곡복지관, - ,"5,000",기타,기부,,,,,,,,,,,,,,부곡복지관,5,관지복곡부
64641,64641,지급,펌뱅킹 출금이체,부락복지관,"30,000","50,000",기타,기부,,,,,,,,,,,,,,부락복지관,5,관지복락부
65015,65015,지급,펌뱅킹 출금이체,부안복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,부안복지관,5,관지복안부
65065,65065,지급,펌뱅킹 출금이체,북부복지관, - , - ,기타,기부,,,,,,,,,,,,,,북부복지관,5,관지복부북
65417,65417,지급,CMS공동망 출금이체,사랑의복지관,"5,000","10,000",기타,기부,,,,,,,,,,,,,,사랑의복지관,6,관지복의랑사
65787,65787,지급,CMS공동망 출금이체,삼성소리샘복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,삼성소리샘복지관,8,관지복샘리소성삼
66334,66334,지급,CMS공동망 출금이체,서부복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,서부복지관,5,관지복부서
67133,67133,지급,펌뱅킹 출금이체,성내복지관, - ,"3,000",기타,기부,,,,,,,,,,,,,,성내복지관,5,관지복내성
67174,67174,지급,CMS공동망 출금이체,성모자애복지관,"5,000","10,000",기타,기부,,,,,,,,,,,,,,성모자애복지관,7,관지복애자모성
67189,67189,지급,CMS공동망 당일출금이체-전자금융팀,성민복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,성민복지관,5,관지복민성
67211,67211,지급,CMS공동망 출금이체,성분도복지관,"20,000","20,000",기타,기부,,,,,,,,,,,,,,성분도복지관,6,관지복도분성
67214,67214,지급,펌뱅킹 출금이체,성산복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,성산복지관,5,관지복산성
68439,68439,지급,펌뱅킹 출금이체,세종　복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,세종0복지관,5,관지복0종세
69296,69296,지급,펌뱅킹 출금이체,송파복지관, - , - ,기타,기부,,,,,,,,,,,,,,송파복지관,5,관지복파송
69385,69385,지급,펌뱅킹 출금이체,수서복지관, - ,"10,000",기타,기부,,,,,,,,,,,,,,수서복지관,5,관지복서수
70145,70145,지급,펌뱅킹 출금이체,신림복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,신림복지관,5,관지복림신
70162,70162,지급,펌뱅킹 출금이체,신목복지관,"20,000","20,000",기타,기부,,,,,,,,,,,,,,신목복지관,5,관지복목신
70222,70222,지급,CMS공동망 출금이체,신사복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,신사복지관,5,관지복사신
70573,70573,지급,펌뱅킹 출금이체,신정복지관,"30,000","30,000",기타,기부,,,,,,,,,,,,,,신정복지관,5,관지복정신
73216,73216,지급,펌뱅킹 출금이체,실로암복지관,"1,000","10,000",기타,기부,,,,,,,,,,,,,,실로암복지관,6,관지복암로실
73229,73229,지급,펌뱅킹 출금이체,심곡동복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,심곡동복지관,6,관지복동곡심
73405,73405,지급,펌뱅킹 출금이체,쌍봉복지관, - ,"50,000",기타,기부,,,,,,,,,,,,,,쌍봉복지관,5,관지복봉쌍
74753,74753,지급,펌뱅킹 출금이체,양평군복지관, - , - ,기타,기부,,,,,,,,,,,,,,양평군복지관,6,관지복군평양
75368,75368,지급,펌뱅킹 출금이체,연무복지관,"10,000","20,000",기타,기부,,,,,,,,,,,,,,연무복지관,5,관지복무연
75595,75595,지급,펌뱅킹 출금이체,영도구복지관,"5,000","5,000",기타,기부,,,,,,,,,,,,,,영도구복지관,6,관지복구도영
76282,76282,지급,펌뱅킹 출금이체,오치복지관,"20,000","20,000",기타,기부,,,,,,,,,,,,,,오치복지관,5,관지복치오
76390,76390,지급,CMS공동망 출금이체,옥수복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,옥수복지관,5,관지복수옥
76420,76420,지급,펌뱅킹 출금이체,온수복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,온수복지관,5,관지복수온
76445,76445,지급,펌뱅킹 출금이체,와동복지관,"20,000","20,000",기타,기부,,,,,,,,,,,,,,와동복지관,5,관지복동와
76572,76572,지급,CMS공동망 출금이체,용암복지관,"10,000","10,000",기타,기부,,,,,,,,,,,,,,용암복지관,5,관지복암용
