index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
40,40,입금,인터넷뱅킹 대량이체,    구정상여금,"300,000","300,000",소득,급여,,,,,,,,,,,,,,0000구정상여금,5,금여상정구0000
78,78,입금,인터넷뱅킹 대량이체,    년상여금,"759,000","2,680,000",소득,급여,,,,,,,,,,,,,,0000년상여금,4,금여상년0000
96,96,입금,인터넷뱅킹 대량이체,    설상여금,"286,000","286,000",소득,급여,,,,,,,,,,,,,,0000설상여금,4,금여상설0000
199,199,입금,인터넷뱅킹 대량이체,  년  월상여금,"560,000","620,000",소득,급여,,,,,,,,,,,,,,00년00월상여금,5,금여상월00년00
227,227,입금,인터넷뱅킹 대량이체,  년　상여금,"3,000,000","3,000,000",소득,급여,,,,,,,,,,,,,,00년0상여금,4,금여상0년00
228,228,입금,인터넷뱅킹 대량이체,  년　설　상여금,"856,000","856,000",소득,급여,,,,,,,,,,,,,,00년0설0상여금,5,금여상0설0년00
239,239,입금,인터넷뱅킹 대량이체,  년구정상여금,"271,000","271,000",소득,급여,,,,,,,,,,,,,,00년구정상여금,6,금여상정구년00
377,377,입금,인터넷뱅킹 대량이체,  월급여　상여금,"6,919,000","6,919,000",소득,급여,,,,,,,,,,,,,,00월급여0상여금,6,금여상0여급월00
434,434,입금,인터넷뱅킹 대량이체,  월상여금,"46,000","1,870,000",소득,급여,,,,,,,,,,,,,,00월상여금,4,금여상월00
435,435,입금,인터넷뱅킹 대량이체,  월설상여금,"2,310,000","2,310,000",소득,급여,,,,,,,,,,,,,,00월설상여금,5,금여상설월00
486,486,입금,인터넷뱅킹 대량이체,  포스　설상여금,"300,000","300,000",소득,급여,,,,,,,,,,,,,,00포스0설상여금,6,금여상설0스포00
