index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
540,540,입금,인터넷뱅킹 대량이체, 관리수당,"300,000","300,000",소득,기타소득,,,,,,,,,,,,,,0관리수당,4,당수리관0
645,645,입금,인터넷뱅킹 대량이체, 월　복지수당,"600,000","600,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월0복지수당,5,당수지복0월0
705,705,입금,인터넷뱅킹 대량이체, 월　직책수당, - , - ,소득,기타소득,,,,,,,,,,,,,,0월0직책수당,5,당수책직0월0
723,723,입금,인터넷뱅킹 대량이체, 월　특별수당,"160,000","160,000",소득,급여,,,,,,,,,,,,,,0월0특별수당,5,당수별특0월0
741,741,입금,인터넷뱅킹 대량이체, 월감염관리수당, - ,"1,100,000",소득,기타소득,,,,,,,,,,,,,,0월감염관리수당,7,당수리관염감월0
742,742,입금,일반대외대량 입금이체, 월감염관리수당, - ,"1,100,000",소득,기타소득,,,,,,,,,,,,,,0월감염관리수당,7,당수리관염감월0
766,766,입금,인터넷뱅킹 대량이체, 월교육연구수당,"1,577,000","1,644,000",입금이체,지원금/장학금,,,,,,,,,,,,,,0월교육연구수당,7,당수구연육교월0
3599,3599,입금,인터넷뱅킹 대량이체,건보　감염관리수당,"20,000","850,000",소득,기타소득,,,,,,,,,,,,,,건보0감염관리수당,8,당수리관염감0보건
3828,3828,입금,인터넷뱅킹 대량이체,과학연구수당,"1,872,000","1,872,000",입금이체,지원금/장학금,,,,,,,,,,,,,,과학연구수당,6,당수구연학과
3960,3960,입금,급여 입금이체,교육연구수당, - ,"6,728,000",입금이체,지원금/장학금,,,,,,,,,,,,,,교육연구수당,6,당수구연육교
5852,5852,입금,인터넷뱅킹 대량이체,노무사회관리수당, - , - ,소득,기타소득,,,,,,,,,,,,,,노무사회관리수당,8,당수리관회사무노
6790,6790,입금,인터넷뱅킹 대량이체,대노이사회참석수당,"30,000","30,000",소득,기타소득,,,,,,,,,,,,,,대노이사회참석수당,9,당수석참회사이노대
7131,7131,입금,인터넷뱅킹 대량이체,돌봄인력특별수당,"200,000","200,000",소득,기타소득,,,,,,,,,,,,,,돌봄인력특별수당,8,당수별특력인봄돌
7465,7465,입금,인터넷뱅킹 대량이체,레인보우연구수당,"1,940,000","1,940,000",입금이체,지원금/장학금,,,,,,,,,,,,,,레인보우연구수당,8,당수구연우보인레
7801,7801,입금,인터넷뱅킹 대량이체,명절특별수당,"500,000","500,000",소득,급여,,,,,,,,,,,,,,명절특별수당,6,당수별특절명
7856,7856,입금,인터넷뱅킹 대량이체,문우회연수수당, - , - ,소득,기타소득,,,,,,,,,,,,,,문우회연수수당,7,당수수연회우문
8296,8296,입금,인터넷뱅킹 대량이체,법인업무수당, - ,"120,000",소득,기타소득,,,,,,,,,,,,,,법인업무수당,6,당수무업인법
8300,8300,입금,급여 입금이체,법정관리수당, - , - ,소득,기타소득,,,,,,,,,,,,,,법정관리수당,6,당수리관정법
8395,8395,입금,급여 입금이체,복지수당, - ,"100,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,복지수당,4,당수지복
8799,8799,입금,인터넷뱅킹 대량이체,삼경무역㈜복지수당,"30,000","30,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,삼경무역㈜복지수당,9,당수지복㈜역무경삼
9266,9266,입금,인터넷뱅킹 대량이체,새벽지기교육수당, - , - ,소득,기타소득,,,,,,,,,,,,,,새벽지기교육수당,8,당수육교기지벽새
10807,10807,입금,인터넷뱅킹 대량이체,심사집계부　교육수당,"40,000","40,000",소득,기타소득,,,,,,,,,,,,,,심사집계부0교육수당,9,당수육교0부계집사심
11479,11479,입금,인터넷뱅킹 대량이체,여의도감염관리수당, - , - ,소득,기타소득,,,,,,,,,,,,,,여의도감염관리수당,9,당수리관염감도의여
11508,11508,입금,인터넷뱅킹 대량이체,연구수당,"460,000","1,337,000",입금이체,지원금/장학금,,,,,,,,,,,,,,연구수당,4,당수구연
11583,11583,입금,인터넷뱅킹 대량이체,연수수당,"180,000","180,000",소득,기타소득,,,,,,,,,,,,,,연수수당,4,당수수연
11708,11708,입금,인터넷뱅킹 대량이체,예원교회직책수당,"100,000","100,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,예원교회직책수당,8,당수책직회교원예
12643,12643,입금,인터넷뱅킹 대량이체,이브이연구수당,"700,000","700,000",입금이체,지원금/장학금,,,,,,,,,,,,,,이브이연구수당,7,당수구연이브이
13010,13010,입금,인터넷뱅킹 대량이체,임단협연구수당,"100,000","100,000",입금이체,지원금/장학금,,,,,,,,,,,,,,임단협연구수당,7,당수구연협단임
14270,14270,입금,지로대량급여 입금이체,직책수당, - ,"882,000",소득,급여,,,,,,,,,,,,,,직책수당,4,당수책직
14766,14766,입금,인터넷뱅킹 대량이체,코비젼 월특별수당,"1,000,000","1,000,000",소득,급여,,,,,,,,,,,,,,코비젼0월특별수당,8,당수별특월0젼비코
15090,15090,입금,인터넷뱅킹 대량이체,투표관리관　교육수당,"40,000","40,000",소득,기타소득,,,,,,,,,,,,,,투표관리관0교육수당,9,당수육교0관리관표투
15129,15129,입금,인터넷뱅킹 대량이체,특별수당,"100,000","150,000",소득,급여,,,,,,,,,,,,,,특별수당,4,당수별특
16710,16710,입금,인터넷뱅킹 대량이체,홍익대　연수수당,"180,000","180,000",소득,기타소득,,,,,,,,,,,,,,홍익대0연수수당,7,당수수연0대익홍
16715,16715,입금,인터넷뱅킹 대량이체,홍익대강의수당,"120,000","120,000",소득,기타소득,,,,,,,,,,,,,,홍익대강의수당,7,당수의강대익홍
16720,16720,입금,인터넷뱅킹 대량이체,홍익대연수수당,"180,000","180,000",소득,기타소득,,,,,,,,,,,,,,홍익대연수수당,7,당수수연대익홍
18035,18035,입금,인터넷뱅킹 대량이체,ＬＨ업무수당,"25,000","25,000",소득,급여,,,,,,,,,,,,,,ＬＨ업무수당,6,당수무업ＨＬ
