index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
718,718,입금,인터넷뱅킹 대량이체, 월　통신비　및　경,"106,000","106,000",입금이체,생활비입금,,,,,,,,,,,,,,0월0통신비0및0경,6,경0및0비신통0월0
4755,4755,입금,펌뱅킹 입금이체,금타통신비지급,"40,000","60,000",입금이체,생활비입금,,,,,,,,,,,,,,금타통신비지급,7,급지비신통타금
9972,9972,입금,인터넷뱅킹 대량이체,수당（통신비）－포디,"50,000","50,000",입금이체,생활비입금,,,,,,,,,,,,,,수당통신비－포디,7,디포－비신통당수
15047,15047,입금,인터넷뱅킹 대량이체,통신비 월, - ,"100,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비0월,4,월0비신통
15048,15048,입금,인터넷뱅킹 대량이체,통신비　  월분, - ,"72,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비000월분,5,분월000비신통
15049,15049,입금,인터넷뱅킹 대량이체,통신비　 월,"60,000","60,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비00월,4,월00비신통
15051,15051,입금,인터넷뱅킹 대량이체,통신비보조, - ,"20,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비보조,5,조보비신통
15055,15055,입금,인터넷뱅킹 대량이체,통신비휴먼스,"46,000","100,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비휴먼스,6,스먼휴비신통
15056,15056,입금,인터넷뱅킹 대량이체,통신비－（주）리얼러,"30,000","30,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비－（주）리얼러,9,러얼리）주（－비신통
15057,15057,입금,인터넷뱅킹 대량이체,통신비Ｐ＆Ａｌｉｎｋ,"13,000","13,000",입금이체,생활비입금,,,,,,,,,,,,,,통신비Ｐ＆Ａｌｉｎｋ,10,ｋｎｉｌＡ＆Ｐ비신통
18261,18261,입금,인터넷뱅킹 대량이체,ＳＴＸ　통신비　지원,"40,000","40,000",입금이체,생활비입금,,,,,,,,,,,,,,ＳＴＸ0통신비0지원,8,원지0비신통0ＸＴＳ
