,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,알수없음,인터넷뱅킹 대량이체,1월,1월,0.0,,생활비입금,,1.0,입금,  월데이터요금,요금 으로(로) 입금된 내역의 적요이다.,,,,"3,000","3,000",,410.0
1,알수없음,인터넷뱅킹 대량이체,데이터,데이터,1.0,,생활비입금,,1.0,입금,  월데이터요금,요금 으로(로) 입금된 내역의 적요이다.,,,,"3,000","3,000",,410.0
2,금융용어,인터넷뱅킹 대량이체,요금,요금,2.0,,생활비입금,,1.0,입금,  월데이터요금,요금 으로(로) 입금된 내역의 적요이다.,,,,"3,000","3,000",,410.0
3,알수없음,인터넷뱅킹 대량이체,1월,1월,0.0,,생활비입금,,1.0,입금, 월데이터요금,요금 으로(로) 입금된 내역의 적요이다.,,,,"3,000","3,000",,916.0
4,알수없음,인터넷뱅킹 대량이체,데이터,데이터,1.0,,생활비입금,,1.0,입금, 월데이터요금,요금 으로(로) 입금된 내역의 적요이다.,,,,"3,000","3,000",,916.0
5,금융용어,인터넷뱅킹 대량이체,요금,요금,2.0,,생활비입금,,1.0,입금, 월데이터요금,요금 으로(로) 입금된 내역의 적요이다.,,,,"3,000","3,000",,916.0
6,알수없음,인터넷뱅킹 대량이체,관리비및,관리비및,0.0,,생활비입금,,1.0,입금,관리비및가스요금,가스요금 으로(로) 입금된 내역의 적요이다.,,,, - , - ,,3843.0
7,요금명,인터넷뱅킹 대량이체,가스,가스,1.0,,생활비입금,,1.0,입금,관리비및가스요금,가스요금 으로(로) 입금된 내역의 적요이다.,,,, - , - ,,3843.0
8,금융용어,인터넷뱅킹 대량이체,요금,요금,2.0,,생활비입금,,1.0,입금,관리비및가스요금,가스요금 으로(로) 입금된 내역의 적요이다.,,,, - , - ,,3843.0
9,알수없음,인터넷뱅킹 대량이체,업무용이동,업무용이동,0.0,,생활비입금,,1.0,입금,업무용이동전화요금,전화요금 으로(로) 입금된 내역의 적요이다.,,,,"40,000","40,000",,11220.0
10,요금명,인터넷뱅킹 대량이체,전화,전화,1.0,,생활비입금,,1.0,입금,업무용이동전화요금,전화요금 으로(로) 입금된 내역의 적요이다.,,,,"40,000","40,000",,11220.0
11,금융용어,인터넷뱅킹 대량이체,요금,요금,2.0,,생활비입금,,1.0,입금,업무용이동전화요금,전화요금 으로(로) 입금된 내역의 적요이다.,,,,"40,000","40,000",,11220.0
12,알수없음,전자뱅킹예약건별이체,쭝히,쭝히,0.0,,생활비입금,,1.0,입금,쭝히－핸펀요금,요금 으로(로) 입금된 내역의 적요이다.,,,, - , - ,,14324.0
13,알수없음,전자뱅킹예약건별이체,핸펀,핸펀,1.0,,생활비입금,,1.0,입금,쭝히－핸펀요금,요금 으로(로) 입금된 내역의 적요이다.,,,, - , - ,,14324.0
14,금융용어,전자뱅킹예약건별이체,요금,요금,2.0,,생활비입금,,1.0,입금,쭝히－핸펀요금,요금 으로(로) 입금된 내역의 적요이다.,,,, - , - ,,14324.0
15,알수없음,전자뱅킹예약건별이체,1호,1호,0.0,,세금/공과금,,1.0,지급,   호전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"4,000","4,000",,18448.0
16,요금명,전자뱅킹예약건별이체,전기,전기,1.0,,세금/공과금,,1.0,지급,   호전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"4,000","4,000",,18448.0
17,금융용어,전자뱅킹예약건별이체,요금,요금,2.0,,세금/공과금,,1.0,지급,   호전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"4,000","4,000",,18448.0
18,알수없음,한전 출금이체 서비스,1월,1월,0.0,,세금/공과금,,1.0,지급,  월 전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"46,543,000", - ,,25646.0
19,요금명,한전 출금이체 서비스,전기,전기,1.0,,세금/공과금,,1.0,지급,  월 전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"46,543,000", - ,,25646.0
20,금융용어,한전 출금이체 서비스,요금,요금,2.0,,세금/공과금,,1.0,지급,  월 전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"46,543,000", - ,,25646.0
21,알수없음,전자뱅킹예약건별이체,1월,1월,0.0,,세금/공과금,,1.0,지급,  월　전기요금,전기요금 으로(로) 이체한 내역의 적요이다.,,,,"42,000","42,000",,25648.0
