,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,은행명,타행자동이체-전자금융부,신한,신한은행,0.0,,금융지출,,1.0,지급,신한-신한,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71351.0
1,은행명,타행자동이체-전자금융부,신한,신한은행,1.0,,금융지출,,1.0,지급,신한-신한,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71351.0
2,은행명,타행자동이체-전자금융부,신한,신한은행,0.0,,대출금상환,,1.0,지급,신한-신한 닥터론,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71352.0
3,은행명,타행자동이체-전자금융부,신한,신한은행,1.0,,대출금상환,,1.0,지급,신한-신한 닥터론,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71352.0
4,알수없음,타행자동이체-전자금융부,닥터론,닥터론,2.0,,대출금상환,,1.0,지급,신한-신한 닥터론,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71352.0
5,은행명,타행자동이체-전자금융부,신한,신한은행,0.0,,대출금상환,,1.0,지급,신한-신한 대출 상환,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71353.0
6,은행명,타행자동이체-전자금융부,신한,신한은행,1.0,,대출금상환,,1.0,지급,신한-신한 대출 상환,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71353.0
7,알수없음,타행자동이체-전자금융부,대출,대출,2.0,,대출금상환,,1.0,지급,신한-신한 대출 상환,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71353.0
8,알수없음,타행자동이체-전자금융부,상환,상환,3.0,,대출금상환,,1.0,지급,신한-신한 대출 상환,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71353.0
9,은행명,타행자동이체-전자금융부,신한,신한은행,0.0,,기타출금,,1.0,지급,신한-신한 이체,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71354.0
10,은행명,타행자동이체-전자금융부,신한,신한은행,1.0,,기타출금,,1.0,지급,신한-신한 이체,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71354.0
11,알수없음,타행자동이체-전자금융부,이체,이체,2.0,,기타출금,,1.0,지급,신한-신한 이체,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71354.0
12,은행명,타행자동이체-전자금융부,신한,신한은행,0.0,,저축/투자,,1.0,지급,신한-신한 저축,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71355.0
13,은행명,타행자동이체-전자금융부,신한,신한은행,1.0,,저축/투자,,1.0,지급,신한-신한 저축,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71355.0
14,알수없음,타행자동이체-전자금융부,저축,저축,2.0,,저축/투자,,1.0,지급,신한-신한 저축,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71355.0
15,은행명,타행자동이체-전자금융부,신한,신한은행,0.0,,저축/투자,,1.0,지급,신한-신한 적금,신한은행 계좌로 급여 이체한 내역의 적요이다.,,,, - , - ,,71356.0
