,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,지원금/장학금,,1.0,입금, 월장학금,장학금으로 입금된 내역의 적요이다.,,,,"300,000","300,000",,1078.0
1,금융용어,인터넷뱅킹 대량이체,장학금,장학금,1.0,,지원금/장학금,,1.0,입금, 월장학금,장학금으로 입금된 내역의 적요이다.,,,,"300,000","300,000",,1078.0
2,사유,인터넷뱅킹 대량이체,국비TA,국비TA,0.0,,지원금/장학금,,1.0,입금,국비ＴＡ장학금,장학금으로 입금된 내역의 적요이다.,,,,"502,000","471,000",,4506.0
3,금융용어,인터넷뱅킹 대량이체,장학금,장학금,1.0,,지원금/장학금,,1.0,입금,국비ＴＡ장학금,장학금으로 입금된 내역의 적요이다.,,,,"502,000","471,000",,4506.0
4,사유,인터넷뱅킹 대량이체,디딤돌,디딤돌,0.0,,지원금/장학금,,1.0,입금,디딤돌장학금,장학금으로 입금된 내역의 적요이다.,,,,"697,000","407,000",,7354.0
5,금융용어,인터넷뱅킹 대량이체,장학금,장학금,1.0,,지원금/장학금,,1.0,입금,디딤돌장학금,장학금으로 입금된 내역의 적요이다.,,,,"697,000","407,000",,7354.0
6,사유,인터넷뱅킹 대량이체,사회서비스가족,사회서비스가족,0.0,,지원금/장학금,,1.0,입금,사회서비스가족장학금,장학금으로 입금된 내역의 적요이다.,,,,"500,000","500,000",,8766.0
7,금융용어,인터넷뱅킹 대량이체,장학금,장학금,1.0,,지원금/장학금,,1.0,입금,사회서비스가족장학금,장학금으로 입금된 내역의 적요이다.,,,,"500,000","500,000",,8766.0
8,사유,일반대외대량 입금이체,오산대,오산대,0.0,,지원금/장학금,,1.0,입금,오산대 L장학금,장학금으로 입금된 내역의 적요이다.,,,,"100,000","100,000",,11730.0
9,사유,일반대외대량 입금이체,L,L,1.0,,지원금/장학금,,1.0,입금,오산대 L장학금,장학금으로 입금된 내역의 적요이다.,,,,"100,000","100,000",,11730.0
10,금융용어,일반대외대량 입금이체,장학금,장학금,2.0,,지원금/장학금,,1.0,입금,오산대 L장학금,장학금으로 입금된 내역의 적요이다.,,,,"100,000","100,000",,11730.0
11,사유,인터넷뱅킹 대량이체,전공,전공,0.0,,지원금/장학금,,1.0,입금,전공　ＳＭＰ　장학금,장학금으로 입금된 내역의 적요이다.,,,,"188,000","188,000",,13234.0
12,사유,인터넷뱅킹 대량이체,SMP,SMP,1.0,,지원금/장학금,,1.0,입금,전공　ＳＭＰ　장학금,장학금으로 입금된 내역의 적요이다.,,,,"188,000","188,000",,13234.0
13,금융용어,인터넷뱅킹 대량이체,장학금,장학금,2.0,,지원금/장학금,,1.0,입금,전공　ＳＭＰ　장학금,장학금으로 입금된 내역의 적요이다.,,,,"188,000","188,000",,13234.0
14,사유,인터넷뱅킹 대량이체,정부초청외국인,정부초청외국인,0.0,,지원금/장학금,,1.0,입금,정부초청외국인장학금,장학금으로 입금된 내역의 적요이다.,,,,"1,000,000","1,000,000",,13350.0
