,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금, 월　통신비　및　경,통신비를 입금한 내역의 적요이다.,,,,"106,000","106,000",,718.0
1,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,생활비입금,,1.0,입금, 월　통신비　및　경,통신비를 입금한 내역의 적요이다.,,,,"106,000","106,000",,718.0
2,알수없음,인터넷뱅킹 대량이체,및,및,2.0,,생활비입금,,1.0,입금, 월　통신비　및　경,통신비를 입금한 내역의 적요이다.,,,,"106,000","106,000",,718.0
3,알수없음,인터넷뱅킹 대량이체,경,경,3.0,,생활비입금,,1.0,입금, 월　통신비　및　경,통신비를 입금한 내역의 적요이다.,,,,"106,000","106,000",,718.0
4,금융용어,펌뱅킹 입금이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,금타통신비지급,통신비를 입금한 내역의 적요이다.,,,,"60,000","40,000",,4755.0
5,알수없음,펌뱅킹 입금이체,금타지급,금타지급,1.0,,생활비입금,,1.0,입금,금타통신비지급,통신비를 입금한 내역의 적요이다.,,,,"60,000","40,000",,4755.0
6,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,수당（통신비）－포디,통신비를 입금한 내역의 적요이다.,,,,"50,000","50,000",,9972.0
7,알수없음,인터넷뱅킹 대량이체,수당,수당,1.0,,생활비입금,,1.0,입금,수당（통신비）－포디,통신비를 입금한 내역의 적요이다.,,,,"50,000","50,000",,9972.0
8,알수없음,인터넷뱅킹 대량이체,포디,포디,2.0,,생활비입금,,1.0,입금,수당（통신비）－포디,통신비를 입금한 내역의 적요이다.,,,,"50,000","50,000",,9972.0
9,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비 월,통신비를 입금한 내역의 적요이다.,,,,"100,000", - ,,15047.0
10,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,생활비입금,,1.0,입금,통신비 월,통신비를 입금한 내역의 적요이다.,,,,"100,000", - ,,15047.0
11,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비　  월분,통신비를 입금한 내역의 적요이다.,,,,"72,000", - ,,15048.0
12,알수없음,인터넷뱅킹 대량이체,1월분,1월분,1.0,,생활비입금,,1.0,입금,통신비　  월분,통신비를 입금한 내역의 적요이다.,,,,"72,000", - ,,15048.0
13,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비　 월,통신비를 입금한 내역의 적요이다.,,,,"60,000","60,000",,15049.0
14,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,생활비입금,,1.0,입금,통신비　 월,통신비를 입금한 내역의 적요이다.,,,,"60,000","60,000",,15049.0
15,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비보조,통신비를 입금한 내역의 적요이다.,,,,"20,000", - ,,15051.0
16,알수없음,인터넷뱅킹 대량이체,보조,보조,1.0,,생활비입금,,1.0,입금,통신비보조,통신비를 입금한 내역의 적요이다.,,,,"20,000", - ,,15051.0
17,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비휴먼스,통신비를 입금한 내역의 적요이다.,,,,"100,000","46,000",,15055.0
18,알수없음,인터넷뱅킹 대량이체,휴먼스,휴먼스,1.0,,생활비입금,,1.0,입금,통신비휴먼스,통신비를 입금한 내역의 적요이다.,,,,"100,000","46,000",,15055.0
19,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비－（주）리얼러,통신비를 입금한 내역의 적요이다.,,,,"30,000","30,000",,15056.0
20,알수없음,인터넷뱅킹 대량이체,(주),(주),1.0,,생활비입금,,1.0,입금,통신비－（주）리얼러,통신비를 입금한 내역의 적요이다.,,,,"30,000","30,000",,15056.0
21,알수없음,인터넷뱅킹 대량이체,리얼러,리얼러,2.0,,생활비입금,,1.0,입금,통신비－（주）리얼러,통신비를 입금한 내역의 적요이다.,,,,"30,000","30,000",,15056.0
22,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,통신비Ｐ＆Ａｌｉｎｋ,통신비를 입금한 내역의 적요이다.,,,,"13,000","13,000",,15057.0
23,알수없음,인터넷뱅킹 대량이체,P,P,1.0,,생활비입금,,1.0,입금,통신비Ｐ＆Ａｌｉｎｋ,통신비를 입금한 내역의 적요이다.,,,,"13,000","13,000",,15057.0
24,알수없음,인터넷뱅킹 대량이체,Alink,Alink,2.0,,생활비입금,,1.0,입금,통신비Ｐ＆Ａｌｉｎｋ,통신비를 입금한 내역의 적요이다.,,,,"13,000","13,000",,15057.0
25,금융용어,인터넷뱅킹 대량이체,통신비,통신비,0.0,,생활비입금,,1.0,입금,ＳＴＸ　통신비　지원,통신비를 입금한 내역의 적요이다.,,,,"40,000","40,000",,18261.0
26,알수없음,인터넷뱅킹 대량이체,STX,STX,1.0,,생활비입금,,1.0,입금,ＳＴＸ　통신비　지원,통신비를 입금한 내역의 적요이다.,,,,"40,000","40,000",,18261.0
27,알수없음,인터넷뱅킹 대량이체,지원,지원,2.0,,생활비입금,,1.0,입금,ＳＴＸ　통신비　지원,통신비를 입금한 내역의 적요이다.,,,,"40,000","40,000",,18261.0
