,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,알수없음,인터넷뱅킹 대량이체,1일,1일,0.0,,급여,,1.0,입금,  일근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"128,000", - ,,470.0
1,금융용어,인터넷뱅킹 대량이체,근무수당,근무수당,1.0,,급여,,1.0,입금,  일근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"128,000", - ,,470.0
2,알수없음,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월　초과근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"685,000", - ,,711.0
3,알수없음,인터넷뱅킹 대량이체,초과,초과,1.0,,급여,,1.0,입금, 월　초과근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"685,000", - ,,711.0
4,금융용어,인터넷뱅킹 대량이체,근무수당,근무수당,2.0,,급여,,1.0,입금, 월　초과근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"685,000", - ,,711.0
5,알수없음,인터넷뱅킹 대량이체,1월,1월,0.0,,회사입금,,1.0,입금, 월　휴일근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"266,000","266,000",,735.0
6,알수없음,인터넷뱅킹 대량이체,휴일,휴일,1.0,,회사입금,,1.0,입금, 월　휴일근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"266,000","266,000",,735.0
7,금융용어,인터넷뱅킹 대량이체,근무수당,근무수당,2.0,,회사입금,,1.0,입금, 월　휴일근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"266,000","266,000",,735.0
8,알수없음,인터넷뱅킹 대량이체,1월분,1월분,0.0,,급여,,1.0,입금, 월분　초과근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"238,000","238,000",,958.0
9,알수없음,인터넷뱅킹 대량이체,초과,초과,1.0,,급여,,1.0,입금, 월분　초과근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"238,000","238,000",,958.0
10,금융용어,인터넷뱅킹 대량이체,근무수당,근무수당,2.0,,급여,,1.0,입금, 월분　초과근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"238,000","238,000",,958.0
11,알수없음,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월시간외근무수당,근무수당으로(로) 입금된 내역의 적요이다.,,,,"82,000","82,000",,1009.0
