,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,인터넷뱅킹 대량이체,상여,상여금,0.0,,급여,,1.0,입금,    　상여,상여금이 입금된 내역의 적요이다.,,,,"404,000","404,000",,29.0
1,사유,인터넷뱅킹 대량이체,1년1월,1년1월,0.0,,급여,,1.0,입금,    년 월상여,상여금이 입금된 내역의 적요이다.,,,,"300,000","300,000",,56.0
2,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,    년 월상여,상여금이 입금된 내역의 적요이다.,,,,"300,000","300,000",,56.0
3,사유,인터넷뱅킹 대량이체,1년설,1년설,0.0,,급여,,1.0,입금,    년　설　상여,상여금이 입금된 내역의 적요이다.,,,,"800,000","800,000",,66.0
4,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,    년　설　상여,상여금이 입금된 내역의 적요이다.,,,,"800,000","800,000",,66.0
5,금융용어,인터넷뱅킹 대량이체,상여,상여금,0.0,,급여,,1.0,입금,    상여,상여금이 입금된 내역의 적요이다.,,,,"592,000","375,000",,92.0
6,금융용어,인터넷뱅킹 대량이체,상여,상여금,0.0,,급여,,1.0,입금,    ．  　상여,상여금이 입금된 내역의 적요이다.,,,,"198,000","198,000",,134.0
7,사유,급여 입금이체,1월,1월,0.0,,급여,,1.0,입금, 월 상여,상여금이 입금된 내역의 적요이다.,,,,"1,093,000","1,093,000",,576.0
8,금융용어,급여 입금이체,상여,상여금,1.0,,급여,,1.0,입금, 월 상여,상여금이 입금된 내역의 적요이다.,,,,"1,093,000","1,093,000",,576.0
9,사유,인터넷뱅킹 대량이체,1월급,1월급,0.0,,급여,,1.0,입금, 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"8,717,000", - ,,617.0
10,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금, 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"8,717,000", - ,,617.0
11,사유,전자뱅킹예약건별이체,1월급,1월급,0.0,,급여,,1.0,입금, 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"8,717,000", - ,,618.0
12,금융용어,전자뱅킹예약건별이체,상여,상여금,1.0,,급여,,1.0,입금, 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"8,717,000", - ,,618.0
13,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월　상여,상여금이 입금된 내역의 적요이다.,,,,"1,142,000","918,000",,654.0
14,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금, 월　상여,상여금이 입금된 내역의 적요이다.,,,,"1,142,000","918,000",,654.0
15,사유,인터넷뱅킹 대량이체,1월급,1월급,0.0,,급여,,1.0,입금, 월급상여,상여금이 입금된 내역의 적요이다.,,,,"6,674,000","1,899,000",,786.0
16,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금, 월급상여,상여금이 입금된 내역의 적요이다.,,,,"6,674,000","1,899,000",,786.0
17,사유,전자뱅킹예약건별이체,1월급,1월급,0.0,,급여,,1.0,입금, 월급상여,상여금이 입금된 내역의 적요이다.,,,,"6,674,000","1,899,000",,787.0
18,금융용어,전자뱅킹예약건별이체,상여,상여금,1.0,,급여,,1.0,입금, 월급상여,상여금이 입금된 내역의 적요이다.,,,,"6,674,000","1,899,000",,787.0
19,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월상여,상여금이 입금된 내역의 적요이다.,,,,"3,770,000", - ,,979.0
20,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금, 월상여,상여금이 입금된 내역의 적요이다.,,,,"3,770,000", - ,,979.0
21,사유,인터넷뱅킹 대량이체,구정,구정,0.0,,급여,,1.0,입금,구정　상여,상여금이 입금된 내역의 적요이다.,,,,"300,000","300,000",,4015.0
22,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,구정　상여,상여금이 입금된 내역의 적요이다.,,,,"300,000","300,000",,4015.0
23,사유,인터넷뱅킹 대량이체,구정,구정,0.0,,급여,,1.0,입금,구정상여,상여금이 입금된 내역의 적요이다.,,,,"1,281,000","200,000",,4019.0
24,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,구정상여,상여금이 입금된 내역의 적요이다.,,,,"1,281,000","200,000",,4019.0
25,사유,전자뱅킹예약건별이체,구정,구정,0.0,,급여,,1.0,입금,구정상여,상여금이 입금된 내역의 적요이다.,,,,"1,281,000","200,000",,4020.0
26,금융용어,전자뱅킹예약건별이체,상여,상여금,1.0,,급여,,1.0,입금,구정상여,상여금이 입금된 내역의 적요이다.,,,,"1,281,000","200,000",,4020.0
27,사유,인터넷뱅킹 대량이체,두영,두영,0.0,,급여,,1.0,입금,두영상여,상여금이 입금된 내역의 적요이다.,,,,"1,399,000","1,399,000",,7324.0
28,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,두영상여,상여금이 입금된 내역의 적요이다.,,,,"1,399,000","1,399,000",,7324.0
29,사유,인터넷뱅킹 대량이체,롯데,롯데,0.0,,급여,,1.0,입금,롯데상여,상여금이 입금된 내역의 적요이다.,,,,"1,239,000","1,239,000",,7498.0
30,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,롯데상여,상여금이 입금된 내역의 적요이다.,,,,"1,239,000","1,239,000",,7498.0
31,사유,인터넷뱅킹 대량이체,명절,명절,0.0,,급여,,1.0,입금,명절　상여,상여금이 입금된 내역의 적요이다.,,,,"500,000","500,000",,7767.0
32,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,명절　상여,상여금이 입금된 내역의 적요이다.,,,,"500,000","500,000",,7767.0
33,사유,인터넷뱅킹 대량이체,명절,명절,0.0,,급여,,1.0,입금,명절상여,상여금이 입금된 내역의 적요이다.,,,,"1,000,000","100,000",,7785.0
34,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,명절상여,상여금이 입금된 내역의 적요이다.,,,,"1,000,000","100,000",,7785.0
35,사유,전자뱅킹예약건별이체,명절,명절,0.0,,급여,,1.0,입금,명절상여,상여금이 입금된 내역의 적요이다.,,,,"1,000,000","100,000",,7786.0
36,금융용어,전자뱅킹예약건별이체,상여,상여금,1.0,,급여,,1.0,입금,명절상여,상여금이 입금된 내역의 적요이다.,,,,"1,000,000","100,000",,7786.0
37,사유,펌뱅킹 입금이체,명절,명절,0.0,,급여,,1.0,입금,명절상여,상여금이 입금된 내역의 적요이다.,,,,"1,000,000","100,000",,7787.0
38,금융용어,펌뱅킹 입금이체,상여,상여금,1.0,,급여,,1.0,입금,명절상여,상여금이 입금된 내역의 적요이다.,,,,"1,000,000","100,000",,7787.0
39,금융용어,급여 입금이체,상여,상여금,0.0,,급여,,1.0,입금,상여,상여금이 입금된 내역의 적요이다.,,,,"46,988,000", - ,,9191.0
40,금융용어,상여금 입금이체,상여,상여금,0.0,,급여,,1.0,입금,상여,상여금이 입금된 내역의 적요이다.,,,,"46,988,000", - ,,9192.0
41,금융용어,인터넷뱅킹 대량이체,상여,상여금,0.0,,급여,,1.0,입금,상여,상여금이 입금된 내역의 적요이다.,,,,"46,988,000", - ,,9193.0
42,금융용어,펌뱅킹 입금이체,상여,상여금,0.0,,급여,,1.0,입금,상여,상여금이 입금된 내역의 적요이다.,,,,"46,988,000", - ,,9194.0
43,사유,일반대외대량 입금이체,설,설,0.0,,급여,,1.0,입금,설 상여,상여금이 입금된 내역의 적요이다.,,,,"4,253,000","1,213,000",,9550.0
44,금융용어,일반대외대량 입금이체,상여,상여금,1.0,,급여,,1.0,입금,설 상여,상여금이 입금된 내역의 적요이다.,,,,"4,253,000","1,213,000",,9550.0
45,사유,펌뱅킹 입금이체,설,설,0.0,,급여,,1.0,입금,설 상여,상여금이 입금된 내역의 적요이다.,,,,"4,253,000","1,213,000",,9551.0
46,금융용어,펌뱅킹 입금이체,상여,상여금,1.0,,급여,,1.0,입금,설 상여,상여금이 입금된 내역의 적요이다.,,,,"4,253,000","1,213,000",,9551.0
47,사유,인터넷뱅킹 대량이체,설,설,0.0,,급여,,1.0,입금,설　상여,상여금이 입금된 내역의 적요이다.,,,,"3,341,000","300,000",,9557.0
48,금융용어,인터넷뱅킹 대량이체,상여,상여금,1.0,,급여,,1.0,입금,설　상여,상여금이 입금된 내역의 적요이다.,,,,"3,341,000","300,000",,9557.0
49,사유,인터넷뱅킹 대량이체,설날,설날,0.0,,급여,,1.0,입금,설날상여,상여금이 입금된 내역의 적요이다.,,,,"3,033,000","2,369,000",,9577.0
