index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
16093,16093,입금,인터넷뱅킹 대량이체,한국건물에너지,"3,000","2,180,000",입금이체,회사입금,,,,,,,,,,,,,,한국건물에너지,7,지너에물건국한
42477,42477,지급,펌뱅킹 출금이체,고려에너지, - , - ,자동차,주유/주차,,,,,,,,,,,,,,고려에너지,5,지너에려고
42894,42894,지급,펌뱅킹 출금이체,공항에너지,"18,000","212,000",자동차,주유/주차,,,,,,,,,,,,,,공항에너지,5,지너에항공
43067,43067,지급,펌뱅킹 출금이체,관악에너지, - , - ,자동차,주유/주차,,,,,,,,,,,,,,관악에너지,5,지너에악관
43086,43086,지급,펌뱅킹 출금이체,광동에너지,"77,000","77,000",자동차,주유/주차,,,,,,,,,,,,,,광동에너지,5,지너에동광
47353,47353,지급,전자뱅킹예약건별이체,귀뚜라미에너지, - ,"79,000",자동차,주유/주차,,,,,,,,,,,,,,귀뚜라미에너지,7,지너에미라뚜귀
48228,48228,지급,펌뱅킹 출금이체,금빛에너지,"4,000","4,000",자동차,주유/주차,,,,,,,,,,,,,,금빛에너지,5,지너에빛금
48267,48267,지급,펌뱅킹 출금이체,금천에너지,"65,000","65,000",자동차,주유/주차,,,,,,,,,,,,,,금천에너지,5,지너에천금
53459,53459,지급,펌뱅킹 출금이체,남동에너지,"246,000","246,000",자동차,주유/주차,,,,,,,,,,,,,,남동에너지,5,지너에동남
53550,53550,지급,지로 출금이체,남양에너지, - ,"369,000",자동차,주유/주차,,,,,,,,,,,,,,남양에너지,5,지너에양남
58660,58660,지급,펌뱅킹 출금이체,대림에너지,"4,000","4,000",자동차,주유/주차,,,,,,,,,,,,,,대림에너지,5,지너에림대
58673,58673,지급,펌뱅킹 출금이체,대명에너지, - ,"770,000",자동차,주유/주차,,,,,,,,,,,,,,대명에너지,5,지너에명대
58721,58721,지급,펌뱅킹 출금이체,대승에너지,"30,000","331,000",자동차,주유/주차,,,,,,,,,,,,,,대승에너지,5,지너에승대
58805,58805,지급,지로 출금이체,대일에너지,"17,000","17,000",자동차,주유/주차,,,,,,,,,,,,,,대일에너지,5,지너에일대
58946,58946,지급,지로 출금이체,대한에너지,"11,000","12,000",자동차,주유/주차,,,,,,,,,,,,,,대한에너지,5,지너에한대
58947,58947,지급,펌뱅킹 출금이체,대한에너지,"11,000","12,000",자동차,주유/주차,,,,,,,,,,,,,,대한에너지,5,지너에한대
59309,59309,지급,펌뱅킹 출금이체,동남에너지, - , - ,자동차,주유/주차,,,,,,,,,,,,,,동남에너지,5,지너에남동
59879,59879,지급,펌뱅킹 출금이체,롯데에너지,"356,000","356,000",자동차,주유/주차,,,,,,,,,,,,,,롯데에너지,5,지너에데롯
61523,61523,지급,펌뱅킹 출금이체,믿음에너지,"314,000","314,000",자동차,주유/주차,,,,,,,,,,,,,,믿음에너지,5,지너에음믿
63440,63440,지급,펌뱅킹 출금이체,반도에너지,"247,000","247,000",자동차,주유/주차,,,,,,,,,,,,,,반도에너지,5,지너에도반
63485,63485,지급,펌뱅킹 출금이체,반포에너지, - ,"258,000",자동차,주유/주차,,,,,,,,,,,,,,반포에너지,5,지너에포반
64492,64492,지급,CMS공동망 출금이체,보물섬에너지,"7,000","7,000",자동차,주유/주차,,,,,,,,,,,,,,보물섬에너지,6,지너에섬물보
64964,64964,지급,CMS공동망 출금이체,부산정관에너지, - ,"194,000",자동차,주유/주차,,,,,,,,,,,,,,부산정관에너지,7,지너에관정산부
65674,65674,지급,펌뱅킹 출금이체,삼다에너지, - , - ,자동차,주유/주차,,,,,,,,,,,,,,삼다에너지,5,지너에다삼
65922,65922,지급,펌뱅킹 출금이체,삼천리에너지, - ,"73,000",주거/생활,세금/공과금,,,,,,,,,,,,,,삼천리에너지,6,지너에리천삼
67122,67122,지급,펌뱅킹 출금이체,성남에너지,"6,000","28,000",주거/생활,세금/공과금,,,,,,,,,,,,,,성남에너지,5,지너에남성
67162,67162,지급,펌뱅킹 출금이체,성림에너지,"182,000","554,000",주거/생활,세금/공과금,,,,,,,,,,,,,,성림에너지,5,지너에림성
73406,73406,지급,펌뱅킹 출금이체,쌍용에너지, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,쌍용에너지,5,지너에용쌍
73447,73447,지급,지로 출금이체,씨엔씨티에너지, - ,"549,000",주거/생활,세금/공과금,,,,,,,,,,,,,,씨엔씨티에너지,7,지너에티씨엔씨
75026,75026,지급,펌뱅킹 출금이체,에스엔에너지,"182,000","228,000",기타,회사출금,,,,,,,,,,,,,,에스엔에너지,6,지너에엔스에
75493,75493,지급,펌뱅킹 출금이체,연합에너지, - , - ,기타,회사출금,,,,,,,,,,,,,,연합에너지,5,지너에합연
75696,75696,지급,펌뱅킹 출금이체,영진에너지,"216,000","216,000",주거/생활,세금/공과금,,,,,,,,,,,,,,영진에너지,5,지너에진영
76782,76782,지급,전자뱅킹예약건별이체,ＧＳ에너지,"24,835,000","24,835,000",자동차,주유/주차,,,,,,,,,,,,,,ＧＳ에너지,5,지너에ＳＧ
77376,77376,지급,CMS공동망 출금이체,ＳＫ에너지,"511,000","511,000",기타,회사출금,,,,,,,,,,,,,,ＳＫ에너지,5,지너에ＫＳ
