index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
8203,8203,입금,펌뱅킹 입금이체,방과후　서울상현,"16,000","26,000",소득,기타소득,,,,,,,,,,,,,,방과후0서울상현,8,현상울서0후과방
8205,8205,입금,펌뱅킹 입금이체,방과후서울수명초,"5,000","5,000",소득,기타소득,,,,,,,,,,,,,,방과후서울수명초,8,초명수울서후과방
8206,8206,입금,CMS공동망 입금이체,방과후수강료,"9,000","9,000",소득,기타소득,,,,,,,,,,,,,,방과후수강료,6,료강수후과방
8207,8207,입금,펌뱅킹 입금이체,방과후수서울북가,"5,000","17,000",소득,기타소득,,,,,,,,,,,,,,방과후수서울북가,8,가북울서수후과방
8208,8208,입금,펌뱅킹 입금이체,방과후학서울선곡,"44,000","44,000",소득,기타소득,,,,,,,,,,,,,,방과후학서울선곡,8,곡선울서학후과방
8210,8210,입금,펌뱅킹 입금이체,방과후활서울내발, - ,"64,000",소득,기타소득,,,,,,,,,,,,,,방과후활서울내발,8,발내울서활후과방
8234,8234,입금,인터넷뱅킹 대량이체,배명고방과후,"1,620,000","1,620,000",소득,기타소득,,,,,,,,,,,,,,배명고방과후,6,후과방고명배
33022,33022,지급,CMS공동망 당일출금이체-전자금융팀, 기방과후,"80,000","155,000",교육,교육비,,,,,,,,,,,,,,0기방과후,5,후과방기0
33023,33023,지급,CMS공동망 출금이체, 기방과후,"80,000","155,000",교육,교육비,,,,,,,,,,,,,,0기방과후,5,후과방기0
33046,33046,지급,CMS공동망 당일출금이체-전자금융팀, 분기방과후, - ,"361,000",교육,교육비,,,,,,,,,,,,,,0분기방과후,6,후과방기분0
33047,33047,지급,CMS공동망 출금이체, 분기방과후, - ,"361,000",교육,교육비,,,,,,,,,,,,,,0분기방과후,6,후과방기분0
33119,33119,지급,CMS공동망 출금이체, 월방과후,"46,000","46,000",교육,교육비,,,,,,,,,,,,,,0월방과후,5,후과방월0
33210,33210,지급,CMS공동망 출금이체, 학기방과후,"34,000","982,000",교육,교육비,,,,,,,,,,,,,,0학기방과후,6,후과방기학0
33221,33221,지급,CMS공동망 출금이체, 학년방과후,"60,000","60,000",교육,교육비,,,,,,,,,,,,,,0학년방과후,6,후과방년학0
41107,41107,지급,CMS공동망 출금이체,갈월초방과후, - ,"63,000",교육,교육비,,,,,,,,,,,,,,갈월초방과후,6,후과방초월갈
41250,41250,지급,CMS공동망 출금이체,강동방과후,"39,000","39,000",교육,교육비,,,,,,,,,,,,,,강동방과후,5,후과방동강
41669,41669,지급,CMS공동망 출금이체,강일초방과후,"116,000","225,000",교육,교육비,,,,,,,,,,,,,,강일초방과후,6,후과방초일강
42235,42235,지급,CMS공동망 당일출금이체-전자금융팀,경동방과후,"145,000","461,000",교육,교육비,,,,,,,,,,,,,,경동방과후,5,후과방동경
42236,42236,지급,CMS공동망 출금이체,경동초방과후, - , - ,교육,교육비,,,,,,,,,,,,,,경동초방과후,6,후과방초동경
42239,42239,지급,CMS공동망 출금이체,경문동계방과후,"152,000","152,000",교육,교육비,,,,,,,,,,,,,,경문동계방과후,7,후과방계동문경
42365,42365,지급,CMS공동망 출금이체,계성방과후,"60,000","62,000",교육,교육비,,,,,,,,,,,,,,계성방과후,5,후과방성계
42369,42369,지급,CMS공동망 출금이체,계성영어방과후,"60,000","60,000",교육,교육비,,,,,,,,,,,,,,계성영어방과후,7,후과방어영성계
42379,42379,지급,CMS공동망 출금이체,계원방과후,"440,000","440,000",교육,교육비,,,,,,,,,,,,,,계원방과후,5,후과방원계
42440,42440,지급,CMS공동망 출금이체,고대부고방과후,"20,000","20,000",교육,교육비,,,,,,,,,,,,,,고대부고방과후,7,후과방고부대고
42918,42918,지급,CMS공동망 출금이체,과학고방과후, - , - ,교육,교육비,,,,,,,,,,,,,,과학고방과후,6,후과방고학과
43127,43127,지급,CMS공동망 출금이체,광운자격방과후,"99,000","99,000",교육,교육비,,,,,,,,,,,,,,광운자격방과후,7,후과방격자운광
43455,43455,지급,CMS공동망 출금이체,구암중방과후,"59,000","59,000",교육,교육비,,,,,,,,,,,,,,구암중방과후,6,후과방중암구
