index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
15670,15670,입금,납부자자동 입금이체,하나－미현＿경조사비,"80,000","80,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,하나－미현＿경조사비,8,비사조경＿현미－나하
39918,39918,지급,타행자동이체-전자금융부,KB-처가계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,KB-처가계비,6,비계가처-BK
39919,39919,지급,타행자동이체-전자금융부,KB-치과치료비, - , - ,개인거래,기타출금,,,,,,,,,,,,,,KB-치과치료비,7,비료치과치-BK
43702,43702,지급,타행자동이체-전자금융부,국민-공철동기비, - , - ,주거/생활,회비,,,,,,,,,,,,,,국민-공철동기비,7,비기동철공-민국
44512,44512,지급,타행자동이체-전자금융부,국민-시원특별활동비, - , - ,교육,교육비,,,,,,,,,,,,,,국민-시원특별활동비,9,비동활별특원시-민국
44628,44628,지급,타행자동이체-전자금융부,국민-연금통신비, - , - ,금융,4대보험,,,,,,,,,,,,,,국민-연금통신비,7,비신통금연-민국
44637,44637,지급,타행자동이체-전자금융부,국민-옆집언니계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,국민-옆집언니계비,8,비계니언집옆-민국
44721,44721,지급,타행자동이체-전자금융부,국민-유치원비, - , - ,교육,유아교육,,,,,,,,,,,,,,국민-유치원비,6,비원치유-민국
45126,45126,지급,타행자동이체-전자금융부,국민-정문청소비, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,국민-정문청소비,7,비소청문정-민국
45303,45303,지급,타행자동이체-전자금융부,국민-처가계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,국민-처가계비,6,비계가처-민국
47567,47567,지급,타행자동이체-전자금융부,금고-김성곤 계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,금고-김성곤0계비,7,비계0곤성김-고금
48922,48922,지급,타행자동이체-전자금융부,기업-태권도비, - , - ,교육,교육비,,,,,,,,,,,,,,기업-태권도비,6,비도권태-업기
54283,54283,지급,타행자동이체-전자금융부,농협-건물청소비, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,농협-건물청소비,7,비소청물건-협농
54295,54295,지급,타행자동이체-전자금융부,농협-계단청소비, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,농협-계단청소비,7,비소청단계-협농
55291,55291,지급,타행자동이체-전자금융부,농협-삼우   호수리비, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,농협-삼우000호수리비,8,비리수호000우삼-협농
55368,55368,지급,타행자동이체-전자금융부,농협-성원계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-성원계비,6,비계원성-협농
55388,55388,지급,타행자동이체-전자금융부,농협-소혜원비, - , - ,개인거래,기타출금,,,,,,,,,,,,,,농협-소혜원비,6,비원혜소-협농
55438,55438,지급,타행자동이체-전자금융부,농협-수비 유치원비, - , - ,교육,유아교육,,,,,,,,,,,,,,농협-수비0유치원비,8,비원치유0비수-협농
55659,55659,지급,타행자동이체-전자금융부,농협-여우비 계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-여우비0계비,7,비계0비우여-협농
55722,55722,지급,납부자자동 출금이체,농협-용친우계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-용친우계비,7,비계우친용-협농
55791,55791,지급,타행자동이체-전자금융부,농협-유지연계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-유지연계비,7,비계연지유-협농
56242,56242,지급,타행자동이체-전자금융부,농협-자매계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-자매계비,6,비계매자-협농
56366,56366,지급,타행자동이체-전자금융부,농협-정명희집수리비, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,농협-정명희집수리비,9,비리수집희명정-협농
56601,56601,지급,타행자동이체-전자금융부,농협-채원필요경비, - , - ,개인거래,기타출금,,,,,,,,,,,,,,농협-채원필요경비,8,비경요필원채-협농
56759,56759,지급,타행자동이체-전자금융부,농협-통장여행경비, - , - ,개인거래,기타출금,,,,,,,,,,,,,,농협-통장여행경비,8,비경행여장통-협농
56821,56821,지급,타행자동이체-전자금융부,농협-할머니병원비, - , - ,주거/생활,의료비,,,,,,,,,,,,,,농협-할머니병원비,8,비원병니머할-협농
56839,56839,지급,타행자동이체-전자금융부,농협-허정문교통비, - , - ,주거/생활,교통비,,,,,,,,,,,,,,농협-허정문교통비,8,비통교문정허-협농
56857,56857,지급,타행자동이체-전자금융부,농협-형제계비, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-형제계비,6,비계제형-협농
64679,64679,지급,타행자동이체-전자금융부,부산-광제 교통비, - , - ,주거/생활,교통비,,,,,,,,,,,,,,부산-광제0교통비,7,비통교0제광-산부
64834,64834,지급,납부자자동 출금이체,부산-토우회계비, - , - ,서비스이용,전문서비스,,,,,,,,,,,,,,부산-토우회계비,7,비계회우토-산부
69631,69631,지급,타행자동이체-전자금융부,수협-지용유치원비, - , - ,교육,유아교육,,,,,,,,,,,,,,수협-지용유치원비,8,비원치유용지-협수
70724,70724,지급,타행자동이체-전자금융부,신한- 호점주차비, - , - ,주거/생활,세금/공과금,,,,,,,,,,,,,,신한-0호점주차비,7,비차주점호0-한신
71032,71032,지급,타행자동이체-전자금융부,신한-나원이 유치원비, - , - ,교육,유아교육,,,,,,,,,,,,,,신한-나원이0유치원비,9,비원치유0이원나-한신
71215,71215,지급,타행자동이체-전자금융부,신한-부모님병원비, - , - ,개인거래,경조사/용돈,,,,,,,,,,,,,,신한-부모님병원비,8,비원병님모부-한신
71220,71220,지급,타행자동이체-전자금융부,신한-비데공기렌탈비, - , - ,서비스이용,렌탈,,,,,,,,,,,,,,신한-비데공기렌탈비,9,비탈렌기공데비-한신
72965,72965,지급,타행자동이체-전자금융부,신협-사무실비, - , - ,기타,공간임대,,,,,,,,,,,,,,신협-사무실비,6,비실무사-협신
77046,77046,지급,타행자동이체-전자금융부,ＳＣ-경조사비, - , - ,개인거래,경조사/용돈,,,,,,,,,,,,,,ＳＣ-경조사비,6,비사조경-ＣＳ
77202,77202,지급,타행자동이체-전자금융부,ＳＣ-정비조합비, - , - ,주거/생활,회비,,,,,,,,,,,,,,ＳＣ-정비조합비,7,비합조비정-ＣＳ
