index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
17781,17781,입금,인터넷뱅킹 대량이체,ＣＪ광진Ａ,"58,000","70,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ광진Ａ,5,Ａ진광ＪＣ
17782,17782,입금,인터넷뱅킹 대량이체,ＣＪ구리ｍｐ, - ,"93,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ구리ｍｐ,6,ｐｍ리구ＪＣ
17783,17783,입금,인터넷뱅킹 대량이체,ＣＪ남양주Ｂ, - ,"662,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ남양주Ｂ,6,Ｂ주양남ＪＣ
17784,17784,입금,인터넷뱅킹 대량이체,ＣＪ남양주Ｃ, - ,"43,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ남양주Ｃ,6,Ｃ주양남ＪＣ
17785,17785,입금,인터넷뱅킹 대량이체,ＣＪ노원,"43,000","58,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ노원,4,원노ＪＣ
17786,17786,입금,인터넷뱅킹 대량이체,ＣＪ동대문, - , - ,입금이체,회사입금,,,,,,,,,,,,,,ＣＪ동대문,5,문대동ＪＣ
17787,17787,입금,인터넷뱅킹 대량이체,ＣＪ마켓컬리,"408,000","408,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ마켓컬리,6,리컬켓마ＪＣ
17788,17788,입금,인터넷뱅킹 대량이체,ＣＪ마켓컬리（장지）,"11,000","98,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ마켓컬리장지,8,지장리컬켓마ＪＣ
17789,17789,입금,인터넷뱅킹 대량이체,ＣＪ성동Ａ, - ,"92,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ성동Ａ,5,Ａ동성ＪＣ
17790,17790,입금,인터넷뱅킹 대량이체,ＣＪ성동Ｂ, - ,"83,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ성동Ｂ,5,Ｂ동성ＪＣ
17791,17791,입금,인터넷뱅킹 대량이체,ＣＪ양주,"48,000","68,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ양주,4,주양ＪＣ
17792,17792,입금,인터넷뱅킹 대량이체,ＣＪ의정부, - , - ,입금이체,회사입금,,,,,,,,,,,,,,ＣＪ의정부,5,부정의ＪＣ
17793,17793,입금,인터넷뱅킹 대량이체,ＣＪ의정부ｍｐ, - , - ,입금이체,회사입금,,,,,,,,,,,,,,ＣＪ의정부ｍｐ,7,ｐｍ부정의ＪＣ
17794,17794,입금,인터넷뱅킹 대량이체,ＣＪ인재원, - , - ,입금이체,회사입금,,,,,,,,,,,,,,ＣＪ인재원,5,원재인ＪＣ
17795,17795,입금,인터넷뱅킹 대량이체,ＣＪ중랑,"44,000","75,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ중랑,4,랑중ＪＣ
17796,17796,입금,인터넷뱅킹 대량이체,ＣＪ중랑ＭＰ,"36,000","60,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ중랑ＭＰ,6,ＰＭ랑중ＪＣ
17797,17797,입금,인터넷뱅킹 대량이체,ＣＪ프레시웨이,"5,000","1,000,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪ프레시웨이,7,이웨시레프ＪＣ
17798,17798,입금,인터넷뱅킹 대량이체,ＣＪＣＧＶ,"310,000","310,000",입금이체,회사입금,,,,,,,,,,,,,,ＣＪＣＧＶ,5,ＶＧＣＪＣ
