index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
8499,8499,입금,납부자자동 입금이체,부산－애경부부계,"30,000","30,000",입금이체,모임비입금,,,,,,,,,,,,,,부산－애경부부계,7,계부부경애－산부
8521,8521,입금,납부자자동 입금이체,부산－자동차과동창계,"20,000","20,000",입금이체,모임비입금,,,,,,,,,,,,,,부산－자동차과동창계,9,계창동과차동자－산부
42120,42120,지급,타행자동이체-전자금융부,경남-경남건설기계, - , - ,기타,회사출금,,,,,,,,,,,,,,경남-경남건설기계,8,계기설건남경-남경
44636,44636,지급,타행자동이체-전자금융부,국민-영천친구계, - , - ,개인거래,모임비,,,,,,,,,,,,,,국민-영천친구계,7,계구친천영-민국
45086,45086,지급,타행자동이체-전자금융부,국민-전곡여행계, - , - ,개인거래,모임비,,,,,,,,,,,,,,국민-전곡여행계,7,계행여곡전-민국
54281,54281,지급,타행자동이체-전자금융부,농협-거제중앙계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-거제중앙계,7,계앙중제거-협농
55265,55265,지급,납부자자동 출금이체,농협-봉덕동계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-봉덕동계,6,계동덕봉-협농
55451,55451,지급,납부자자동 출금이체,농협-시댁형제계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-시댁형제계,7,계제형댁시-협농
55452,55452,지급,타행자동이체-전자금융부,농협-시댁형제계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-시댁형제계,7,계제형댁시-협농
55539,55539,지급,타행자동이체-전자금융부,농협-아마존 계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-아마존0계,6,계0존마아-협농
55863,55863,지급,타행자동이체-전자금융부,농협-음성형제계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-음성형제계,7,계제형성음-협농
56237,56237,지급,타행자동이체-전자금융부,농협-임회진 계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-임회진0계,6,계0진회임-협농
56852,56852,지급,타행자동이체-전자금융부,농협-현풍친구계, - , - ,개인거래,모임비,,,,,,,,,,,,,,농협-현풍친구계,7,계구친풍현-협농
58389,58389,지급,납부자자동 출금이체,대구-경일대학계, - , - ,교육,교육비,,,,,,,,,,,,,,대구-경일대학계,7,계학대일경-구대
71100,71100,지급,타행자동이체-전자금융부,신한-민근민우 계, - , - ,개인거래,모임비,,,,,,,,,,,,,,신한-민근민우0계,7,계0우민근민-한신
72007,72007,지급,타행자동이체-전자금융부,신한-한승수고 계, - , - ,개인거래,모임비,,,,,,,,,,,,,,신한-한승수고0계,7,계0고수승한-한신
77170,77170,지급,타행자동이체-전자금융부,ＳＣ-으니여행계, - , - ,개인거래,모임비,,,,,,,,,,,,,,ＳＣ-으니여행계,7,계행여니으-ＣＳ
