index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
14,14,입금,인터넷뱅킹 대량이체,      식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,000000식대,2,대식000000
205,205,입금,인터넷뱅킹 대량이체,  년 월　중식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,00년0월0중식대,5,대식중0월0년00
343,343,입금,인터넷뱅킹 대량이체,  월　식대,"7,000","180,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,00월0식대,3,대식0월00
438,438,입금,인터넷뱅킹 대량이체,  월식대,"125,000","140,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,00월식대,3,대식월00
440,440,입금,인터넷뱅킹 대량이체,  월야근식대,"20,000","20,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,00월야근식대,5,대식근야월00
674,674,입금,인터넷뱅킹 대량이체, 월　식대,"95,000","189,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월0식대,3,대식0월0
773,773,입금,인터넷뱅킹 대량이체, 월국장식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,0월국장식대,5,대식장국월0
928,928,입금,인터넷뱅킹 대량이체, 월무한기업식대,"140,000","140,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월무한기업식대,7,대식업기한무월0
1011,1011,입금,인터넷뱅킹 대량이체, 월식대, - ,"168,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월식대,3,대식월0
1012,1012,입금,전자뱅킹예약건별이체, 월식대, - ,"168,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월식대,3,대식월0
1023,1023,입금,인터넷뱅킹 대량이체, 월야근식대,"7,000","120,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월야근식대,5,대식근야월0
1097,1097,입금,인터넷뱅킹 대량이체, 월중식대,"95,000","100,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월중식대,4,대식중월0
1105,1105,입금,인터넷뱅킹 대량이체, 월직원식대,"140,000","140,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월직원식대,5,대식원직월0
1201,1201,입금,인터넷뱅킹 대량이체, 투오후참관식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,0투오후참관식대,7,대식관참후오투0
1204,1204,입금,인터넷뱅킹 대량이체, 팀＿주일조식대,"104,000","104,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0팀＿주일조식대,6,대식조일주＿팀0
1212,1212,입금,인터넷뱅킹 대량이체, ．  야근식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,0．00야근식대,4,대식근야00．0
1216,1216,입금,인터넷뱅킹 대량이체, ． － 식대,"25,000","25,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0．0－0식대,2,대식0－0．0
1225,1225,입금,인터넷뱅킹 대량이체, ／  식대,"21,000","83,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0／00식대,2,대식00／0
3411,3411,입금,인터넷뱅킹 대량이체,감독식대, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,감독식대,4,대식독감
3889,3889,입금,인터넷뱅킹 대량이체,광장리앤고중식대, - ,"200,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,광장리앤고중식대,8,대식중고앤리장광
3894,3894,입금,인터넷뱅킹 대량이체,광장중식대, - ,"200,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,광장중식대,5,대식중장광
3896,3896,입금,인터넷뱅킹 대량이체,광장－  월식대,"99,000","99,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,광장－00월식대,5,대식월00－장광
