index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4455,4455,입금,납부자자동 입금이체,국민－청약,"60,000","1,000,000",금융수익,저축/투자,,,,,,,,,,,,,,국민－청약,4,약청－민국
10323,10323,입금,타행자동이체-전자금융부,신한-청약, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,신한-청약,4,약청-한신
10621,10621,입금,납부자자동 입금이체,신한－청약이체,"50,000","50,000",금융수익,저축/투자,,,,,,,,,,,,,,신한－청약이체,6,체이약청－한신
40934,40934,지급,적립식입금,가다연청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가다연청약,5,약청연다가
40935,40935,지급,적립식입금,가도윤청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가도윤청약,5,약청윤도가
40964,40964,지급,적립식입금,가서영청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가서영청약,5,약청영서가
40990,40990,지급,적립식입금,가영주청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가영주청약,5,약청주영가
41015,41015,지급,적립식입금,가자현청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가자현청약,5,약청현자가
41018,41018,지급,적립식입금,가재행청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가재행청약,5,약청행재가
41050,41050,지급,적립식입금,가진현청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,가진현청약,5,약청현진가
41110,41110,지급,적립식입금,감동경청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,감동경청약,5,약청경동감
41122,41122,지급,적립식입금,강가애청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강가애청약,5,약청애가강
41123,41123,지급,적립식입금,강가희청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강가희청약,5,약청희가강
41125,41125,지급,적립식입금,강건희청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강건희청약,5,약청희건강
41127,41127,지급,적립식입금,강경남청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경남청약,5,약청남경강
41128,41128,지급,적립식입금,강경란청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경란청약,5,약청란경강
41130,41130,지급,적립식입금,강경빈청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경빈청약,5,약청빈경강
41131,41131,지급,적립식입금,강경숙청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경숙청약,5,약청숙경강
41133,41133,지급,적립식입금,강경순청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경순청약,5,약청순경강
41134,41134,지급,적립식입금,강경아청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경아청약,5,약청아경강
41135,41135,지급,적립식입금,강경애청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경애청약,5,약청애경강
41136,41136,지급,적립식입금,강경옥청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경옥청약,5,약청옥경강
41137,41137,지급,적립식입금,강경완청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경완청약,5,약청완경강
41138,41138,지급,적립식입금,강경욱청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경욱청약,5,약청욱경강
41139,41139,지급,적립식입금,강경원청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경원청약,5,약청원경강
41140,41140,지급,적립식입금,강경의청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경의청약,5,약청의경강
41141,41141,지급,적립식입금,강경이청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경이청약,5,약청이경강
41142,41142,지급,적립식입금,강경임청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경임청약,5,약청임경강
41144,41144,지급,적립식입금,강경자청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경자청약,5,약청자경강
41145,41145,지급,적립식입금,강경태청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경태청약,5,약청태경강
41146,41146,지급,적립식입금,강경헌청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경헌청약,5,약청헌경강
41147,41147,지급,적립식입금,강경현청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경현청약,5,약청현경강
41149,41149,지급,적립식입금,강경희청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강경희청약,5,약청희경강
41151,41151,지급,적립식입금,강계환청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강계환청약,5,약청환계강
41153,41153,지급,적립식입금,강관규청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강관규청약,5,약청규관강
41154,41154,지급,적립식입금,강광수청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강광수청약,5,약청수광강
41155,41155,지급,적립식입금,강광표청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강광표청약,5,약청표광강
41156,41156,지급,적립식입금,강교림청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강교림청약,5,약청림교강
41159,41159,지급,적립식입금,강국청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강국청약,4,약청국강
41160,41160,지급,적립식입금,강귀순청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강귀순청약,5,약청순귀강
41163,41163,지급,적립식입금,강규태청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강규태청약,5,약청태규강
41164,41164,지급,적립식입금,강규택청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강규택청약,5,약청택규강
41165,41165,지급,적립식입금,강근수청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강근수청약,5,약청수근강
41166,41166,지급,적립식입금,강근신청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강근신청약,5,약청신근강
41167,41167,지급,적립식입금,강금란청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강금란청약,5,약청란금강
41168,41168,지급,적립식입금,강금숙청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강금숙청약,5,약청숙금강
41169,41169,지급,적립식입금,강금이청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강금이청약,5,약청이금강
41170,41170,지급,적립식입금,강기동청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기동청약,5,약청동기강
41171,41171,지급,적립식입금,강기미청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기미청약,5,약청미기강
41172,41172,지급,적립식입금,강기민청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기민청약,5,약청민기강
41173,41173,지급,적립식입금,강기선청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기선청약,5,약청선기강
41174,41174,지급,적립식입금,강기성청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기성청약,5,약청성기강
41175,41175,지급,적립식입금,강기욱청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기욱청약,5,약청욱기강
41176,41176,지급,적립식입금,강기정청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기정청약,5,약청정기강
41177,41177,지급,적립식입금,강기현청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강기현청약,5,약청현기강
41178,41178,지급,적립식입금,강길오청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강길오청약,5,약청오길강
41179,41179,지급,적립식입금,강길자청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강길자청약,5,약청자길강
41181,41181,지급,적립식입금,강나래청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강나래청약,5,약청래나강
41182,41182,지급,적립식입금,강나영청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강나영청약,5,약청영나강
41183,41183,지급,적립식입금,강나율청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강나율청약,5,약청율나강
41184,41184,지급,적립식입금,강나은청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강나은청약,5,약청은나강
41185,41185,지급,적립식입금,강나현청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강나현청약,5,약청현나강
41186,41186,지급,적립식입금,강난형청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강난형청약,5,약청형난강
41188,41188,지급,적립식입금,강남규청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강남규청약,5,약청규남강
41203,41203,지급,적립식입금,강남주청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강남주청약,5,약청주남강
41208,41208,지급,적립식입금,강능화청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강능화청약,5,약청화능강
41209,41209,지급,적립식입금,강다민청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다민청약,5,약청민다강
41210,41210,지급,적립식입금,강다빈청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다빈청약,5,약청빈다강
41211,41211,지급,적립식입금,강다연청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다연청약,5,약청연다강
41212,41212,지급,적립식입금,강다영청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다영청약,5,약청영다강
41213,41213,지급,적립식입금,강다예청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다예청약,5,약청예다강
41214,41214,지급,적립식입금,강다율청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다율청약,5,약청율다강
41215,41215,지급,적립식입금,강다은청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다은청약,5,약청은다강
41216,41216,지급,적립식입금,강다인청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다인청약,5,약청인다강
41217,41217,지급,적립식입금,강다현청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다현청약,5,약청현다강
41218,41218,지급,적립식입금,강다형청약, - , - ,금융,저축/투자,,,,,,,,,,,,,,강다형청약,5,약청형다강
