index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
4794,4794,입금,인터넷뱅킹 대량이체,급여  　,"2,894,000","7,584,000",소득,급여,,,,,,,,,,,,,,급여000,2,000여급
4795,4795,입금,전자뱅킹예약건별이체,급여  새일이앤지종,"2,078,000","2,078,000",소득,급여,,,,,,,,,,,,,,급여00새일이앤지종,8,종지앤이일새00여급
4796,4796,입금,인터넷뱅킹 대량이체,급여  월, - ,"10,212,000",소득,급여,,,,,,,,,,,,,,급여00월,3,월00여급
4797,4797,입금,전자뱅킹예약건별이체,급여  월, - ,"10,212,000",소득,급여,,,,,,,,,,,,,,급여00월,3,월00여급
4798,4798,입금,인터넷뱅킹 대량이체,급여  ．,"1,949,000","3,000,000",소득,급여,,,,,,,,,,,,,,급여00．,2,．00여급
4799,4799,입금,인터넷뱅킹 대량이체,급여  ．  월, - ,"8,534,000",소득,급여,,,,,,,,,,,,,,급여00．00월,3,월00．00여급
4800,4800,입금,급여 입금이체,급여 (주)더골든트리, - ,"2,962,000",소득,급여,,,,,,,,,,,,,,급여0(주)더골든트리,8,리트든골더)주(0여급
4801,4801,입금,급여 입금이체,급여 (주)태영켐,"2,183,000","3,216,000",소득,급여,,,,,,,,,,,,,,급여0(주)태영켐,6,켐영태)주(0여급
4803,4803,입금,급여 입금이체,급여 맛죤푸드지점,"1,987,000","1,987,000",소득,급여,,,,,,,,,,,,,,급여0맛죤푸드지점,8,점지드푸죤맛0여급
4805,4805,입금,급여 입금이체,급여 신촌 차,"1,685,000","1,833,000",소득,급여,,,,,,,,,,,,,,급여0신촌0차,5,차0촌신0여급
4806,4806,입금,급여 입금이체,급여 원진성형외과, - ,"2,963,000",소득,급여,,,,,,,,,,,,,,급여0원진성형외과,8,과외형성진원0여급
4807,4807,입금,인터넷뱅킹 대량이체,급여 월, - ,"2,937,000",소득,급여,,,,,,,,,,,,,,급여0월,3,월0여급
4809,4809,입금,인터넷뱅킹 대량이체,급여 월신흥기업, - ,"7,358,000",소득,급여,,,,,,,,,,,,,,급여0월신흥기업,7,업기흥신월0여급
4810,4810,입금,인터넷뱅킹 대량이체,급여 월지피바이오,"2,244,000","2,244,000",소득,급여,,,,,,,,,,,,,,급여0월지피바이오,8,오이바피지월0여급
4811,4811,입금,전자뱅킹예약건별이체,급여 월큐라,"3,599,000","3,599,000",소득,급여,,,,,,,,,,,,,,급여0월큐라,5,라큐월0여급
4812,4812,입금,급여 입금이체,급여 주식회사 더베이,"1,932,000","3,910,000",소득,급여,,,,,,,,,,,,,,급여0주식회사0더베이,9,이베더0사회식주0여급
4814,4814,입금,급여 입금이체,급여(GPC한국), - , - ,소득,급여,,,,,,,,,,,,,,급여GPC한국,7,국한CPG여급
4815,4815,입금,지로대량급여 입금이체,급여(남해단),"2,548,000","2,548,000",소득,급여,,,,,,,,,,,,,,급여남해단,5,단해남여급
4816,4816,입금,급여 입금이체,급여(사)인천밀알,"1,274,000","1,476,000",소득,급여,,,,,,,,,,,,,,급여(사)인천밀알,7,알밀천인)사(여급
4817,4817,입금,급여 입금이체,급여(유)동아금속,"2,502,000","7,795,000",소득,급여,,,,,,,,,,,,,,급여(유)동아금속,7,속금아동)유(여급
4818,4818,입금,급여 입금이체,급여(주)금하테크,"3,669,000","5,734,000",소득,급여,,,,,,,,,,,,,,급여(주)금하테크,7,크테하금)주(여급
4819,4819,입금,급여 입금이체,급여(주)기쁜,"7,906,000","7,906,000",소득,급여,,,,,,,,,,,,,,급여(주)기쁜,5,쁜기)주(여급
4820,4820,입금,급여 입금이체,급여(주)대림,"1,000","10,051,000",소득,급여,,,,,,,,,,,,,,급여(주)대림,5,림대)주(여급
4821,4821,입금,급여 입금이체,급여(주)도우인시스, - ,"8,574,000",소득,급여,,,,,,,,,,,,,,급여(주)도우인시스,8,스시인우도)주(여급
4822,4822,입금,급여 입금이체,급여(주)로킷헬스케어,"4,325,000","6,812,000",소득,급여,,,,,,,,,,,,,,급여(주)로킷헬스케어,9,어케스헬킷로)주(여급
4823,4823,입금,급여 입금이체,급여(주)리더스시스템, - , - ,소득,급여,,,,,,,,,,,,,,급여(주)리더스시스템,9,템스시스더리)주(여급
4824,4824,입금,급여 입금이체,급여(주)모먼츠컴퍼니,"3,796,000","3,796,000",소득,급여,,,,,,,,,,,,,,급여(주)모먼츠컴퍼니,9,니퍼컴츠먼모)주(여급
4825,4825,입금,급여 입금이체,급여(주)버드뷰,"7,716,000","7,716,000",소득,급여,,,,,,,,,,,,,,급여(주)버드뷰,6,뷰드버)주(여급
4826,4826,입금,급여 입금이체,급여(주)씨앤투스성진, - ,"9,305,000",소득,급여,,,,,,,,,,,,,,급여(주)씨앤투스성진,9,진성스투앤씨)주(여급
4827,4827,입금,급여 입금이체,급여(주)엠지푸드솔루,"1,872,000","1,872,000",소득,급여,,,,,,,,,,,,,,급여(주)엠지푸드솔루,9,루솔드푸지엠)주(여급
4828,4828,입금,급여 입금이체,급여(주)영윤이에프, - ,"3,693,000",소득,급여,,,,,,,,,,,,,,급여(주)영윤이에프,8,프에이윤영)주(여급
4829,4829,입금,급여 입금이체,급여(주)오른,"1,793,000","5,873,000",소득,급여,,,,,,,,,,,,,,급여(주)오른,5,른오)주(여급
4830,4830,입금,급여 입금이체,급여(주)티맥스에듀, - , - ,소득,급여,,,,,,,,,,,,,,급여(주)티맥스에듀,8,듀에스맥티)주(여급
4831,4831,입금,급여 입금이체,급여(주)티맥스에이아, - ,"10,468,000",소득,급여,,,,,,,,,,,,,,급여(주)티맥스에이아,9,아이에스맥티)주(여급
4832,4832,입금,급여 입금이체,급여(주)티맥스핀테크,"2,741,000","2,741,000",소득,급여,,,,,,,,,,,,,,급여(주)티맥스핀테크,9,크테핀스맥티)주(여급
4833,4833,입금,급여 입금이체,급여(주)한창바이오텍,"3,043,000","3,043,000",소득,급여,,,,,,,,,,,,,,급여(주)한창바이오텍,9,텍오이바창한)주(여급
4834,4834,입금,급여 입금이체,급여)바이오임텍,"1,000","1,000",소득,급여,,,,,,,,,,,,,,급여)바이오임텍,7,텍임오이바)여급
4835,4835,입금,급여 입금이체,"급여,(주)아발론교육","1,000","2,255,000",소득,급여,,,,,,,,,,,,,,"급여,(주)아발론교육",9,"육교론발아)주(,여급"
4837,4837,입금,급여 입금이체,급여-대성글로벌네트, - ,"1,993,000",소득,급여,,,,,,,,,,,,,,급여-대성글로벌네트,9,트네벌로글성대-여급
4838,4838,입금,급여 입금이체,급여AMPM, - ,"2,744,000",소득,급여,,,,,,,,,,,,,,급여AMPM,6,MPMA여급
4840,4840,입금,급여 입금이체,급여NIPA,"1,930,000","4,528,000",소득,급여,,,,,,,,,,,,,,급여NIPA,6,APIN여급
4842,4842,입금,급여 입금이체,급여_국제서부지사, - ,"674,000",소득,급여,,,,,,,,,,,,,,급여_국제서부지사,8,사지부서제국_여급
4844,4844,입금,급여 입금이체,급여_캐럿글로벌,"445,000","3,065,000",소득,급여,,,,,,,,,,,,,,급여_캐럿글로벌,7,벌로글럿캐_여급
4845,4845,입금,인터넷뱅킹 대량이체,급여　  월,"2,483,000","2,483,000",소득,급여,,,,,,,,,,,,,,급여000월,3,월000여급
