index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
12637,12637,입금,급여 입금이체,이베스트투자증권, - ,"19,946,000",입금이체,회사입금,,,,,,,,,,,,,,이베스트투자증권,8,권증자투트스베이
16473,16473,입금,지로대량급여 입금이체,한화증권, - ,"3,000,000",입금이체,회사입금,,,,,,,,,,,,,,한화증권,4,권증화한
39949,39949,지급,전자뱅킹예약건별이체,KB증ＹＤ＿ＫＢ증권,"3,000,000","3,000,000",금융,저축/투자,,,,,,,,,,,,,,KB증ＹＤ＿ＫＢ증권,9,권증ＢＫ＿ＤＹ증BK
60390,60390,지급,CMS공동망 출금이체,메리츠증권, - ,"300,000",금융,저축/투자,,,,,,,,,,,,,,메리츠증권,5,권증츠리메
61202,61202,지급,CMS공동망 출금이체,미래에셋증권, - ,"5,000,000",금융,저축/투자,,,,,,,,,,,,,,미래에셋증권,6,권증셋에래미
65714,65714,지급,타행자동이체-전자금융부,삼성-삼성증권, - , - ,금융,저축/투자,,,,,,,,,,,,,,삼성-삼성증권,6,권증성삼-성삼
65780,65780,지급,CMS공동망 당일출금이체-전자금융팀,삼성생명수익증권, - ,"500,000",금융,저축/투자,,,,,,,,,,,,,,삼성생명수익증권,8,권증익수명생성삼
65792,65792,지급,전자뱅킹예약건별이체,삼성신유삼성증권,"1,000,000","1,000,000",금융,저축/투자,,,,,,,,,,,,,,삼성신유삼성증권,8,권증성삼유신성삼
65835,65835,지급,CMS공동망 출금이체,삼성증권수익증권, - ,"1,000,000",금융,저축/투자,,,,,,,,,,,,,,삼성증권수익증권,8,권증익수권증성삼
76861,76861,지급,CMS공동망 출금이체,ＫＢ증권, - ,"2,000,000",금융,저축/투자,,,,,,,,,,,,,,ＫＢ증권,4,권증ＢＫ
76977,76977,지급,CMS공동망 출금이체,ＮＨ투자증권, - ,"1,250,000",금융,저축/투자,,,,,,,,,,,,,,ＮＨ투자증권,6,권증자투ＨＮ
