index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
39,39,입금,인터넷뱅킹 대량이체,    교통비,"63,000","63,000",입금이체,생활비입금,,,,,,,,,,,,,,0000교통비,7,비통교0000
323,323,입금,인터넷뱅킹 대량이체,  월　교통비,"10,000","10,000",입금이체,생활비입금,,,,,,,,,,,,,,00월0교통비,7,비통교0월00
366,366,입금,인터넷뱅킹 대량이체,  월교통비,"252,000","252,000",입금이체,생활비입금,,,,,,,,,,,,,,00월교통비,6,비통교월00
411,411,입금,인터넷뱅킹 대량이체,  월돌봄ＳＯＳ교통,"28,000","28,000",입금이체,생활비입금,,,,,,,,,,,,,,00월돌봄ＳＯＳ교통,10,통교ＳＯＳ봄돌월00
422,422,입금,인터넷뱅킹 대량이체,  월분교통비,"58,000","58,000",입금이체,생활비입금,,,,,,,,,,,,,,00월분교통비,7,비통교분월00
448,448,입금,인터넷뱅킹 대량이체,  월장활교통,"81,000","138,000",입금이체,생활비입금,,,,,,,,,,,,,,00월장활교통,7,통교활장월00
464,464,입금,인터넷뱅킹 대량이체,  월휴일교통비,"20,000","20,000",입금이체,생활비입금,,,,,,,,,,,,,,00월휴일교통비,8,비통교일휴월00
531,531,입금,인터넷뱅킹 대량이체,  Ｗ  Ｗ교통비,"32,000","32,000",입금이체,생활비입금,,,,,,,,,,,,,,00Ｗ00Ｗ교통비,9,비통교Ｗ00Ｗ00
541,541,입금,전자뱅킹예약건별이체, 교통비,"100,000","100,000",입금이체,생활비입금,,,,,,,,,,,,,,0교통비,4,비통교0
611,611,입금,인터넷뱅킹 대량이체, 월　교통비,"13,000","200,000",입금이체,생활비입금,,,,,,,,,,,,,,0월0교통비,6,비통교0월0
677,677,입금,인터넷뱅킹 대량이체, 월　식비교통비, - ,"24,000",입금이체,생활비입금,,,,,,,,,,,,,,0월0식비교통비,8,비통교비식0월0
769,769,입금,인터넷뱅킹 대량이체, 월교통비, - ,"151,000",입금이체,생활비입금,,,,,,,,,,,,,,0월교통비,5,비통교월0
770,770,입금,전자뱅킹예약건별이체, 월교통비, - ,"151,000",입금이체,생활비입금,,,,,,,,,,,,,,0월교통비,5,비통교월0
1021,1021,입금,인터넷뱅킹 대량이체, 월안전원교통비,"111,000","111,000",입금이체,생활비입금,,,,,,,,,,,,,,0월안전원교통비,8,비통교원전안월0
1022,1022,입금,인터넷뱅킹 대량이체, 월야간교통비, - , - ,입금이체,생활비입금,,,,,,,,,,,,,,0월야간교통비,7,비통교간야월0
1024,1024,입금,인터넷뱅킹 대량이체, 월야근식대및교통비,"12,000","12,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,0월야근식대및교통비,10,비통교및대식근야월0
1029,1029,입금,인터넷뱅킹 대량이체, 월여비교통비, - ,"150,000",입금이체,생활비입금,,,,,,,,,,,,,,0월여비교통비,7,비통교비여월0
1174,1174,입금,인터넷뱅킹 대량이체, 월휴일교통,"20,000","120,000",입금이체,생활비입금,,,,,,,,,,,,,,0월휴일교통,6,통교일휴월0
1175,1175,입금,인터넷뱅킹 대량이체, 월휴일교통비,"80,000","80,000",입금이체,생활비입금,,,,,,,,,,,,,,0월휴일교통비,7,비통교일휴월0
3897,3897,입금,인터넷뱅킹 대량이체,광장－ 월교통,"5,000","36,000",입금이체,생활비입금,,,,,,,,,,,,,,광장－0월교통,6,통교월0－장광
3949,3949,입금,인터넷뱅킹 대량이체,교보정보－교통비, - , - ,입금이체,생활비입금,,,,,,,,,,,,,,교보정보－교통비,7,비통교－보정보교
3971,3971,입금,인터넷뱅킹 대량이체,교통비, - ,"300,000",입금이체,생활비입금,,,,,,,,,,,,,,교통비,3,비통교
3972,3972,입금,펌뱅킹 입금이체,교통비, - ,"300,000",입금이체,생활비입금,,,,,,,,,,,,,,교통비,3,비통교
4767,4767,입금,펌뱅킹 입금이체,금호시내교통비,"3,000","3,000",입금이체,생활비입금,,,,,,,,,,,,,,금호시내교통비,7,비통교내시호금
6634,6634,입금,인터넷뱅킹 대량이체,다원업무교통비, - , - ,입금이체,생활비입금,,,,,,,,,,,,,,다원업무교통비,7,비통교무업원다
6789,6789,입금,인터넷뱅킹 대량이체,대노여비교통비,"10,000","10,000",입금이체,생활비입금,,,,,,,,,,,,,,대노여비교통비,7,비통교비여노대
6873,6873,입금,인터넷뱅킹 대량이체,대연 구역총회교통비,"50,000","50,000",입금이체,생활비입금,,,,,,,,,,,,,,대연0구역총회교통비,10,비통교회총역구0연대
7247,7247,입금,인터넷뱅킹 대량이체,동은테크  월교통비,"5,000","10,000",입금이체,생활비입금,,,,,,,,,,,,,,동은테크00월교통비,10,비통교월00크테은동
